datetime,rsi,macd_norm,macd_signal_norm,macd_hist_norm,bb_bandwidth,bb_pct_b,natr,vwap_dev,zscore,frac_diff_close,hl_spread,co_return,body_ratio,upper_shadow,lower_shadow,log_volume,log_dollar_volume,ret_1,ret_2,ret_3,ret_4,ret_5,vol_5,vol_10,vol_20,cs_spread,amihud,autocorr_10,ret,bin,weight,bar_type,source,bar_class,min_d,feature_mode
2024-01-30 13:40:00+00:00,65.19410186573829,0.01644490336028036,0.013790032091323038,0.002654871268957324,0.07964215645539975,0.7920679210626986,0.01498234404320757,-0.023877391521871686,1.138690384525606,3.9018707534634025,0.01754926536342577,-0.00725281506626576,0.41478547854731296,0.5407260726065449,0.044488448844821914,10.874458477774773,21.547206269240178,-0.007250515070957905,-0.0051319045920925595,0.012224894111153637,-0.0007293904124882113,0.019639548180667935,0.011664755351830359,0.009736466047563123,0.00947479503628265,0.011516746552879336,0.0033074730454701958,-0.602860973020075,-0.025783520683152112,-1.0,0.01550141270953543,volume,minute,information,0.2,unified
2024-01-30 17:40:00+00:00,66.7125790246391,0.016304527660613938,0.01424876512220322,0.002055762538410718,0.07011091795124294,0.8361322990016583,0.01473529255087316,-0.024106647542227105,1.3104849564067977,3.9063790544586876,0.01230337558292168,0.0039929442538550325,0.32389347336773094,0.5391972993238229,0.13690922730657068,10.867420799806526,21.544179935496658,0.00401147795973956,-0.007250515070957905,-0.0051319045920925595,0.012224894111153637,-0.0007293904124882113,0.007794642997408389,0.009685775065484025,0.009469190771386386,0.007271809009117979,0.003341790398317762,-0.6208072341382757,-0.029794998642891642,-1.0,0.019055356077465727,volume,minute,information,0.2,unified
2024-01-30 23:32:00+00:00,60.74474652003957,0.015522457803095269,0.0145997356819365,0.0009227221211587685,0.06743740571764896,0.6929575512583583,0.015286361413897888,-0.01323222617996951,0.7522870277572606,3.8969239692195456,0.020833090943783047,-0.008404394146996584,0.40511560370779715,0.4606277225505858,0.13425667374050007,10.869876449915733,21.53822893077051,-0.008406701609422444,0.00401147795973956,-0.007250515070957905,-0.0051319045920925595,0.012224894111153637,0.008817220818918687,0.00920329821998417,0.008044560786247022,0.008161745399058161,0.0029041499326156,-0.017566607703846753,-0.021388297033469138,-1.0,0.0069543552604097855,volume,minute,information,0.2,unified
2024-01-31 05:48:00+00:00,61.197076391696825,0.01469147090031233,0.014606163687489971,8.53072128223575e-05,0.062434720143473045,0.689414111605985,0.014936639148198932,-0.012289138501807236,0.7384721567312907,3.898965820511634,0.010593043041646594,0.0010210051157849315,0.09633530831666755,0.15624314241790938,0.7474215492632287,10.868376182478725,21.53774963988839,0.0010210051158082226,-0.008406701609422444,0.00401147795973956,-0.007250515070957905,-0.0051319045920925595,0.005409693219134915,0.008679135199070782,0.007931534800541653,0.0,0.002837116590399149,0.055543145764480266,-0.022409302149277357,-1.0,0.004500525680841164,volume,minute,information,0.2,unified
2024-01-31 11:36:00+00:00,54.45916671481683,0.013208136282823402,0.014446670046711366,-0.0012385337638879626,0.05751941289230497,0.5024623370337221,0.015246925108710244,-0.000520626567050317,0.009599957070119406,3.8886512094386045,0.017284663853211465,-0.010229061153743058,0.5948369565209349,0.07894021739119511,0.3262228260865113,10.869712118149808,21.52885886440686,-0.010226736591347863,0.0010210051158082226,-0.008406701609422444,0.00401147795973956,-0.007250515070957905,0.00628502957535622,0.009460102834399537,0.00834580985122727,0.006552107853406821,0.0029293374177669735,0.11190272281220144,0.021141227951527487,1.0,0.03329813941729922,volume,minute,information,0.2,unified
2024-01-31 15:29:00+00:00,59.14015009270852,0.012445801649668638,0.013932841883761675,-0.0014870402340930373,0.05628274136065745,0.6562319148460675,0.014880843236683166,-0.009091314680592186,0.6091041376401292,3.9004199925461114,0.012070970142312029,0.009882641766556254,0.8146792525509304,0.03544596416868823,0.14987478327845496,10.882870297359144,21.55189993408296,0.009882641766579778,-0.010226736591347863,0.0010210051158082226,-0.008406701609422444,0.00401147795973956,0.00847488373912287,0.009899803739591926,0.00817858164891376,0.009285540639813395,0.0028595756913513543,0.11248977484772812,-0.022065207324509235,-1.0,0.009140419243112015,volume,minute,information,0.2,unified
2024-01-31 17:37:00+00:00,63.758898329108725,0.012569345813869112,0.01353535517238571,-0.0009660093585165984,0.05643477658006019,0.824293257581352,0.01469135772106381,-0.018580152964455615,1.2643278756214402,3.9103146141402494,0.014393815717770514,0.011258586184924575,0.7777955271553094,0.2220447284341501,0.00015974440894310713,10.871103309294416,21.551391309943728,0.01125858618494763,0.009882641766579778,-0.010226736591347863,0.0010210051158082226,-0.008406701609422444,0.009977889521757181,0.008441137992548257,0.008457396769178005,0.0,0.0030872768645345554,0.4481419012648628,-0.020054481803977328,-1.0,0.018745121941713037,volume,minute,information,0.2,unified
2024-01-31 20:06:00+00:00,55.255780336982234,0.011668233971442673,0.01331737691956708,-0.0016491429481244075,0.05181062758121107,0.5477883876408863,0.015418139878483735,-0.002917716278904192,0.1863134345622919,3.893315438386626,0.022124574931078812,-0.014253485919303085,0.6488509382240693,0.2716635041110329,0.07948555766384365,10.886968748536553,21.553003562326705,-0.01425348591928011,0.01125858618494763,0.009882641766579778,-0.010226736591347863,0.0010210051158082226,0.011534060535702877,0.009681661684517298,0.00907482186357684,0.010465763521179889,0.0032739468476695034,0.47828442965411605,-0.019070307590176708,-1.0,0.0005128951356986646,volume,minute,information,0.2,unified
2024-01-31 22:39:00+00:00,52.233104678642505,0.010285971326350842,0.012773078647188022,-0.00248710732083718,0.047843183599683294,0.4111509538454928,0.015788245335658087,0.004006230513283273,-0.3463973522401668,3.8891405253445104,0.01943350990208134,-0.005810325200228645,0.2998551424429034,0.2537421535486999,0.4464027040071896,10.874716747092148,21.534950334475276,-0.00580099588469717,-0.01425348591928011,0.01125858618494763,0.009882641766579778,-0.010226736591347863,0.011716591244066052,0.008631667581718528,0.009195390452473407,0.0,0.003315087345221846,0.4615622798158507,0.00600388885934936,1.0,0.015328880699948337,volume,minute,information,0.2,unified
2024-02-01 02:56:00+00:00,46.082199069318726,0.008087677842083599,0.011972494054114362,-0.0038848162120307633,0.04804506476018753,0.1390515869716734,0.016232260301326004,0.017624482557793753,-1.407235980348907,3.8773560228963895,0.019262816322163683,-0.013269311705502895,0.693446871528213,0.06133530791057142,0.24521782055998143,10.873791148413757,21.520755406566924,-0.013269311705479493,-0.00580099588469717,-0.01425348591928011,0.01125858618494763,0.009882641766579778,0.0123250500779749,0.009268517893705645,0.009625446485922085,0.0,0.0034696230462620756,0.5360881118888279,0.018965346792938036,1.0,0.049667379738435984,volume,minute,information,0.2,unified
