,rsi,macd_norm,macd_signal_norm,macd_hist_norm,bb_bandwidth,bb_pct_b,natr,vwap_dev,zscore,frac_diff_close,hl_spread,co_return,body_ratio,upper_shadow,lower_shadow,log_volume,log_dollar_volume,ret_1,ret_2,ret_3,ret_4,ret_5,vol_5,vol_10,vol_20,cs_spread,amihud,autocorr_10,ret,bin,weight,bar_type,source,bar_class,min_d,feature_mode
2024-01-19 06:00:00+00:00,35.30763486144342,-0.014607885270832165,-0.012697725992075873,-0.0019101592787562928,0.0545648620821612,0.07814969958669292,0.019992293952431687,0.021372117762731704,-1.6446752489697463,3.8662110290168332,0.010749499055982567,0.006400695301882312,0.593539703901757,0.2391206819196187,0.16733961417638116,10.804944587108666,21.43769083439635,0.006400695301906582,-0.0028110940331757656,-0.011807154499456516,-0.017215989634016212,-0.005555765196000659,0.008992627960726576,0.008014283726848698,0.010783834028244,0.0,0.002878596962054029,-0.2407706687964413,-0.016098819876567565,-1.0,0.06328395567504795,6h,calendar,calendar,0.2,unified
2024-01-19 18:00:00+00:00,39.570278606252394,-0.014651489051281068,-0.013444333758481263,-0.001207155292799804,0.05909504871347186,0.22197894661641857,0.02109188592663174,0.012076447004581615,-1.083925612342766,3.8729445410106536,0.028464651410630575,0.010204982569328587,0.356691120667546,0.45096551142554286,0.1923433679060679,11.48718516774993,22.124524429069176,0.01020740744959386,-0.005624431469082365,0.006400695301906582,-0.0028110940331757656,-0.011807154499456516,0.008964700402413267,0.009045996225708983,0.008952424296692244,0.0,0.0025471106404172964,-0.30488213170390155,-0.051598805376003254,-1.0,0.22906487550269955,6h,calendar,calendar,0.2,unified
2024-01-22 00:00:00+00:00,34.10309333461895,-0.010392726883036878,-0.011546470580249393,0.0011537436972125141,0.049126912283613204,0.17293739098017538,0.01561223704983996,0.013834135951094307,-1.275124795197156,3.861651175775883,0.024950405507905414,-0.010791571660258752,0.4348631004575336,0.10951963363528366,0.4556172659062083,11.21758674170224,21.842153890871256,-0.010793976665531842,-0.0022941437355000547,-0.0010887761218683998,0.002173934764736089,-0.0014761992596973995,0.00483544365713482,0.005181466613444077,0.006732742014786456,0.0,0.0021995649199021057,-0.008207796245076237,-0.03882986825247768,-1.0,0.11896135789887892,6h,calendar,calendar,0.2,unified
2024-01-22 06:00:00+00:00,30.73877785422475,-0.011299817714966328,-0.011570522429127272,0.00027070471416094466,0.049469388513697005,0.0627088863922027,0.01632963708094015,0.019435742255417263,-1.7048746212590689,3.8562917319017505,0.024043480178585826,-0.007912858733577695,0.3304117407253009,0.20515695067243872,0.46443130860124127,11.370785778500744,21.987441977353104,-0.007912858733553524,-0.010793976665531842,-0.0022941437355000547,-0.0010887761218683998,0.002173934764736089,0.005267110348795811,0.004189046673978381,0.006863358846769394,0.004789971029742065,0.002242777118748067,-0.2963837711686575,-0.03091700951892417,-1.0,0.0566508455004171,6h,calendar,calendar,0.2,unified
2024-01-22 18:00:00+00:00,21.404849871961957,-0.015119249958280697,-0.012642116455064025,-0.0024771335032166717,0.06153014303343219,-0.244997719860722,0.018595164448776014,0.04105549145508131,-2.904535825133619,3.8300324901435143,0.035413349508427776,-0.028598681306984054,0.819226377390226,0.0630174136453988,0.11775620896366157,12.122809920828459,22.708555203308492,-0.028596225200649517,-0.002320784318274642,-0.007912858733553524,-0.010793976665531842,-0.0022941437355000547,0.01082151777115132,0.009278905151854654,0.008490903175132548,0.0,0.0021300250255607217,-0.23079646704223578,0.00971583454303305,1.0,0.03002105145534241,6h,calendar,calendar,0.2,unified
2024-01-23 00:00:00+00:00,30.553831429559082,-0.015890460627158744,-0.01316612394942724,-0.0027243366777315037,0.06130206694798607,-0.00023412248055397185,0.018237443435708014,0.026508469701426788,-1.9502716464295669,3.849445217703834,0.016590623190431013,0.012500178462046537,0.7487588385726761,0.16232887016674036,0.08891229125907912,10.618139513847938,21.216368468350886,0.012502705817535298,-0.028596225200649517,-0.002320784318274642,-0.007912858733553524,-0.010793976665531842,0.014857449817414081,0.010746208647339488,0.009225218031074988,0.009122772760830377,0.0025038855331966136,-0.15101952528288567,-0.03078749251647502,-1.0,0.0019478676519354005,6h,calendar,calendar,0.2,unified
2024-01-23 06:00:00+00:00,23.39680801146787,-0.019469625428901925,-0.014756149333522607,-0.004713476095379319,0.07544529853632059,-0.24013349894697583,0.020177432543689734,0.05240091152992188,-2.885571600776022,3.819329086775923,0.03798445821246173,-0.030787492516499978,0.8231347834920266,0.04282713288605705,0.13403808362123873,11.86166155644603,22.42912043060467,-0.03078749251647502,0.012502705817535298,-0.028596225200649517,-0.002320784318274642,-0.007912858733553524,0.018286019626228993,0.013422393186227467,0.011090264869560525,0.005875185923855058,0.002643825512896504,-0.22252766664705886,0.026415015104397567,1.0,0.1687673382297316,6h,calendar,calendar,0.2,unified
2024-01-23 12:00:00+00:00,31.299477470876084,-0.02023681585722469,-0.015686341492880052,-0.004550474364344635,0.08259399070501201,0.020959466835415372,0.0204668099990806,0.030550438990205053,-1.8676438238331368,3.8407348052684434,0.027915947619530306,0.014154109187853564,0.5034545454540904,0.2190909090907099,0.2774545454542906,11.944222341462407,22.52583845792163,0.014156683180515066,-0.03078749251647502,0.012502705817535298,-0.028596225200649517,-0.002320784318274642,0.02169157193994602,0.014966468179463765,0.011416405509742005,0.015956582714224853,0.0025949501256019537,-0.17785621130542778,0.04631696994891609,1.0,0.16631986584384756,6h,calendar,calendar,0.2,unified
2024-01-23 18:00:00+00:00,37.40158523979577,-0.019596111668695314,-0.01631540383658079,-0.0032807078321145217,0.0858593112909523,0.19695756824828478,0.020411783038443283,0.014759823465954678,-1.1814769040139075,3.8535909310504888,0.022938079719227303,0.012258331923857252,0.5311475409830261,0.008743169398897549,0.4601092896169835,11.262604981134274,21.856473081903314,0.012258331923882477,0.014156683180515066,-0.03078749251647502,0.012502705817535298,-0.028596225200649517,0.02339251172492756,0.015854117260122515,0.011700446925169005,0.004755679382507078,0.0026916494793946004,-0.03979590357650795,0.0340586380250335,1.0,0.12675636533262208,6h,calendar,calendar,0.2,unified
2024-01-24 06:00:00+00:00,41.59186740117336,-0.01783465703742095,-0.016987765492592174,-0.0008468915448287747,0.0895334676101634,0.3287658309055328,0.020223426806418338,0.004667339208907898,-0.6675936923872041,3.8605592059168616,0.02249771116949221,0.010089237682002863,0.4462014818086429,0.404069445979873,0.14972907221037832,11.129132221339498,21.730620407670642,0.010086724598285673,-0.002464805004804097,0.012258331923882477,0.014156683180515066,-0.03078749251647502,0.018736685790294336,0.01649985596310349,0.011862089823512412,0.007947008995409333,0.0026962799757261984,-0.11155339225461608,0.026436718431552052,1.0,0.10455360335818127,6h,calendar,calendar,0.2,unified
