,rsi,macd_macd,macd_signal,macd_histogram,bb_bb_upper,bb_bb_mid,bb_bb_lower,bb_bb_bandwidth,bb_bb_pct_b,atr,natr,vwap_rolling,zscore,frac_diff_close,hl_spread,co_return,oc_return,body_ratio,upper_shadow,lower_shadow,log_volume,log_dollar_volume,ret_1,ret_2,ret_3,ret_4,ret_5,vol_5,vol_10,vol_20,cs_spread,amihud,autocorr_10,ret,bin,weight,bar_type,source,bar_class,min_d,feature_mode
2024-01-01 19:52:05.023000+00:00,99.99999999999969,100.38309429306537,23.818886664879976,76.56420762818539,,,,,,626.38163265306,0.014380073754059093,,,,0.019878785096076164,0.01710872244396614,-2.335349152056488e-06,0.853331793508658,0.0,0.14666820649018722,10.68693858394015,21.368787362807698,0.01710638709486049,0.006870785531110814,,,,,,,0.0,,,0.017026337152174133,1.0,0.0016881014404618593,range,tick,information,0.2,unified
2024-01-02 00:01:52.703000+00:00,99.99999999999972,219.2315152657102,62.901412385046015,156.33010288066419,,,,,,644.5686588921272,0.01454778384661853,,,,0.01988399124291828,0.017024041417969767,2.295734158578467e-06,0.8489216799082322,0.0,0.15107832009063277,11.17996593157676,21.878849937980313,0.017026337152174133,0.01710638709486049,0.006870785531110814,,,,,,0.0,,,0.018085406591860927,1.0,0.0021155527118327695,range,tick,information,0.2,unified
2024-01-02 00:57:23.038000+00:00,99.99999999999974,374.3517138594834,125.1914726799335,249.16024117954993,,,,,,662.5351832569752,0.014685279221754232,,,,0.01986230926774727,0.018083149614675702,2.2569771401681795e-06,0.9022430532296608,0.0,0.09775694676922322,10.74891922267302,21.46588111800616,0.018085406591860927,0.017026337152174133,0.01710638709486049,0.006870785531110814,,,,,0.0,,,0.01204711743402139,1.0,0.005560879540735332,range,tick,information,0.2,unified
2024-01-02 07:25:22.118000+00:00,99.99999999999974,535.2378898077659,207.20075610549998,328.0371337022659,,,,,,680.3826701671913,0.014900282730806775,,,,0.019981428921825868,0.012044900908248194,2.216525728944191e-06,0.5991889522132884,0.0,0.4008110477856156,11.631108847143915,22.360130443088366,0.01204711743402139,0.018085406591860927,0.017026337152174133,0.01710638709486049,0.006870785531110814,0.004740259461825621,,,0.0,,,-0.014026217722791385,0.0,0.006466912094387524,range,tick,information,0.2,unified
2024-01-02 14:56:38.396000+00:00,89.07763296342416,604.4536927324007,286.6513434308801,317.80234930152056,,,,,,697.7553365838204,0.015496582817720723,,,,0.02051241049695241,-0.014002127590677716,-2.409013215732878e-05,0.6874187960148496,0.31258120398406775,0.0,11.912385612672233,22.62738316937603,-0.014026217722791385,0.01204711743402139,0.018085406591860927,0.017026337152174133,0.01710638709486049,0.013662744524843836,,,0.005232803273191663,,,-0.03589132931249095,0.0,0.005376047879675243,range,tick,information,0.2,unified
2024-01-03 06:56:39.266000+00:00,89.76525528021983,710.3234772158539,430.18005196026513,280.1434252555888,,,,,,704.193121850335,0.01552255491692718,,,,0.014226575966917529,0.0068612345512588995,2.219482372422249e-06,0.4806321660978045,0.1513789897735443,0.36798884412710176,10.805916025735211,21.528409542989582,0.006863454033675516,0.000646078757491511,-0.014026217722791385,0.01204711743402139,0.018085406591860927,0.012297688822267151,,,0.010822809610803107,,,-0.02911539466029646,0.0,0.007947033513372505,range,tick,information,0.2,unified
2024-01-03 11:14:51.040000+00:00,79.61385864415624,695.6587224742834,483.27578606306884,212.3829364112146,,,,,,714.6721845753112,0.01597696885354161,,,,0.01902243166992275,-0.01408280134706812,-2.1982415887578342e-14,0.7455635209769125,0.2544364790219123,0.0,10.956317857918362,21.664731405561906,-0.014082801347046163,0.006863454033675516,0.000646078757491511,-0.014026217722791385,0.01204711743402139,0.01196963796778006,,,0.01161284686394524,,,-0.029318060756611686,0.0,0.005723499856191168,range,tick,information,0.2,unified
2024-01-03 11:51:59.339000+00:00,70.57200091884825,623.00162149471,511.2209531493971,111.7806683453129,,,,,,723.552742819932,0.01642049616058306,,,,0.019040486564995938,-0.015030357744706064,-2.2355685887958605e-06,0.7953516090574584,0.20464839094134976,0.0,10.6601229450395,21.353497884695557,-0.015032593313250284,-0.014082801347046163,0.006863454033675516,0.000646078757491511,-0.014026217722791385,0.010181286005870671,0.013517304061453454,,0.0,,,-0.03298402892257301,0.0,0.0026334145335454445,range,tick,information,0.2,unified
2024-01-03 12:01:12.349000+00:00,63.31954227664512,509.11925894382875,510.80061430828346,-1.6813553644547028,,,,,,730.9132611899367,0.016826199065124354,,,,0.019028983171803668,-0.014305892071401203,2.0424627994579637e-05,0.7571981611411146,0.2428018388576756,0.0,10.455786235633676,21.134870388711658,-0.01428546744336148,-0.015032593313250284,-0.014082801347046163,0.006863454033675516,0.000646078757491511,0.010225771983657367,0.014555609424464317,,0.0,,,-0.04150661765765557,0.0,0.000897597016150326,range,tick,information,0.2,unified
2024-01-03 12:01:31.649000+00:00,55.422290765618264,349.900664250752,478.62062429677724,-128.71996004602522,,,,,,736.905171104941,0.01728432673000239,,,,0.019111372767935127,-0.01869395731108109,-4.604168176358711e-06,0.9873588610689948,0.01264113892977792,0.0,9.127217751235923,19.78752345298117,-0.018698561479211517,-0.01428546744336148,-0.015032593313250284,-0.014082801347046163,0.006863454033675516,0.010184786102732062,0.014675542466465803,,0.0,,,-0.029946006807161644,0.0,0.00625506649425188,range,tick,information,0.2,unified
