,rsi,macd_macd,macd_signal,macd_histogram,bb_bb_upper,bb_bb_mid,bb_bb_lower,bb_bb_bandwidth,bb_bb_pct_b,atr,natr,vwap_rolling,zscore,frac_diff_close,hl_spread,co_return,oc_return,body_ratio,upper_shadow,lower_shadow,log_volume,log_dollar_volume,ret_1,ret_2,ret_3,ret_4,ret_5,vol_5,vol_10,vol_20,cs_spread,amihud,autocorr_10,ret,bin,weight,bar_type,source,bar_class,min_d,feature_mode
2024-01-16 15:03:00+00:00,88.25907689844257,0.5779271272112965,2.280280582137348,-1.7023534549260515,,,,,,1226.4076530612242,0.028781480206078812,,,,0.026558869775409416,-0.00685728733403673,-2.3307714504834315e-06,0.25907926128809644,0.2452063267648277,0.4957144119461922,11.81335372355355,22.47321403357755,-0.0068596181054406576,0.003960817424881999,,,,,,,0.011695623440583175,,,0.015536608118791971,1.0,0.010125896643459724,range,minute,information,0.6000000000000001,unified
2024-01-16 22:35:00+00:00,90.88174172148975,43.64815063406422,10.553854592522724,33.0942960415415,,,,,,1213.3356778425655,0.028035724171582125,,,,0.02410913577736545,0.015534261309666142,2.3468090788844894e-06,0.6393521180749073,0.2978723404252488,0.0627755414988855,11.705530564422864,22.380926639509855,0.015536608118791971,-0.0068596181054406576,0.003960817424881999,,,,,,7.921932744280968e-06,,,-0.05604965347436985,0.0,0.01307119841044564,range,minute,information,0.6000000000000001,unified
2024-01-17 12:53:00+00:00,75.91505666796938,33.27583969915577,15.098251613849333,18.177588085306432,,,,,,1193.6759865680965,0.02793439921388245,,,,0.021953411308779414,-0.012717341668704356,2.3106294503555373e-06,0.5829868883908105,0.016309561880374534,0.400703549727749,11.436938437728521,22.099616940404523,-0.012715031039207991,0.015536608118791971,-0.0068596181054406576,0.003960817424881999,,,,,0.009553112564227667,,,-0.04333462243516187,0.0,0.011932878786199173,range,minute,information,0.6000000000000001,unified
2024-01-18 20:02:00+00:00,45.28434729237325,-144.32227435069217,-17.730205567904584,-126.59206878278758,,,,,,1183.5554090707396,0.02892420695103374,,,,0.049272713054017564,-0.03903345983925761,-2.350283996435237e-06,0.8078563634556054,0.13560162682266902,0.05654200972122964,12.099954648611396,22.719303758498757,-0.0390358101232072,-0.00397347166689997,-0.0003253406450547016,-0.012715031039207991,0.015536608118791971,0.020090331212839548,,,0.0,,,0.0051748607572681,1.0,0.002924524085369152,range,minute,information,0.6000000000000001,unified
2024-01-19 16:14:00+00:00,44.54138876660792,-335.57541479259817,-116.31717877629177,-219.2582360163064,,,,,,1128.2513476171175,0.02764373370944082,,,,0.021066300779143968,-0.008988249032130462,2.428218792221432e-06,0.42858804373060033,0.46033961386315564,0.11107234240508096,11.72376103082655,22.3405333707089,-0.00898582081328982,0.006411590069999597,-0.0390358101232072,-0.00397347166689997,-0.0003253406450547016,0.017606942511976652,,,0.011960665605357496,,,-0.030163213802467052,0.0,0.020675159151419105,range,minute,information,0.6000000000000001,unified
2024-01-19 21:44:00+00:00,54.405775865660424,-337.8980966920062,-160.63336235943467,-177.26473433257155,,,,,,1183.1619656444664,0.028366998224475387,,,,0.04548168145560453,0.021694170609798318,-2.4424906541753744e-14,0.47185028993122125,0.25719557195558473,0.2709541381126669,12.023666151129122,22.66213476014419,0.021694170609822656,-0.00898582081328982,0.006411590069999597,-0.0390358101232072,-0.00397347166689997,0.02246070634973894,0.016796065239665238,,0.010921402860450371,,,-0.05185738441228971,0.0,0.03331315844188841,range,minute,information,0.6000000000000001,unified
2024-01-22 07:12:00+00:00,47.690765325592736,-376.68389277320966,-255.82019556973026,-120.8636972034794,,,,,,1073.9001598108212,0.026108947152688845,,,,0.028056355834335533,-0.011955525406465618,-2.3980817331903668e-14,0.42868284228732095,0.16793760831874782,0.40337954939306464,11.611208186029343,22.23572865257211,-0.011955525406441686,-0.00041311595695481046,-0.0015764377458679086,0.021694170609822656,-0.00898582081328982,0.013197220566871386,0.015565693282886942,,0.0,,,-0.0379123053030253,0.0,0.01664808668740503,range,minute,information,0.6000000000000001,unified
2024-01-22 14:53:00+00:00,42.85339229476512,-438.6982064988333,-292.3957977555509,-146.3024087432824,,,,,,1061.478719824334,0.026112830348670076,,,,0.02214038479988728,-0.011780364185059823,-2.4312296550648973e-06,0.5352222222216324,0.13588888888873304,0.32888888888852347,11.758030378501484,22.370769287314047,-0.011782795414666335,-0.011955525406441686,-0.00041311595695481046,-0.0015764377458679086,0.021694170609822656,0.01370955470906329,0.015517653288914062,,0.0,,,-0.04617180450017838,0.0,0.014823799059625779,range,minute,information,0.6000000000000001,unified
2024-01-22 19:47:00+00:00,34.62354588687131,-565.9185582041173,-347.1003498452642,-218.8182083588531,,,,,,1091.2373826940243,0.027555594960115556,,,,0.037324532275454625,-0.026129509888383542,-2.453592884421626e-14,0.7092889520325323,0.15587578648254233,0.13483526148424888,11.977284549957128,22.563895489704503,-0.026129509888358927,-0.011782795414666335,-0.011955525406441686,-0.00041311595695481046,-0.0015764377458679086,0.010360240099504123,0.01675142699944416,,0.0,,,0.007010491563499249,1.0,0.005764715104790273,range,minute,information,0.6000000000000001,unified
2024-01-23 03:04:00+00:00,39.97897403747089,-623.0624969110577,-402.2927792584229,-220.76971765263477,,,,,,1078.291855358737,0.026921221946560034,,,,0.022719555795233822,0.01135661111071367,-2.5202062658991372e-14,0.49703296703241606,0.3367032967029283,0.16626373626355676,11.624237770534986,22.222202660222653,0.011356611110738917,-0.026129509888358927,-0.011782795414666335,-0.011955525406441686,-0.00041311595695481046,0.014059184218491946,0.017787062934954,,0.01566632649065906,,,-0.031398905722558164,0.0,0.025911517454264996,range,minute,information,0.6000000000000001,unified
