,rsi,macd_norm,macd_signal_norm,macd_hist_norm,bb_bandwidth,bb_pct_b,natr,vwap_dev,zscore,frac_diff_close,hl_spread,co_return,body_ratio,upper_shadow,lower_shadow,log_volume,log_dollar_volume,ret_1,ret_2,ret_3,ret_4,ret_5,vol_5,vol_10,vol_20,cs_spread,amihud,autocorr_10,ret,bin,weight,bar_type,source,bar_class,min_d,feature_mode
2024-01-13 04:00:00+00:00,32.24853109259901,-0.013218044158417357,-0.0018741618563122833,-0.011343882302105075,0.12052303607110598,0.0614830540797688,0.02775758955862858,0.05828441602354344,-1.7096537954392814,3.878208675082833,0.016221947422514933,0.011116708069674184,0.6814931350104698,0.2331235697937179,0.08538329519438209,10.429499783799814,21.100797235007775,0.01111670806969768,-0.003823711406476676,-0.016424742021311802,-0.022675605571098857,-0.03234886518291158,0.016921896105100486,0.012507578537640474,0.012414561016271464,0.0040163969079794505,0.002976612261178185,0.14196158456501684,-0.03223401059125837,-1.0,0.01283695651577932,4h,calendar,calendar,0.2,unified
2024-01-13 08:00:00+00:00,29.73932764314104,-0.015892102803051346,-0.0046942865998336235,-0.011197816203217721,0.13215628506689073,0.049279235044534665,0.02730238425065091,0.06830677809406548,-1.7572330411823582,3.867661363375352,0.017404807198365135,-0.010968920484781765,0.6336927223711097,0.20606469002667843,0.16024258760086418,10.666594423729403,21.326929191537406,-0.010968920484758641,0.01111670806969768,-0.003823711406476676,-0.016424742021311802,-0.022675605571098857,0.01300492736518165,0.012357687802427025,0.01249208403168558,0.015040589008197356,0.0032639495574510844,0.15482068894350295,0.006150138412285139,1.0,0.01105473052905831,4h,calendar,calendar,0.2,unified
2024-01-13 12:00:00+00:00,35.77977629592212,-0.016499950489337785,-0.007009494230573709,-0.009490456258764077,0.1385898883351086,0.17402091896915348,0.026305926753693205,0.053784124783470465,-1.2709004254069902,3.8831964346825796,0.01769243067027762,0.012306735813522,0.6913305395485907,0.1488999476163642,0.15976951283373556,10.708103788577155,21.38074389433594,0.01230439014944687,-0.010968920484758641,0.01111670806969768,-0.003823711406476676,-0.016424742021311802,0.012918329693760756,0.01410652633974735,0.012961773205675584,0.01695465288511849,0.0031814202897877545,0.004804625245056356,-0.03356948025594654,-1.0,0.003916466691114231,4h,calendar,calendar,0.2,unified
2024-01-13 16:00:00+00:00,33.60680142643474,-0.01777349074526171,-0.00921059702789943,-0.00856289371736228,0.14636635073226195,0.15528305641737347,0.025442585006574873,0.06193255892485567,-1.3439540625083881,3.8740026812590758,0.011273372266662699,-0.008581686387942837,0.7645107794345715,0.0704809286897376,0.16500829187361796,10.348460383888288,21.012513758060745,-0.008577052446149766,0.01230439014944687,-0.010968920484758641,0.01111670806969768,-0.003823711406476676,0.010994117754101758,0.014114193018465783,0.013014975679121531,0.007837661927452399,0.003397434729625489,0.012364761185835856,0.008695211254041763,1.0,0.01652588048934467,4h,calendar,calendar,0.2,unified
2024-01-14 04:00:00+00:00,37.26868202564288,-0.01839867976429335,-0.01371523402141698,-0.0046834457428763685,0.15432913634463988,0.27560119117975695,0.022016110529133336,0.04910979332135029,-0.8748676163164045,3.8838497370475222,0.011889484060558475,0.007507278219416169,0.629057489243986,0.1008994915915086,0.2700430191625501,9.913203400454776,20.582406908618196,0.0075049358135778,-0.00362881750973125,0.0012914904728993436,-0.008577052446149766,0.01230439014944687,0.008371083513555592,0.011660970874974922,0.011984915399253601,0.0031656898861113347,0.003975561545049139,-0.23896546653184483,-0.0301600365865428,-1.0,0.016950495041622157,4h,calendar,calendar,0.2,unified
2024-01-14 16:00:00+00:00,35.058476995343824,-0.017723694033451975,-0.015831270416702913,-0.0018924236167490623,0.14309256829742695,0.2891645431029854,0.019375652138209076,0.052171271706610525,-0.821987935587613,3.876684903044305,0.009044714970772666,-0.005669948417453294,0.628660274680925,0.2868618813156512,0.0844778440008324,10.047096910194963,20.70820654049619,-0.005669948417429959,0.0016700647182985552,-0.004100199571590289,0.0075049358135778,-0.00362881750973125,0.005423860936248963,0.00810817690799844,0.010527395186703236,0.005930360991186216,0.00386997453321768,-0.2686935321027512,-0.0011326955022630753,-1.0,0.0024248134653250468,4h,calendar,calendar,0.2,unified
2024-01-14 20:00:00+00:00,28.962095868536508,-0.019581939218402223,-0.016863898293590966,-0.0027180409248112546,0.13777020922382283,0.16740486116585035,0.020175492191665576,0.05593693762148959,-1.2966945673198575,3.856182805569069,0.024955133473423326,-0.022059953315844323,0.8938070091206026,0.08564570331244498,0.02054728756599223,11.327952051109392,21.96703300767231,-0.02205995331582094,-0.005669948417429959,0.0016700647182985552,-0.004100199571590289,0.0075049358135778,0.011091257270954188,0.009723561602303773,0.01120552010932377,0.0,0.004167128297670645,-0.6106932196719483,0.02316795552337005,1.0,0.054763243066411296,4h,calendar,calendar,0.2,unified
2024-01-15 00:00:00+00:00,39.19852330979092,-0.018533641972171843,-0.016932631154349422,-0.001601010817822419,0.1252193124708653,0.32371221839499537,0.019926483758714298,0.0264910210583881,-0.6872963011226303,3.8813117462054887,0.021845446986032496,0.019854353014835978,0.8998924731173136,0.0840860215052828,0.016021505376328425,10.502321773402452,21.16124164230668,0.01985435301485992,-0.02205995331582094,-0.005669948417429959,0.0016700647182985552,-0.004100199571590289,0.015094241608188196,0.011683374203958227,0.0125764923420039,0.02032191767709553,0.0047884108205662555,-0.5077742086252175,0.0005213360410590189,1.0,0.0011930471284483347,4h,calendar,calendar,0.2,unified
2024-01-15 12:00:00+00:00,37.35752082550629,-0.016548526372145253,-0.016971362304035016,0.0004228359318897637,0.07886259157696582,0.28715499942558764,0.01830634692059886,0.023798527782180966,-0.8298225791678154,3.872253219873656,0.019229541116448257,-0.009915507103573367,0.5182041820411866,0.33087330873268034,0.15092250922490302,10.953687813032378,21.60570901202243,-0.009913165180433099,-0.00030908644129308305,0.0033136025085101165,0.01985435301485992,-0.02205995331582094,0.015601036066278254,0.011023378507043208,0.012714745679845015,0.0020966193551458768,0.004773987657021017,-0.48259635206557894,0.008014403727254173,1.0,0.019193444019640318,4h,calendar,calendar,0.2,unified
2024-01-15 16:00:00+00:00,45.389407181649084,-0.014655323844509904,-0.016283636282823585,0.001628312438313681,0.04753857867162781,0.5675142245630693,0.018590029655303673,0.0034699860078429524,0.26321890486619587,3.891055657511645,0.02621331670915699,0.016674812844434603,0.6308456828461884,0.3428875676631982,0.02626674948972601,11.086963739010136,21.755661933584964,0.016674812844458188,-0.009913165180433099,-0.00030908644129308305,0.0033136025085101165,0.01985435301485992,0.012309712166439056,0.012344382548728893,0.013537704907076164,0.009643504863388466,0.005048905936678652,-0.38161947309517025,-0.047039877770124694,-1.0,0.11594658750683837,4h,calendar,calendar,0.2,unified
