datetime,equity
2024-03-20 08:33:00+00:00,9890.0
2024-03-20 12:19:00+00:00,9781.22
2024-03-20 14:26:00+00:00,9673.63
2024-03-20 16:40:00+00:00,9567.23
2024-03-20 18:54:00+00:00,9748.82
2024-03-20 20:07:00+00:00,9641.58
2024-03-21 02:10:00+00:00,9602.14
2024-03-21 03:54:00+00:00,9789.56
2024-03-21 08:19:00+00:00,9681.88
2024-03-21 15:13:00+00:00,9865.84
2024-03-21 17:45:00+00:00,9757.42
2024-03-21 20:18:00+00:00,9650.1
2024-03-22 05:51:00+00:00,9543.95
2024-03-22 11:50:00+00:00,9725.29
2024-03-22 13:52:00+00:00,9910.07
2024-03-22 15:10:00+00:00,9801.07
2024-03-22 21:36:00+00:00,9987.29
2024-03-23 07:11:00+00:00,9877.44
2024-03-23 17:33:00+00:00,10064.92
2024-03-24 12:07:00+00:00,9954.21
2024-03-24 20:11:00+00:00,9844.72
2024-03-25 13:58:00+00:00,9736.43
2024-03-25 15:00:00+00:00,9629.33
2024-03-25 20:01:00+00:00,9756.33
2024-03-25 21:27:00+00:00,9923.45
2024-03-26 07:02:00+00:00,9814.29
2024-03-26 13:40:00+00:00,9706.44
2024-03-26 19:54:00+00:00,9647.67
2024-03-27 00:39:00+00:00,9548.7
2024-03-27 13:07:00+00:00,9443.67
2024-03-27 13:45:00+00:00,9339.89
2024-03-27 14:23:00+00:00,9237.15
2024-03-28 06:43:00+00:00,9412.48
2024-03-29 05:23:00+00:00,9309.04
2024-03-30 16:17:00+00:00,9347.62
2024-03-31 13:12:00+00:00,9247.64
2024-03-31 18:46:00+00:00,9145.92
2024-04-01 05:50:00+00:00,9319.7
2024-04-01 13:27:00+00:00,9217.19
2024-04-01 15:07:00+00:00,9392.32
2024-04-01 19:05:00+00:00,9289.01
2024-04-02 02:34:00+00:00,9465.5
2024-04-02 02:39:00+00:00,9361.48
2024-04-02 10:48:00+00:00,9539.35
2024-04-02 16:04:00+00:00,9720.61
2024-04-02 18:50:00+00:00,9613.68
2024-04-03 03:18:00+00:00,9507.94
2024-04-03 15:16:00+00:00,9459.6
2024-04-03 15:35:00+00:00,9371.33
2024-04-04 00:47:00+00:00,9268.25
2024-04-04 07:16:00+00:00,9166.3
2024-04-04 14:09:00+00:00,9065.48
2024-04-04 18:02:00+00:00,9237.55
2024-04-04 20:07:00+00:00,9136.03
2024-04-05 00:55:00+00:00,9035.54
2024-04-05 12:04:00+00:00,9207.22
2024-04-05 12:54:00+00:00,9105.94
2024-04-05 17:43:00+00:00,9005.87
2024-04-06 05:30:00+00:00,8906.81
2024-04-06 22:28:00+00:00,8808.84
2024-04-07 15:38:00+00:00,8795.65
2024-04-07 16:19:00+00:00,8698.66
2024-04-08 07:22:00+00:00,8602.98
2024-04-08 07:37:00+00:00,8508.35
2024-04-08 11:41:00+00:00,8539.67
2024-04-09 01:11:00+00:00,8703.5
2024-04-09 14:40:00+00:00,8868.87
2024-04-10 12:39:00+00:00,9037.38
2024-04-10 14:24:00+00:00,8937.97
2024-04-10 22:01:00+00:00,8839.66
2024-04-11 07:24:00+00:00,8742.43
2024-04-12 16:14:00+00:00,8908.54
2024-04-12 18:32:00+00:00,9077.81
2024-04-12 18:35:00+00:00,9250.29
2024-04-12 20:16:00+00:00,9148.54
2024-04-13 04:43:00+00:00,9047.91
2024-04-13 13:23:00+00:00,9048.56
2024-04-13 19:48:00+00:00,9222.98
2024-04-13 20:02:00+00:00,9398.22
2024-04-13 20:52:00+00:00,9422.91
2024-04-13 22:31:00+00:00,9633.81
2024-04-13 23:05:00+00:00,9816.67
2024-04-14 00:21:00+00:00,9708.79
2024-04-14 03:41:00+00:00,9893.06
2024-04-14 14:36:00+00:00,9784.34
2024-04-14 17:24:00+00:00,9676.82
2024-04-14 21:20:00+00:00,9570.48
2024-04-15 01:48:00+00:00,9465.3
2024-04-15 12:14:00+00:00,9404.24
2024-04-15 14:46:00+00:00,9601.11
2024-04-15 17:47:00+00:00,9495.6
2024-04-15 21:25:00+00:00,9391.25
2024-04-16 02:11:00+00:00,9288.04
2024-04-16 07:33:00+00:00,9464.33
2024-04-16 10:27:00+00:00,9360.32
2024-04-16 13:42:00+00:00,9257.46
2024-04-16 21:11:00+00:00,9433.17
2024-04-17 10:09:00+00:00,9329.5
2024-04-17 14:19:00+00:00,9226.98
2024-04-17 15:14:00+00:00,9125.58
2024-04-17 16:12:00+00:00,9025.2
2024-04-17 17:57:00+00:00,9196.5
2024-04-18 11:12:00+00:00,9371.06
2024-04-18 14:09:00+00:00,9267.98
2024-04-18 17:04:00+00:00,9280.17
2024-04-18 21:29:00+00:00,9282.85
2024-04-19 00:57:00+00:00,9186.11
2024-04-19 02:15:00+00:00,9085.16
2024-04-19 03:00:00+00:00,9257.6
2024-04-19 05:37:00+00:00,9155.86
2024-04-19 06:54:00+00:00,9055.15
2024-04-19 11:39:00+00:00,8955.55
2024-04-19 14:24:00+00:00,8857.13
2024-04-19 16:20:00+00:00,8759.8
2024-04-19 23:03:00+00:00,8926.24
2024-04-20 01:03:00+00:00,8828.14
2024-04-20 15:47:00+00:00,8995.71
2024-04-21 11:37:00+00:00,9076.71
2024-04-21 20:02:00+00:00,9198.9
2024-04-22 03:45:00+00:00,9365.14
2024-04-22 16:18:00+00:00,9372.93
2024-04-22 17:30:00+00:00,9294.18
2024-04-23 09:10:00+00:00,9407.87
2024-04-23 15:16:00+00:00,9477.04
2024-04-24 02:57:00+00:00,9460.08
2024-04-24 13:32:00+00:00,9363.05
2024-04-24 18:50:00+00:00,9260.15
2024-04-24 20:21:00+00:00,9158.39
2024-04-25 09:25:00+00:00,9191.26
2024-04-25 10:24:00+00:00,9089.53
2024-04-25 16:47:00+00:00,9262.06
2024-04-26 16:08:00+00:00,9438.04
2024-04-27 00:31:00+00:00,9334.32
2024-04-28 03:13:00+00:00,9511.49
2024-04-28 22:32:00+00:00,9406.97
2024-04-29 05:33:00+00:00,9303.59
2024-04-29 13:43:00+00:00,9201.35
2024-04-29 23:00:00+00:00,9375.99
2024-04-30 02:02:00+00:00,9272.95
2024-04-30 08:12:00+00:00,9171.05
2024-04-30 11:29:00+00:00,9070.26
2024-04-30 14:00:00+00:00,8970.59
2024-04-30 18:50:00+00:00,8872.0
2024-04-30 19:56:00+00:00,8774.5
2024-05-01 02:10:00+00:00,8678.08
2024-05-01 07:07:00+00:00,8842.96
2024-05-01 07:35:00+00:00,8745.79
2024-05-01 11:00:00+00:00,8911.78
2024-05-01 14:12:00+00:00,8813.85
2024-05-01 15:14:00+00:00,8716.99
2024-05-01 18:40:00+00:00,8882.44
2024-05-01 19:20:00+00:00,8784.83
2024-05-01 23:41:00+00:00,8951.57
2024-05-02 10:36:00+00:00,9011.86
2024-05-02 11:03:00+00:00,8911.69
2024-05-03 02:12:00+00:00,9080.84
2024-05-03 12:41:00+00:00,9253.2
2024-05-03 13:32:00+00:00,9428.83
2024-05-03 20:24:00+00:00,9607.79
2024-05-03 23:18:00+00:00,9502.11
2024-05-04 10:58:00+00:00,9682.46
2024-05-04 11:53:00+00:00,9576.06
2024-05-05 01:35:00+00:00,9470.82
2024-05-05 15:56:00+00:00,9650.58
2024-05-06 08:21:00+00:00,9833.76
2024-05-06 14:57:00+00:00,9725.69
2024-05-07 03:23:00+00:00,9780.2
2024-05-07 08:22:00+00:00,9665.57
2024-05-07 13:50:00+00:00,9559.35
2024-05-07 18:03:00+00:00,9454.29
2024-05-08 07:44:00+00:00,9420.79
2024-05-08 14:21:00+00:00,9406.02
2024-05-08 20:19:00+00:00,9304.36
2024-05-09 10:58:00+00:00,9202.11
2024-05-09 16:06:00+00:00,9376.77
2024-05-10 14:31:00+00:00,9437.97
2024-05-10 14:48:00+00:00,9355.43
2024-05-10 16:05:00+00:00,9252.62
2024-05-12 15:41:00+00:00,9428.24
2024-05-13 03:18:00+00:00,9324.62
2024-05-13 08:44:00+00:00,9222.06
2024-05-14 06:12:00+00:00,9120.71
2024-05-14 12:30:00+00:00,9020.48
2024-05-14 17:08:00+00:00,9082.24
2024-05-15 09:46:00+00:00,9261.78
2024-05-15 12:30:00+00:00,9437.57
2024-05-15 13:32:00+00:00,9333.76
2024-05-15 18:57:00+00:00,9510.92
2024-05-16 15:01:00+00:00,9406.4
2024-05-17 11:01:00+00:00,9584.94
