datetime,equity
2024-04-17 02:54:00+00:00,10082.46
2024-04-17 05:15:00+00:00,9983.4
2024-04-17 10:11:00+00:00,9873.69
2024-04-17 14:23:00+00:00,9765.18
2024-04-17 16:42:00+00:00,9657.86
2024-04-18 03:06:00+00:00,9841.17
2024-04-18 11:12:00+00:00,10027.97
2024-04-18 12:23:00+00:00,9917.76
2024-04-18 17:41:00+00:00,9808.77
2024-04-19 01:07:00+00:00,9700.98
2024-04-19 03:14:00+00:00,9885.11
2024-04-19 06:40:00+00:00,10072.73
2024-04-19 10:05:00+00:00,9961.94
2024-04-19 16:27:00+00:00,10135.13
2024-04-19 17:54:00+00:00,10315.01
2024-04-19 23:02:00+00:00,10201.65
2024-04-20 01:03:00+00:00,10089.54
2024-04-20 09:47:00+00:00,9978.66
2024-04-20 17:17:00+00:00,10168.06
2024-04-21 03:51:00+00:00,10209.33
2024-04-21 13:03:00+00:00,10208.54
2024-04-21 16:36:00+00:00,10115.59
2024-04-22 03:47:00+00:00,10307.59
2024-04-24 14:26:00+00:00,10194.31
2024-04-24 18:50:00+00:00,10082.28
2024-04-25 12:54:00+00:00,9971.48
2024-04-25 21:15:00+00:00,10160.75
2024-04-26 00:14:00+00:00,10049.09
2024-04-26 15:06:00+00:00,9938.65
2024-04-27 00:42:00+00:00,9829.43
2024-04-28 03:12:00+00:00,10016.0
2024-04-28 22:32:00+00:00,9905.93
2024-04-29 06:48:00+00:00,9797.07
2024-04-29 13:43:00+00:00,9689.4
2024-04-29 23:08:00+00:00,9873.31
2024-04-30 02:03:00+00:00,9764.81
2024-04-30 08:30:00+00:00,9657.5
2024-04-30 12:11:00+00:00,9551.37
2024-04-30 16:12:00+00:00,9446.4
2024-04-30 19:55:00+00:00,9342.59
2024-05-01 01:09:00+00:00,9239.92
2024-05-01 06:31:00+00:00,9138.38
2024-05-01 08:21:00+00:00,9037.95
2024-05-01 13:33:00+00:00,8938.63
2024-05-01 18:04:00+00:00,9108.29
2024-05-01 19:22:00+00:00,9008.19
2024-05-02 01:36:00+00:00,8909.2
2024-05-02 11:19:00+00:00,9078.3
2024-05-02 21:37:00+00:00,9250.61
2024-05-03 12:44:00+00:00,9426.19
2024-05-05 20:28:00+00:00,9322.6
2024-05-06 08:25:00+00:00,9499.55
2024-05-06 10:39:00+00:00,9395.16
2024-05-06 15:01:00+00:00,9291.91
2024-05-07 23:02:00+00:00,9189.79
2024-05-08 13:09:00+00:00,9088.8
2024-05-08 15:15:00+00:00,8988.92
2024-05-08 23:03:00+00:00,8890.14
2024-05-09 09:23:00+00:00,8792.44
2024-05-09 13:45:00+00:00,8695.81
2024-05-09 22:52:00+00:00,8860.87
2024-05-10 14:31:00+00:00,8763.49
2024-05-10 16:06:00+00:00,8667.18
2024-05-13 07:53:00+00:00,8831.69
2024-05-13 10:33:00+00:00,8734.63
2024-05-14 03:04:00+00:00,8638.64
2024-05-14 12:30:00+00:00,8543.71
2024-05-15 09:48:00+00:00,8705.87
2024-05-15 15:20:00+00:00,8610.11
2024-05-15 19:40:00+00:00,8515.41
2024-05-16 12:30:00+00:00,8421.74
2024-05-17 03:42:00+00:00,8329.11
2024-05-17 15:22:00+00:00,8237.49
2024-05-18 04:36:00+00:00,8224.4
2024-05-18 16:07:00+00:00,8202.84
2024-05-19 10:32:00+00:00,8110.51
2024-05-19 19:11:00+00:00,8021.38
2024-05-20 05:01:00+00:00,7933.15
2024-05-20 16:04:00+00:00,7845.89
2024-05-20 19:22:00+00:00,7759.58
2024-05-20 23:21:00+00:00,7906.87
2024-05-21 14:59:00+00:00,7819.97
2024-05-21 19:27:00+00:00,7734.04
2024-05-22 04:38:00+00:00,7649.04
2024-05-22 15:43:00+00:00,7617.04
2024-05-22 17:43:00+00:00,7521.26
2024-05-23 09:22:00+00:00,7570.36
2024-05-23 13:46:00+00:00,7712.91
2024-05-23 20:00:00+00:00,7859.46
2024-05-23 20:35:00+00:00,7773.01
2024-05-24 17:01:00+00:00,7687.51
