datetime,equity
2024-02-05 12:54:00+00:00,10000.07
2024-02-05 14:51:00+00:00,9988.14
2024-02-05 15:17:00+00:00,9899.46
2024-02-06 10:45:00+00:00,9886.92
2024-02-06 15:20:00+00:00,9945.16
2024-02-07 09:35:00+00:00,9974.58
2024-02-07 10:55:00+00:00,9909.34
2024-02-07 14:51:00+00:00,9800.89
2024-02-07 17:00:00+00:00,9746.84
2024-02-07 17:36:00+00:00,9781.82
2024-02-07 20:16:00+00:00,9704.73
2024-02-07 21:26:00+00:00,9757.97
2024-02-08 00:25:00+00:00,9652.1
2024-02-08 19:09:00+00:00,9763.26
2024-02-08 20:16:00+00:00,9729.19
2024-02-09 02:55:00+00:00,9903.87
2024-02-09 11:44:00+00:00,10091.85
2024-02-09 14:26:00+00:00,9995.3
2024-02-09 14:33:00+00:00,9917.49
2024-02-09 15:26:00+00:00,9920.87
2024-02-09 18:24:00+00:00,10098.57
2024-02-09 19:08:00+00:00,9987.59
2024-02-10 20:41:00+00:00,9877.74
2024-02-11 03:50:00+00:00,9769.09
2024-02-11 10:50:00+00:00,9782.61
2024-02-11 13:22:00+00:00,9827.86
2024-02-11 18:35:00+00:00,9842.27
2024-02-11 20:54:00+00:00,9824.08
2024-02-12 00:12:00+00:00,9753.48
2024-02-12 02:37:00+00:00,9747.94
2024-02-12 14:47:00+00:00,9629.89
2024-02-12 15:10:00+00:00,9523.97
2024-02-12 15:33:00+00:00,9419.21
2024-02-12 15:58:00+00:00,9315.6
2024-02-12 17:19:00+00:00,9213.13
2024-02-12 21:48:00+00:00,9214.42
2024-02-13 01:03:00+00:00,9250.97
2024-02-13 14:12:00+00:00,9438.34
2024-02-13 21:19:00+00:00,9334.52
2024-02-14 08:01:00+00:00,9231.85
2024-02-14 08:55:00+00:00,9130.3
2024-02-14 09:08:00+00:00,9029.87
2024-02-14 09:11:00+00:00,8922.88
2024-02-14 09:50:00+00:00,8824.73
2024-02-14 11:56:00+00:00,8774.98
2024-02-14 12:28:00+00:00,8773.63
2024-02-14 16:20:00+00:00,8828.11
2024-02-14 16:31:00+00:00,8839.18
2024-02-15 00:21:00+00:00,8760.43
2024-02-15 14:31:00+00:00,8664.06
2024-02-15 16:22:00+00:00,8736.36
2024-02-15 17:49:00+00:00,8713.85
2024-02-16 06:47:00+00:00,8701.79
2024-02-16 09:10:00+00:00,8654.97
2024-02-16 10:50:00+00:00,8555.99
2024-02-16 15:12:00+00:00,8650.26
2024-02-16 16:07:00+00:00,8681.0
2024-02-16 23:21:00+00:00,8673.09
2024-02-17 10:18:00+00:00,8580.49
2024-02-17 14:32:00+00:00,8486.19
2024-02-17 21:22:00+00:00,8647.27
