,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,dollar_volume,direction,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
581,binance,btc,2024-07-06 16:24:00+00,2024-07-05 18:37:00+00,2024-07-06 16:24:00+00,56706.1,57639.9,56000.0,57523.8,149084.545,0.01442,8575909549.67,bullish,1307,1308,0.01442,0.028919,0.929203,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.243875932574878,-1.1120676813900383,0.37,1.0583750391703752,0.1762744643960411,0.176038629298233,0.0866,0.0101816593023655,0.010776014168798,0.04,0.0580319124650422,2.592340496567765e-05,0.636530837503787,0.3634691624962129,8.996844304885796e-06,0.1301084743629978,0.3543436937742045,0.0013334815510133,2026-04-24 09:29:09.321122+00
582,binance,btc,2024-07-06 23:20:00+00,2024-07-06 16:25:00+00,2024-07-06 23:20:00+00,57523.7,58472.0,57523.7,58427.5,52332.612,0.015712,3057663687.63,bullish,415,416,0.015712,0.016485,0.953074,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.1599999999946666,-0.8899388762231277,0.38,0.9427136241187728,0.2237489588248201,0.2221288051669105,0.0884,0.0108442524916082,0.0102230246614943,0.05,0.152228721218538,7.870742261824035e-05,0.3657935059792899,0.63420649402071,1.140719098656517e-05,0.1358728970090942,0.3429895373265011,0.0016901351701034,2026-04-24 09:29:09.321122+00
583,binance,btc,2024-07-07 04:51:00+00,2024-07-06 23:21:00+00,2024-07-07 04:51:00+00,58427.4,58469.4,57555.5,57569.3,56424.459,0.014687,3248316607.51,bearish,330,331,-0.014687,0.015642,0.0151,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.1813333333272889,-0.7679718540842438,0.364,1.0467039937714109,0.1219940468966259,0.1219670221388838,0.08552,0.0102877612186313,0.0107682408591784,0.06,0.0370058490966842,0.0001448221524672,0.2386417147995705,0.7613582852004295,6.8583983241032005e-06,0.1267505801221407,0.361236824851158,0.0010168485093516,2026-04-24 09:29:09.321122+00
584,binance,btc,2024-07-07 14:10:00+00,2024-07-07 04:52:00+00,2024-07-07 14:10:00+00,57569.3,57899.9,56722.0,56733.8,74595.676,0.014513,4232096163.05,bearish,558,559,-0.014513,0.020461,0.010018,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.1279999999957333,-0.7232093773890022,0.404,1.1488955353556842,0.0465250920894659,0.0447624766952416,0.09272,0.0097598272424473,0.0112130220595801,0.07,-0.0666947358129842,0.0001811422279335,0.2003748628132026,0.7996251371867974,4.702674153415286e-06,0.1505875797458439,0.3164791062636843,0.00069745522623,2026-04-24 09:29:09.321122+00
585,binance,btc,2024-07-07 23:46:00+00,2024-07-07 14:11:00+00,2024-07-07 23:46:00+00,56733.7,57372.2,55870.0,55874.1,79771.055,0.015151,4457135904.18,bearish,575,576,-0.015151,0.026478,0.002729,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0746666666641777,-0.7425396010682801,0.444,1.2617137926473014,0.020845671180167,-0.0193302236792779,0.09992,0.0092589850967682,0.0116821893286796,0.01,-0.1600252622316857,0.0001644568264014,0.2163098263028758,0.7836901736971242,4.136023329699474e-06,0.1779936857862464,0.2748805022101769,0.0006134662554901,2026-04-24 09:29:09.321122+00
586,binance,btc,2024-07-08 00:58:00+00,2024-07-07 23:47:00+00,2024-07-08 00:58:00+00,55874.0,55999.0,55032.0,55058.0,31730.221,0.014604,1747002507.82,bearish,71,72,-0.014604,0.017307,0.026887,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0479999999983999,-0.810350905030133,0.464,1.3683990181071823,0.0748310103279824,-0.0678113039618528,0.10352,0.0087838445182026,0.0120198043507545,0.02,-0.2440227360085172,0.0001171715211983,0.2792378080092093,0.7207621919907907,5.417639434818158e-06,0.1930986842332164,0.255403084172524,0.0008034073571027,2026-04-24 09:29:09.321122+00
587,binance,btc,2024-07-08 06:49:00+00,2024-07-08 00:59:00+00,2024-07-08 06:49:00+00,55058.0,55878.0,54243.1,55877.9,102699.525,0.014892,5738633788.0,bullish,350,351,0.014892,0.029694,0.999939,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1146666666628444,-0.7869576376210647,0.414,1.193454938896715,0.0244328796721161,0.0233932674090682,0.09452,0.0095546024758938,0.0114029876333957,0.03,-0.1196204624076655,0.0001317084348649,0.2563147311081482,0.7436852688918519,4.210876182671277e-06,0.1570954688854527,0.3057636598919695,0.0006245617472999,2026-04-24 09:29:09.321122+00
588,binance,btc,2024-07-08 08:25:00+00,2024-07-08 06:50:00+00,2024-07-08 08:25:00+00,55877.9,56796.8,55500.1,56719.8,28234.92,0.015067,1601479015.42,bullish,95,96,0.015067,0.023206,0.940618,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1786666666607111,-0.68843793421238,0.366,1.0581085558369847,0.0976623115905417,0.0985197034086847,0.08588,0.0102237372055943,0.0108178239156791,0.04,-0.0076584161668989,0.0002155311254047,0.1739610751261708,0.8260389248738292,6.072777284131898e-06,0.1278615663190813,0.3589325936651829,0.0009004739504249,2026-04-24 09:29:09.321122+00
589,binance,btc,2024-07-08 08:49:00+00,2024-07-08 08:26:00+00,2024-07-08 08:49:00+00,56719.8,57763.1,56550.0,57708.3,30767.287,0.017428,1775527828.38,bullish,23,24,0.017428,0.021388,0.954826,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1439999999951999,-0.5187290765818865,0.392,0.921899008253262,0.1729458391134251,0.1697088576304934,0.09056,0.011132118253724,0.0102626888700561,0.05,0.0931074254497909,0.0005033882092022,0.0826894069267492,0.9173105930732508,8.848349152181692e-06,0.1430727234800808,0.3295988401911314,0.0013115007772965,2026-04-24 09:29:09.321122+00
590,binance,btc,2024-07-08 10:57:00+00,2024-07-08 08:50:00+00,2024-07-08 10:57:00+00,57708.4,58200.0,56693.3,56744.4,56229.178,0.016705,3190690968.1,bearish,127,128,-0.016705,0.026109,0.033915,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1493333333283555,-0.4488332335939334,0.388,1.0508493706002753,0.0709533203941463,0.069895842987953,0.08984,0.0105608546592312,0.0110978675767391,0.06,-0.0162033170951881,0.0007138196329214,0.0597580215671575,0.9402419784328424,5.313612086692063e-06,0.1406381257341341,0.3340330732481797,0.0007879927242116,2026-04-24 09:29:09.321122+00
591,binance,btc,2024-07-08 14:28:00+00,2024-07-08 10:58:00+00,2024-07-08 14:28:00+00,56745.1,57629.3,55775.0,55861.0,68645.355,0.01558,3834598175.65,bearish,210,211,-0.01558,0.032678,0.046379,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0906666666636444,-0.4536821582668102,0.432,1.1617005785625312,0.0051456562465459,-0.0048489246728767,0.09776,0.0100189064283516,0.01163896951055,0.07,-0.1145829853856693,0.0006967333646457,0.0611348827164527,0.9388651172835472,3.823762996733134e-06,0.1693838969340187,0.2869998372477183,0.0005671770436286,2026-04-24 09:29:09.321122+00
592,binance,btc,2024-07-08 22:08:00+00,2024-07-08 14:29:00+00,2024-07-08 22:08:00+00,55859.0,56800.0,54890.0,56718.2,141157.943,0.015382,8006224442.66,bullish,459,460,0.015382,0.034193,0.957173,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1573333333280888,-0.3775367046961814,0.382,1.0362792164292098,0.0766327250837877,0.0761454535706288,0.08876,0.010655135896286,0.011041695981178,0.08,-0.0031246868471023,0.0010192346485417,0.0426020616258796,0.9573979383741203,5.4666648656264025e-06,0.1370512925754596,0.3407396115486145,0.0008106717159013,2026-04-24 09:29:09.321122+00
593,binance,btc,2024-07-09 06:27:00+00,2024-07-08 22:09:00+00,2024-07-09 06:27:00+00,56718.3,57653.2,56256.2,57606.5,75341.712,0.01566,4340172332.33,bullish,498,499,0.01566,0.02463,0.966571,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1386666666620444,-0.2331448839914346,0.396,0.9319787687236756,0.1477398941326587,0.1443918207047467,0.09128,0.0112396041818018,0.010475072559495,0.09,0.0971877818376078,0.0020957948085138,0.021159585967397,0.9788404140326028,7.800612279486582e-06,0.1455423289369652,0.3251947274176864,0.0011563837707187,2026-04-24 09:29:09.321122+00
594,binance,btc,2024-07-10 04:07:00+00,2024-07-09 06:28:00+00,2024-07-10 04:07:00+00,57606.4,59350.0,56862.9,58861.5,233045.726,0.021788,13717421000.95,bullish,1299,1300,0.021788,0.043174,0.803587,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0053333333331555,-0.0038760772159793,0.504,0.7852773406084912,0.2621294492329795,0.2292688067754552,0.11072,0.0126547982357827,0.0099375263830602,0.1,0.187469003653847,0.0065652331017534,0.0068229323994606,0.9931770676005394,1.3820375429803966e-05,0.2261814257305462,0.2192572520878717,0.0020469553048298,2026-04-24 09:29:09.321122+00
595,binance,btc,2024-07-10 12:35:00+00,2024-07-10 04:08:00+00,2024-07-10 12:35:00+00,58861.6,59449.6,57824.0,57850.7,108893.833,0.017174,6299584464.73,bearish,507,508,-0.017174,0.027617,0.016425,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0533333333315555,0.1056603972600589,0.46,0.9082040528815184,0.1183086370819575,0.1095364744760383,0.1028,0.0120053957264861,0.0109033491460616,0.11,0.0687221032884623,0.0112987734521435,0.0039570089887922,0.9887012265478564,6.733176411030546e-06,0.1900015660153129,0.259225100817846,0.0009983011093992,2026-04-24 09:29:09.321122+00
596,binance,btc,2024-07-11 11:51:00+00,2024-07-10 12:36:00+00,2024-07-11 11:51:00+00,57850.8,58823.1,57030.0,58785.6,210555.364,0.016159,12377623405.96,bullish,1395,1396,0.016159,0.030995,0.979086,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0079999999997333,0.2789269152700214,0.494,0.8297204935841613,0.1931581834449658,0.1732665180099624,0.10892,0.0124666381325926,0.0103438252276819,0.12,0.1618498929596161,0.026458437206204,0.0016677102872767,0.973541562793796,9.789316968496904e-06,0.2175502235768875,0.2279364505732162,0.0014507698882425,2026-04-24 09:29:09.321122+00
597,binance,btc,2024-07-11 14:18:00+00,2024-07-11 11:52:00+00,2024-07-11 14:18:00+00,58785.6,59780.0,57777.0,57782.7,93710.693,0.01706,5414856860.41,bearish,146,147,-0.01706,0.034073,0.002846,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0719999999975999,0.340458526008137,0.446,0.9487482630345528,0.0648887074690742,0.0615316107381155,0.10028,0.0118268913792303,0.0112207427480179,0.13,0.0456649036636545,0.0356499237622802,0.0012265867467955,0.9643500762377198,5.1549062980100765e-06,0.1794615194073268,0.2728917836588705,0.0007644750032289,2026-04-24 09:29:09.321122+00
598,binance,btc,2024-07-12 01:15:00+00,2024-07-11 14:19:00+00,2024-07-12 01:15:00+00,57782.8,58089.9,56777.0,56806.6,107452.843,0.016894,6104030671.16,bearish,656,657,-0.016894,0.022721,0.022546,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0666666666644444,0.3122131650789242,0.45,1.063339357889731,0.0299521297916967,-0.0282453609292127,0.101,0.0112199743193334,0.0119306403945932,0.14,-0.0589015867027109,0.0311005849912689,0.001412379789234,0.9688994150087312,4.3286983214425145e-06,0.1824255238063563,0.2689414213699951,0.0006420261112709,2026-04-24 09:29:09.321122+00
599,binance,btc,2024-07-12 13:18:00+00,2024-07-12 01:16:00+00,2024-07-12 13:18:00+00,56808.0,57748.3,56500.1,57745.6,113134.313,0.016505,6533008784.77,bullish,722,723,0.016505,0.021972,0.997837,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0746666666641777,0.374021918713439,0.444,0.9559736218125906,0.0648740262980324,0.0618087536345147,0.09992,0.0118396563707893,0.0113183992773973,0.15,0.0469885719675601,0.0418910055007207,0.001037286180585,0.9581089944992792,5.154527913543209e-06,0.1779936857862464,0.2748805022101769,0.0007644189312424,2026-04-24 09:29:09.321122+00
600,binance,btc,2024-07-13 09:55:00+00,2024-07-12 13:19:00+00,2024-07-13 09:55:00+00,57745.6,58900.0,57107.7,58687.2,154611.9,0.016306,9073739497.68,bullish,1236,1237,0.016306,0.031038,0.88127,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0293333333323555,0.5091709669350586,0.478,0.8700138977810175,0.1471756644614706,0.1351490482216196,0.10604,0.0123418445331951,0.0107375763551338,0.16,0.1422897147708041,0.0791359492149923,0.000528016518007,0.9208640507850078,7.778636778809817e-06,0.2042403022840917,0.2423203609962951,0.0011531297945681,2026-04-24 09:29:09.321122+00
601,binance,btc,2024-07-13 23:13:00+00,2024-07-13 09:56:00+00,2024-07-13 23:13:00+00,58687.2,59800.0,58254.5,59736.1,100758.534,0.017873,6018921862.88,bullish,797,798,0.017873,0.026335,0.958654,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0559999999981333,0.7112968239645411,0.542,0.7848113946076932,0.2298180266247915,0.2021258570294825,0.11756,0.012979627132285,0.0101865593496576,0.17,0.2280607432937237,0.1910014847519169,0.000192257219902,0.8089985152480832,1.1758647559010122e-05,0.261149993915751,0.1884673252138194,0.0017421182790979,2026-04-24 09:29:09.321122+00
602,binance,btc,2024-07-14 21:23:00+00,2024-07-13 23:14:00+00,2024-07-14 21:23:00+00,59736.1,60949.1,59100.0,60901.4,185720.007,0.019507,11310608434.31,bullish,1329,1330,0.019507,0.030954,0.974204,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1786666666607111,0.9733132598547074,0.634,0.7030352022035462,0.3123130820174857,0.2620164358901663,0.13412,0.0137458531507773,0.0096638187196204,0.18,0.3052546689643514,0.4666909811737866,5.187787400234426e-05,0.5333090188262134,1.7761944264945306e-05,0.3589325936651829,0.1278615663190813,0.0026292220515505,2026-04-24 09:29:09.321122+00
603,binance,btc,2024-07-15 02:28:00+00,2024-07-14 21:24:00+00,2024-07-15 02:28:00+00,60901.4,62184.7,60594.0,62075.6,76218.17,0.01928,4731288633.65,bullish,304,305,0.01928,0.026119,0.931414,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.4611443137544487,1.2760649677587914,0.706,0.6379494967708311,0.3726898881438095,0.302751707904084,0.14708,0.0143708920491401,0.0091679034146918,0.19,0.3747292020679162,0.799043165716178,1.1417808678790513e-05,0.200956834283822,2.402118086572756e-05,0.4452207648927851,0.092792953117157,0.0035524798708829,2026-04-24 09:29:09.321122+00
604,binance,btc,2024-07-15 08:46:00+00,2024-07-15 02:29:00+00,2024-07-15 08:46:00+00,62075.6,63239.2,61998.0,63125.8,93288.154,0.016918,5888889351.77,bullish,377,378,0.016918,0.019995,0.908637,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.6533333333115555,1.587873957082435,0.74,0.5945228789357336,0.3858568613303841,0.3118089893236435,0.1532,0.0146292718015757,0.0086974368476584,0.2,0.4372562818611246,0.949758663291328,2.401607658821477e-06,0.0502413367086722,2.565578823902048e-05,0.4875026035157896,0.0794385491839783,0.003793310279333,2026-04-24 09:29:09.321122+00
605,binance,btc,2024-07-15 22:27:00+00,2024-07-15 08:47:00+00,2024-07-15 22:27:00+00,63125.9,64500.0,62266.0,64187.8,190727.611,0.016822,12242385749.35,bullish,820,821,0.016822,0.03539,0.860251,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.6666666666444444,1.8907847389798225,0.778,0.5557240232913967,0.3756302996933824,0.3029107818973875,0.16004,0.0148475010469787,0.0082511130732226,0.01,0.4935306536750121,0.988500933114552,5.281295502422369e-07,0.011499066885448,2.43769418461099e-05,0.5349429451582145,0.0666080355750906,0.0036049047881485,2026-04-24 09:29:09.321122+00
606,binance,btc,2024-07-16 06:54:00+00,2024-07-15 22:28:00+00,2024-07-16 06:54:00+00,64187.8,64988.8,62925.8,62963.2,120178.942,0.019078,7566850760.93,bearish,506,507,-0.019078,0.03214,0.018129,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5626666666479112,1.9889799674329087,0.672,0.704165139960748,0.1145099259086508,0.0981952284530862,0.14096,0.0140855762610562,0.009918571849711,0.02,0.3441775883075109,0.9929307030125534,3.232304953276892e-07,0.0070692969874465,6.606497146761778e-06,0.4037173007032121,0.1081286667620035,0.000979537155987,2026-04-24 09:29:09.321122+00
607,binance,btc,2024-07-16 12:28:00+00,2024-07-16 06:55:00+00,2024-07-16 12:28:00+00,62963.3,64125.3,62350.0,64067.8,101765.187,0.017542,6519871647.68,bullish,333,334,0.017542,0.028196,0.967611,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.6239999999792,2.115308280800227,0.718,0.651171432923078,0.1496619124159112,0.1263283133673181,0.14924,0.0144502398500169,0.0094095834543348,0.03,0.4097598294767598,0.9962286411032514,1.7186757389832887e-07,0.0037713588967486,7.875937648304128e-06,0.4600851154444342,0.0878639148293012,0.0011675372568519,2026-04-24 09:29:09.321122+00
608,binance,btc,2024-07-16 23:29:00+00,2024-07-16 12:29:00+00,2024-07-16 23:29:00+00,64067.2,65362.1,63031.5,65205.0,173223.764,0.017759,11295055531.62,bullish,660,661,0.017759,0.036377,0.932592,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.6666666666444444,2.253388881616135,0.764,0.6033709168162382,0.1657203268451774,0.1380806008159081,0.15752,0.0147947379557267,0.0089267146647399,0.04,0.4687838465290839,0.9981055763485476,8.61699356693039e-08,0.0018944236514521,8.534388075404208e-06,0.5174928576663897,0.0710943040842871,0.0012650239924929,2026-04-24 09:29:09.321122+00
609,binance,btc,2024-07-17 16:40:00+00,2024-07-16 23:30:00+00,2024-07-17 16:40:00+00,65205.0,66100.0,64008.0,64016.3,230805.21,0.01823,14775295564.92,bearish,1030,1031,-0.01823,0.032083,0.003967,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5466666666484444,2.227810439984671,0.66,0.7320439472232081,0.0289227480278132,-0.0255784416314637,0.1388,0.0140355207976319,0.0102746181192362,0.05,0.3219054618761755,0.9978476754697504,9.792614176760173e-08,0.0021523245302497,4.306476238395136e-06,0.389360766050778,0.1140523812797908,0.0006387322559331,2026-04-24 09:29:09.321122+00
610,binance,btc,2024-07-18 16:41:00+00,2024-07-17 16:41:00+00,2024-07-18 16:41:00+00,64016.3,65173.8,63272.0,63711.6,222385.925,0.00476,14168563099.23,bearish,1440,1441,-0.00476,0.029708,0.231149,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.418666666652711,2.1550445179547384,0.564,0.7407614090561515,0.0777747303877437,-0.0727659220299328,0.12152,0.013315264160154,0.0098634339153067,0.06,0.189714915688558,0.9969060951816684,1.4089896965407412e-07,0.0030939048183315,5.4979687834125055e-06,0.2829247145070274,0.1722163917338778,0.0008153101289906,2026-04-24 09:29:09.321122+00
611,binance,btc,2024-07-19 13:40:00+00,2024-07-18 16:42:00+00,2024-07-19 13:40:00+00,63711.7,64842.5,63206.4,64792.3,166052.493,0.016961,10758922942.2,bullish,1258,1259,0.016961,0.02568,0.969317,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4853333333171555,2.1414988981365903,0.614,0.6827067939465338,0.0148287357098144,-0.013545619818148,0.13052,0.0137061400759087,0.0093572750168764,0.07,0.2707434241197022,0.9966900095383736,1.507723669116161e-07,0.0033099904616262,4.013445996592871e-06,0.3362613025956473,0.1394338729616501,0.000595296001439,2026-04-24 09:29:09.321122+00
612,binance,btc,2024-07-19 16:00:00+00,2024-07-19 13:41:00+00,2024-07-19 16:00:00+00,64792.3,65870.0,64574.4,65852.5,70523.133,0.016363,4644124615.88,bullish,139,140,0.016363,0.019996,0.986493,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5253333333158222,2.163834272412135,0.644,0.635025039936757,0.0247936268970964,0.0223353742755447,0.13592,0.0139791187779896,0.008877090523776,0.08,0.343669081707732,0.9970387299311664,1.3484073483673644e-07,0.0029612700688334,4.218478314177311e-06,0.3705168880326052,0.1223888868230488,0.0006256886029893,2026-04-24 09:29:09.321122+00
613,binance,btc,2024-07-19 19:13:00+00,2024-07-19 16:01:00+00,2024-07-19 19:13:00+00,65852.4,66982.0,65849.2,66930.5,72503.281,0.016371,4852680848.97,bullish,192,193,0.016371,0.017202,0.954537,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5733333333142223,2.2072726774606943,0.68,0.5921871703900268,0.0487388927407731,0.0434384050485592,0.1424,0.0142210906906738,0.0084215475151888,0.09,0.4093021735369588,0.9976154641141892,1.085165115000614e-07,0.0023845358858109,4.755016978435405e-06,0.41338242108267,0.1043312231190012,0.0007052127710012,2026-04-24 09:29:09.321122+00
614,binance,btc,2024-07-20 19:14:00+00,2024-07-19 19:14:00+00,2024-07-20 19:14:00+00,66930.5,67648.7,66159.1,67447.2,149367.918,0.00772,10074447838.93,bullish,1440,1441,0.00772,0.022256,0.864729,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.479999999984,2.2283801976996367,0.61,0.5827947282738818,0.0227371137017658,0.0211075202389423,0.1298,0.013708740016887,0.0079893814713984,0.1,0.468371956183263,0.9978537851210428,9.764756790841117e-08,0.0021462148789571,4.175323962665432e-06,0.3318122278318339,0.1418510649004878,0.0006192918468712,2026-04-24 09:29:09.321122+00
615,binance,btc,2024-07-21 18:05:00+00,2024-07-20 19:15:00+00,2024-07-21 18:05:00+00,67447.2,67719.8,66341.3,66384.0,134980.995,0.015763,8960578372.08,bearish,1370,1371,-0.015763,0.020438,0.030976,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3546666666548445,2.147776819021277,0.516,0.6992238300807946,0.0822804707917921,-0.0806033786783597,0.11288,0.0130052526913374,0.0090935826679279,0.11,0.3215347605649367,0.9967919669444494,1.461131900607124e-07,0.0032080330555505,5.623235942439211e-06,0.2368549842731445,0.2091593652130633,0.0008338709824393,2026-04-24 09:29:09.321122+00
616,binance,btc,2024-07-21 19:30:00+00,2024-07-21 18:06:00+00,2024-07-21 19:30:00+00,66383.9,67600.0,65750.0,67530.3,47232.237,0.017269,3189607134.28,bullish,84,85,0.017269,0.027868,0.962324,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4373333333187555,2.117166477393557,0.578,0.6402917437807921,0.0322792375985217,-0.0306103416277201,0.12404,0.0134734361582353,0.0086269299965048,0.12,0.389381284508443,0.9962633881380129,1.702781505547778e-07,0.0037366118619872,4.379358999744567e-06,0.2973393456552684,0.1624650625806961,0.0006495351802282,2026-04-24 09:29:09.321122+00
617,binance,btc,2024-07-22 19:31:00+00,2024-07-21 19:31:00+00,2024-07-22 19:31:00+00,67530.4,68459.7,66538.6,67627.3,208208.381,0.001435,14080570644.4,bullish,1440,1441,0.001435,0.028448,0.566707,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3546666666548445,2.066799581029912,0.484,0.6398884132538254,0.0504164986173353,-0.0503668963636454,0.10712,0.0127900805322127,0.0081842244011351,0.13,0.4504431560575987,0.9951984238285696,2.1904292446938606e-07,0.0048015761714305,4.795069756413839e-06,0.2091593652130633,0.2368549842731445,0.0007111487706203,2026-04-24 09:29:09.321122+00
618,binance,btc,2024-07-23 05:21:00+00,2024-07-22 19:32:00+00,2024-07-23 05:21:00+00,67627.3,68228.6,66573.4,66589.9,69808.747,0.01534,4648557481.86,bearish,589,590,-0.01534,0.024475,0.009969,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4293333333190222,1.950145708958261,0.428,0.7561575960670471,0.1110563318728436,-0.1166538720716503,0.09704,0.0121337357816312,0.0091750165555667,0.14,0.3053988404518388,0.9914287078495896,3.925001422547525e-07,0.0085712921504103,6.493396412247952e-06,0.1665886135754596,0.2911098274338801,0.0009627838864819,2026-04-24 09:29:09.321122+00
619,binance,btc,2024-07-23 19:43:00+00,2024-07-23 05:22:00+00,2024-07-23 19:43:00+00,66589.9,67338.0,65566.5,65613.0,203111.323,0.01467,13326743236.0,bearish,861,862,-0.01467,0.026603,0.026249,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5066666666497778,1.7946529762003436,0.37,0.8582623484259788,0.1411183355098081,-0.1554927327579174,0.0866,0.0115110724789915,0.0098795201845471,0.15,0.1748589564066549,0.9815354396211132,8.54058849542342e-07,0.0184645603788867,7.546581572717072e-06,0.1301084743629978,0.3543436937742045,0.0011187674215514,2026-04-24 09:29:09.321122+00
620,binance,btc,2024-07-24 13:22:00+00,2024-07-23 19:44:00+00,2024-07-24 13:22:00+00,65613.0,66701.0,65416.5,66670.7,111697.602,0.01612,7446957313.66,bullish,1058,1059,0.01612,0.019577,0.976411,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4346666666521778,1.707668687643678,0.424,0.7788091795490996,0.0827441336573343,-0.0869842885566656,0.09632,0.0120344443286842,0.0093725357918328,0.16,0.2573730607659895,0.9717592862241424,1.319385107426837e-06,0.0282407137758576,5.636287420284136e-06,0.1638303612233589,0.295254302001909,0.0008358047824404,2026-04-24 09:29:09.321122+00
621,binance,btc,2024-07-24 19:03:00+00,2024-07-24 13:23:00+00,2024-07-24 19:03:00+00,66670.8,67087.3,65652.0,65680.5,86103.762,0.014854,5655338140.04,bearish,340,341,-0.014854,0.021528,0.019856,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4614933855992866,1.5782957236867958,0.36,0.8822263722654947,0.1173234656992261,-0.1293729639568821,0.0848,0.0114168763359414,0.010072269480684,0.17,0.1316357546893905,0.947423583454095,2.5194217731753744e-06,0.052576416545905,6.70009152228685e-06,0.1245533581874163,0.3658644089891993,0.0009934005855619,2026-04-24 09:29:09.321122+00
622,binance,btc,2024-07-25 01:08:00+00,2024-07-24 19:04:00+00,2024-07-25 01:08:00+00,65680.5,66085.7,64511.0,64540.7,64471.266,0.017354,4161020637.53,bearish,364,365,-0.017354,0.023975,0.018861,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4329654341218592,1.4135826032238792,0.324,1.019589600645149,0.1453755806989614,-0.1647131204629166,0.07832,0.0108309998958158,0.0110431749603214,0.18,0.0184721792204514,0.8877451540236997,5.740761121281211e-06,0.1122548459763003,7.708940448295929e-06,0.1062149916751755,0.4085410215672199,0.0011428095173698,2026-04-24 09:29:09.321122+00
