,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,dollar_volume,direction,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
273,binance,btc,2024-03-15 09:06:00+00,2024-03-15 08:44:00+00,2024-03-15 09:06:00+00,67647.8,67662.2,66424.0,66424.0,25930.027,0.018091,1722376113.45,bearish,22,23,-0.018091,0.018304,0.0,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4615099098189303,-1.884952105620151,0.7582417582417582,1.3432506958349164,0.2333278184682227,-0.2314353683193819,0.1564835164835165,0.0110309832436362,0.0148173760520827,0.02,-0.2067239813637728,5.437582556472913e-07,0.9881646735106135,0.0118353264893863,1.1966818364146745e-05,0.5103007401475393,0.0730193111362494,0.0017729057941116,2026-04-24 09:29:09.321122+00
274,binance,btc,2024-03-15 09:38:00+00,2024-03-15 09:07:00+00,2024-03-15 09:38:00+00,66424.0,67655.0,65580.0,67599.4,53617.698,0.017695,3624524214.18,bullish,31,32,0.017695,0.031239,0.973205,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3614600870763174,-1.9433060821182329,0.6678832116788321,1.1868390344237814,0.0559339399551331,-0.0583539764980816,0.1402189781021898,0.0118440636473382,0.0140569971815445,0.03,-0.0860515832273955,4.061550650076606e-07,0.991133159927626,0.008866840072374,4.929193224586288e-06,0.3987721111775423,0.1101297883241055,0.0007310259544008,2026-04-24 09:29:09.321122+00
275,binance,btc,2024-03-15 18:41:00+00,2024-03-15 09:39:00+00,2024-03-15 18:41:00+00,67597.3,68942.5,66800.0,68920.6,177573.255,0.019576,12238455278.55,bullish,542,543,0.019576,0.031695,0.989778,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2602259997979653,-1.8631918272715493,0.6,1.042231126391995,0.073182820630713,0.0801142548466833,0.128,0.0127952792859073,0.0133356384468744,0.04,0.022553575095344,6.062582766290932e-07,0.9868222370690763,0.0131777629309236,5.373176646619242e-06,0.320821300824607,0.1480471980316894,0.0007968189785995,2026-04-24 09:29:09.321122+00
276,binance,btc,2024-03-15 18:53:00+00,2024-03-15 18:42:00+00,2024-03-15 18:53:00+00,68920.7,70195.2,68839.9,70179.5,16068.246,0.018264,1127661470.16,bullish,11,12,0.018264,0.019665,0.988416,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2477928979986248,-1.6939197344309465,0.6086956521739131,0.94267791104168,0.1562422749218647,0.1692720928406028,0.1295652173913043,0.0134205938432803,0.0126512974633901,0.05,0.1202982175858096,1.4132760831250302e-06,0.969810270528393,0.0301897294716071,8.139378234770652e-06,0.3303678637192413,0.142646807741376,0.0012065431643772,2026-04-24 09:29:09.321122+00
277,binance,btc,2024-03-15 19:50:00+00,2024-03-15 18:54:00+00,2024-03-15 19:50:00+00,70179.6,70715.9,68580.0,68597.2,40743.179,0.022548,2794867998.5,bearish,56,57,-0.022548,0.030435,0.008053,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.321577626877222,-1.68608198776443,0.6642599277978339,1.099753505029967,0.0075617975175337,0.0078377466665164,0.1395667870036101,0.0127318932290396,0.0140019443142789,0.06,0.0082683958272286,1.4697600400152635e-06,0.9686415220867516,0.0313584779132483,3.8702367284296135e-06,0.3944367160228708,0.1119177994056557,0.0005740665407038,2026-04-24 09:29:09.321122+00
278,binance,btc,2024-03-16 00:06:00+00,2024-03-15 19:51:00+00,2024-03-16 00:06:00+00,68597.1,69949.2,67420.0,69930.3,74572.783,0.019435,5214897087.02,bullish,255,256,0.019435,0.03687,0.992527,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2442047589601834,-1.5697499086800688,0.6187050359712231,0.9821072888165892,0.1087866669277009,0.1163320790843611,0.1313669064748201,0.0135254169928676,0.0132834107111898,0.07,0.1074415562445058,2.629407104314467e-06,0.9452540090881592,0.0547459909118409,6.420124258736278e-06,0.3415319383131369,0.1366349089502432,0.0009519300062325,2026-04-24 09:29:09.321122+00
279,binance,btc,2024-03-16 10:19:00+00,2024-03-16 00:07:00+00,2024-03-16 10:19:00+00,69930.3,70097.6,68506.5,68583.4,76164.984,0.019261,5223653563.67,bearish,612,613,-0.019261,0.022753,0.048331,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3151281611536367,-1.5791553789502564,0.6702508960573477,1.0928268736000726,0.0091325503756848,-0.0094054702701875,0.1406451612903226,0.0128313372003021,0.0140224302259971,0.08,-0.0033025993799447,2.5086158694175206e-06,0.9476372784860972,0.0523627215139028,3.900752210726213e-06,0.4016137795359741,0.108974952132639,0.0005785902562245,2026-04-24 09:29:09.321122+00
280,binance,btc,2024-03-16 17:59:00+00,2024-03-16 10:20:00+00,2024-03-16 17:59:00+00,68583.5,68733.0,67166.0,67325.9,99637.599,0.018337,6708191026.51,bearish,459,460,-0.018337,0.022848,0.102042,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3937890599370116,-1.673160523109044,0.7178571428571429,1.1938924368420725,0.0945715538930094,-0.0940051441587876,0.1492142857142857,0.0121728752935808,0.0145331038670171,0.09,-0.1029723394419502,1.5678517567442662e-06,0.9666185184367664,0.0333814815632335,5.979651853321041e-06,0.4599076870805793,0.087921177289171,0.0008866774340189,2026-04-24 09:29:09.321122+00
281,binance,btc,2024-03-16 22:02:00+00,2024-03-16 18:00:00+00,2024-03-16 22:02:00+00,67326.0,67785.0,66044.2,66055.0,93442.16,0.018878,6172321878.8,bearish,242,243,-0.018878,0.025856,0.006204,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4613357748234961,-1.8273742192265103,0.7829181494661922,1.3029610587040497,0.1602939698817364,-0.1542136961174665,0.1609252669039146,0.0115482034802719,0.015046859563081,0.1,-0.1926751054977552,7.251612295032229e-07,0.984278367120815,0.0157216328791851,8.305949800183614e-06,0.5410550464940889,0.0650953913868216,0.0012312047543356,2026-04-24 09:29:09.321122+00
282,binance,btc,2024-03-17 07:21:00+00,2024-03-16 22:03:00+00,2024-03-17 07:21:00+00,66055.1,66851.2,64750.0,64831.2,163438.181,0.018528,10595893400.05,bearish,558,559,-0.018528,0.03181,0.038645,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4916186096943246,-2.015762944430308,0.8120567375886525,1.410347136981165,0.2004032611680381,-0.1883887252037968,0.1661702127659574,0.0109555877642228,0.0154511819782522,0.11,-0.2734075949479797,2.827182537867814e-07,0.9938112533861642,0.0061887466138357,1.0150436538847643e-05,0.5769545046302532,0.0567709879644082,0.0015042075952678,2026-04-24 09:29:09.321122+00
283,binance,btc,2024-03-17 08:33:00+00,2024-03-17 07:22:00+00,2024-03-17 08:33:00+00,64831.2,66060.0,64559.8,66046.0,31858.104,0.018738,2104100336.78,bullish,71,72,0.018738,0.02314,0.990668,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.472407829319431,-2.043727207206376,0.7314487632508834,1.227993679174509,0.0282081812106767,-0.0279642627760683,0.151660777385159,0.0119367700369282,0.0146582782779069,0.12,-0.1460668354531817,2.458273733094766e-07,0.9946144516195928,0.0053855483804071,4.291117432895955e-06,0.4768275657563386,0.0826219845313601,0.0006364556933151,2026-04-24 09:29:09.321122+00
284,binance,btc,2024-03-17 10:27:00+00,2024-03-17 08:34:00+00,2024-03-17 10:27:00+00,66046.1,67265.3,66009.8,67255.9,35103.05,0.018318,2360887220.49,bullish,113,114,0.018318,0.019009,0.992513,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3392831512189811,-1.9578896915300703,0.6408450704225352,1.0952985097346744,0.0823200741259472,0.0858375156763053,0.1353521126760563,0.0126961404104035,0.013906063780427,0.13,-0.0314601519078635,3.7759303992631946e-07,0.9917515593196984,0.0082484406803016,5.624349540888729e-06,0.366845277442232,0.1240933569848556,0.0008340359814145,2026-04-24 09:29:09.321122+00
285,binance,btc,2024-03-17 17:53:00+00,2024-03-17 10:28:00+00,2024-03-17 17:53:00+00,67256.0,68548.0,66500.0,68522.0,102707.421,0.018824,7037717901.76,bullish,445,446,0.018824,0.030451,0.987305,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2457023616273422,-1.7925882525262458,0.5894736842105263,0.9837022264095606,0.1534606690880788,0.1653014390038245,0.1261052631578947,0.0134110201212998,0.0131924504501162,0.14,0.0716858632829227,8.629214880989878e-07,0.98134740519624,0.01865259480376,8.026960003669804e-06,0.3094628802246257,0.1548092770298549,0.0011898985095829,2026-04-24 09:29:09.321122+00
286,binance,btc,2024-03-18 01:01:00+00,2024-03-17 17:54:00+00,2024-03-18 01:01:00+00,68522.1,68972.4,67137.0,67194.7,64671.261,0.019372,4345565981.52,bearish,427,428,-0.019372,0.026786,0.031437,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3159941662835125,-1.7471664516647456,0.6468531468531469,1.0972877929543208,0.0439700113554074,0.0454218008615001,0.1364335664335664,0.0127228107988965,0.0139605850914253,0.15,-0.0354827230453694,1.0829374571303748e-06,0.9767024138711944,0.0232975861288057,4.642978004836652e-06,0.3738502448143445,0.1208648422075126,0.0006886077253863,2026-04-24 09:29:09.321122+00
287,binance,btc,2024-03-18 04:37:00+00,2024-03-18 01:02:00+00,2024-03-18 04:37:00+00,67194.7,68439.9,66814.6,68434.0,38760.974,0.018443,2652568494.72,bullish,215,216,0.018443,0.024188,0.99637,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2097458609112036,-1.6195573725412953,0.5818815331010453,0.989689491817594,0.1188403534299461,0.1276090791234503,0.1247386759581881,0.0133821505813464,0.0132441739072482,0.16,0.0680655492591674,2.049757811619796e-06,0.9568013629502928,0.0431986370497069,6.751100806216608e-06,0.3014100461741882,0.1598415268272742,0.0010009560455157,2026-04-24 09:29:09.321122+00
288,binance,btc,2024-03-18 14:31:00+00,2024-03-18 04:38:00+00,2024-03-18 14:31:00+00,68434.0,69044.4,67060.1,67098.2,134580.74,0.01952,9030125408.67,bearish,593,594,-0.01952,0.028996,0.019201,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3205040572435491,-1.5999437669052028,0.6666666666666666,1.1047996281842507,0.0191674447096564,0.0196136056360924,0.14,0.0126954227485203,0.0140258984426871,0.17,-0.0387410056667492,2.260959910971297e-06,0.9525614230890432,0.0474385769109568,4.101462756829424e-06,0.3973146620215083,0.1107273179723682,0.0006083432345339,2026-04-24 09:29:09.321122+00
289,binance,btc,2024-03-19 02:04:00+00,2024-03-18 14:32:00+00,2024-03-19 02:04:00+00,67098.2,68178.6,65606.7,65721.2,184671.109,0.020522,12136806888.81,bearish,692,693,-0.020522,0.03833,0.04452,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.442658231963311,-1.661388451740725,0.7647058823529411,1.231664114868975,0.0634005363857048,-0.0614446848355221,0.1576470588235294,0.0120439355232118,0.014834083308902,0.18,-0.1348669051000743,1.662905936965351e-06,0.9646662046643658,0.0353337953356341,5.116691931921758e-06,0.5183740752866296,0.0708615746140548,0.0007588120663226,2026-04-24 09:29:09.321122+00
290,binance,btc,2024-03-19 07:03:00+00,2024-03-19 02:05:00+00,2024-03-19 07:03:00+00,65721.1,66445.3,64315.0,64405.4,124267.879,0.020019,8003522454.15,bearish,298,299,-0.020019,0.032414,0.042435,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4628351730873201,-1.77674660600668,0.8172413793103448,1.352883824758068,0.1235708468666706,-0.1153581542659549,0.167103448275862,0.0114258804736683,0.0154578890117333,0.19,-0.2213802145900669,9.34051777381365e-07,0.9798408726985112,0.0201591273014888,6.912683271758642e-06,0.583268839529645,0.0553986952578483,0.0010248887795821,2026-04-24 09:29:09.321122+00
291,binance,btc,2024-03-19 09:06:00+00,2024-03-19 07:04:00+00,2024-03-19 09:06:00+00,64405.7,64787.6,63116.1,63184.2,97475.287,0.018966,6158898028.87,bearish,122,123,-0.018966,0.025953,0.040742,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4882225901783152,-1.921586267129232,0.865979381443299,1.4636219180609056,0.1584497986690557,-0.1448396611225519,0.1758762886597938,0.0108395419708906,0.0158649913566988,0.2,-0.2992421931310602,4.527472616809154e-07,0.9901260407457017,0.0098739592542985,8.22971448051126e-06,0.6410436843417175,0.0439441464356461,0.0012199179588782,2026-04-24 09:29:09.321122+00
292,binance,btc,2024-03-19 16:08:00+00,2024-03-19 09:07:00+00,2024-03-19 16:08:00+00,63184.1,64501.7,62412.1,64495.3,225900.377,0.020752,14569512584.73,bullish,421,422,0.020752,0.033072,0.996937,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4902275068167692,-1.926018921831303,0.7808219178082192,1.2374760309198594,0.004591649148613,-0.0044326547020712,0.1605479452054794,0.0121625403838169,0.0150508523238159,0.21,-0.1693179738179542,4.4282328486586534e-07,0.990340382075072,0.0096596179249279,3.8131857343766496e-06,0.5384513265340468,0.065736168514101,0.0005656090044821,2026-04-24 09:29:09.321122+00
293,binance,btc,2024-03-19 17:28:00+00,2024-03-19 16:09:00+00,2024-03-19 17:28:00+00,64495.4,65785.0,64190.4,65745.0,45959.137,0.019375,3021583462.07,bullish,79,80,0.019375,0.024724,0.974915,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3859134538132255,-1.8336766039926504,0.6825938566552902,1.0952226762765611,0.0908243706123841,0.0923423178386524,0.1428668941979522,0.0130370676400249,0.0142784922210289,0.22,-0.0523861764361588,7.026663106420397e-07,0.9847586284350994,0.0152413715649005,5.868661255624191e-06,0.4165309312957799,0.1031254967676514,0.0008702337019013,2026-04-24 09:29:09.321122+00
294,binance,btc,2024-03-19 18:08:00+00,2024-03-19 17:29:00+00,2024-03-19 18:08:00+00,65744.9,65802.8,64379.6,64395.8,25231.252,0.02052,1624786657.54,bearish,39,40,-0.02052,0.021647,0.011383,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4759642879245035,-1.8275879331259268,0.7789115646258503,1.2167919705389485,0.0063003391795785,0.0060886708667238,0.160204081632653,0.0123680483256464,0.0150493420155635,0.23,-0.1471475587925429,7.243867587558275e-07,0.9842948941060676,0.0157051058939324,3.8459029312050544e-06,0.5360766532743336,0.0663252284319148,0.0005704591893713,2026-04-24 09:29:09.321122+00
295,binance,btc,2024-03-19 22:22:00+00,2024-03-19 18:09:00+00,2024-03-19 22:22:00+00,64395.9,65353.8,63152.5,63181.4,70212.942,0.01886,4436151973.68,bearish,253,254,-0.01886,0.034184,0.013129,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4853072846563054,-1.874414835448107,0.8305084745762712,1.3205541377271308,0.0497256768524325,-0.0468269023221801,0.1694915254237288,0.0117333608760224,0.0154945383863324,0.24,-0.2324328029132886,5.731750036236025e-07,0.9875323772241734,0.0124676227758264,4.77853571442842e-06,0.5992983389681124,0.0520280275148111,0.00070869836064,2026-04-24 09:29:09.321122+00
296,binance,btc,2024-03-19 23:14:00+00,2024-03-19 22:23:00+00,2024-03-19 23:14:00+00,63181.3,63320.0,61894.2,61977.3,27938.54,0.019056,1731555275.14,bearish,51,52,-0.019056,0.022567,0.058283,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.5009210306629609,-1.956485360020772,0.8682432432432432,1.4292229573187971,0.0890801320500782,-0.0820705245726647,0.1762837837837838,0.0111312434930818,0.0159090288867403,0.25,-0.3091895226219598,3.8025369812010986e-07,0.991693920540112,0.008306079459888,5.817702361190956e-06,0.64364415348637,0.043471035010132,0.0008626837434886,2026-04-24 09:29:09.321122+00
297,binance,btc,2024-03-20 00:36:00+00,2024-03-19 23:15:00+00,2024-03-20 00:36:00+00,61977.3,63180.2,61582.8,63160.0,44175.728,0.019083,2790138980.48,bullish,81,82,0.019083,0.025774,0.987354,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.4970131464354973,-1.9264870360011768,0.7777777777777778,1.2437768850270656,0.0308437536028526,0.0299983240195944,0.16,0.0121345154829337,0.0150926299930537,0.26,-0.1782705703597638,4.417880380586445e-07,0.9903627470227742,0.0096372529772258,4.348039169877728e-06,0.534666513353404,0.0666771481880058,0.0006448928797304,2026-04-24 09:29:09.321122+00
298,binance,btc,2024-03-20 03:55:00+00,2024-03-20 00:37:00+00,2024-03-20 03:55:00+00,63160.0,63544.1,61896.5,61929.4,72333.336,0.019484,4479560098.48,bearish,198,199,-0.019484,0.026086,0.019968,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.5025250887994989,-1.949857148500536,0.8456375838926175,1.3561425252693426,0.0247763627355612,-0.0233701124993588,0.1722147651006711,0.0115118121685946,0.0156116581603584,0.27,-0.2604435133237874,3.930668508616178e-07,0.9914164384708012,0.0085835615291988,4.218114188974082e-06,0.6173198871359739,0.0484210546792163,0.0006256346291638,2026-04-24 09:29:09.321122+00
299,binance,btc,2024-03-20 07:55:00+00,2024-03-20 03:56:00+00,2024-03-20 07:55:00+00,61929.4,63233.7,60800.0,63183.2,116485.428,0.020246,7359922094.41,bullish,239,240,0.020246,0.039298,0.97925,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.476205849967807,-1.8759198575325544,0.7391304347826086,1.172915933326376,0.0743423515670535,0.0739372909679818,0.1530434782608695,0.0126270935652754,0.0148105193516061,0.28,-0.1343991619914087,5.688779889161744e-07,0.9876246886451768,0.0123753113548231,5.404418779039038e-06,0.4864163867912531,0.0797570792367577,0.0008014483642678,2026-04-24 09:29:09.321122+00
300,binance,btc,2024-03-20 17:18:00+00,2024-03-20 07:56:00+00,2024-03-20 17:18:00+00,63183.3,64611.0,62057.7,64573.5,235406.806,0.022003,15201041387.24,bullish,562,563,0.022003,0.040411,0.985313,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3231787095180263,-1.728410354285115,0.6433333333333333,1.0169945916961314,0.1410316678278649,0.1475095032474391,0.1358,0.0138157000610887,0.0140504923443226,0.29,-0.0209592457922678,1.1894102512893602e-06,0.9744703052346456,0.0255296947653544,7.543312082176946e-06,0.3697397770822487,0.1227473705399217,0.001118283263715,2026-04-24 09:29:09.321122+00
301,binance,btc,2024-03-20 19:47:00+00,2024-03-20 17:19:00+00,2024-03-20 19:47:00+00,64573.5,65846.1,63889.9,65816.9,85371.47,0.019256,5618885503.84,bullish,148,149,0.019256,0.030294,0.985073,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3446341305029415,-1.5395989313631595,0.6843853820598007,0.9238717435850744,0.1855370674258924,0.1888114229219555,0.1431893687707641,0.0144278331019557,0.0133294674164454,0.3,0.0811366787869589,3.0572409041308914e-06,0.936908209474053,0.063091790525947,9.423310610889658e-06,0.4187095438466865,0.1022999406294316,0.0013966032474828,2026-04-24 09:29:09.321122+00
302,binance,btc,2024-03-20 20:31:00+00,2024-03-20 19:48:00+00,2024-03-20 20:31:00+00,65816.9,67089.0,65669.9,67084.8,31816.073,0.019264,2134374893.99,bullish,43,44,0.019264,0.021561,0.99704,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3929524591559744,-1.32240352165964,0.7549668874172185,0.8453735272410517,0.2210698051028427,0.2171954097035195,0.1558940397350993,0.0149584090557253,0.0126454431098903,0.31,0.173023010908263,9.056510516085282e-06,0.8336913163978994,0.1663086836021007,1.1255403540097642e-05,0.5062082901949349,0.0741354285230081,0.0016676829857676,2026-04-24 09:29:09.321122+00
303,binance,btc,2024-03-21 17:58:00+00,2024-03-20 20:32:00+00,2024-03-21 17:58:00+00,67084.7,68293.9,65715.0,65771.6,326974.097,0.019574,21505609518.25,bearish,1286,1287,-0.019574,0.038442,0.021947,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2444393551164254,-1.2131662564752752,0.6534653465346535,0.9532745455351178,0.1056618850273985,0.1092372651843647,0.1376237623762376,0.0141907928365741,0.0135277216873957,0.32,0.0557207098174367,1.5637371183519037e-05,0.7438033329737951,0.2561966670262048,6.320596979530655e-06,0.381621071093394,0.1173956954733971,0.0009371865517282,2026-04-24 09:29:09.321122+00
304,binance,btc,2024-03-22 11:50:00+00,2024-03-21 17:59:00+00,2024-03-22 11:50:00+00,65771.5,66691.9,64280.0,64280.9,221032.798,0.022663,14208187184.96,bearish,1071,1072,-0.022663,0.036671,0.000373,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3435983667122009,-1.1938636107911869,0.7302631578947368,1.0948624903722182,0.0193884711882807,0.0193026456840883,0.1514473684210526,0.0134625681501528,0.0147396610011682,0.33,-0.0498513611643069,1.722178723726175e-05,0.7249835506127419,0.2750164493872581,4.105997903077021e-06,0.4753489496273906,0.0830724159828682,0.0006090154963082,2026-04-24 09:29:09.321122+00
305,binance,btc,2024-03-22 13:58:00+00,2024-03-22 11:51:00+00,2024-03-22 13:58:00+00,64280.9,64729.1,62900.0,62910.9,65781.703,0.021313,4138386139.26,bearish,127,128,-0.021313,0.028455,0.005959,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.378670743049053,-1.2378581393077248,0.839344262295082,1.217886437069288,0.0464936344411548,-0.0439945285165379,0.1710819672131147,0.0127717135529167,0.0155544968360199,0.34,-0.1448662250478762,1.3821233099697668e-05,0.7666141818677485,0.2333858181322515,4.701934539712789e-06,0.6098594141934645,0.0498917004912958,0.0006973456098447,2026-04-24 09:29:09.321122+00
306,binance,btc,2024-03-22 15:31:00+00,2024-03-22 13:59:00+00,2024-03-22 15:31:00+00,62910.9,64413.3,62614.5,64301.8,65782.808,0.022109,4229952963.45,bullish,92,93,0.022109,0.028593,0.938014,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3423785779432134,-1.1940756279459737,0.7287581699346405,1.057732749367856,0.0438895249439908,0.0437825113617511,0.1511764705882353,0.0139508692162149,0.0147562913579117,0.35,-0.0303796025430886,1.720354065286851e-05,0.7251948626425243,0.2748051373574757,4.641109906235604e-06,0.4734726442937103,0.0836474023278384,0.0006883308540263,2026-04-24 09:29:09.321122+00
307,binance,btc,2024-03-22 16:50:00+00,2024-03-22 15:32:00+00,2024-03-22 16:50:00+00,64301.8,64390.2,62899.2,62940.5,41200.088,0.02117,2593154138.76,bearish,78,79,-0.02117,0.023188,0.0277,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3757654783399142,-1.2181651243734075,0.8371335504885994,1.1748152379235577,0.0253736314697703,-0.0240894964274338,0.1706840390879479,0.0132349566187102,0.0155486288263995,0.36,-0.1273416422887797,1.525137533068458e-05,0.7485371597035649,0.251462840296435,4.230729702045795e-06,0.607226260116254,0.050418281566785,0.0006275046075838,2026-04-24 09:29:09.321122+00
308,binance,btc,2024-03-23 01:46:00+00,2024-03-22 16:51:00+00,2024-03-23 01:46:00+00,62940.4,64229.4,62294.0,64206.8,119069.836,0.020121,7645093146.08,bullish,535,536,0.020121,0.03075,0.988323,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3311807443309391,-1.1653149716939772,0.724025974025974,1.0500785094512266,0.0528127270497114,0.0528501526794302,0.1503246753246753,0.0140472585977337,0.0147507244751919,0.37,-0.0146074780599017,1.986413481655965e-05,0.6956302149645738,0.3043697850354262,4.852865427751464e-06,0.4675780244915024,0.0854789866376742,0.0007197142223899,2026-04-24 09:29:09.321122+00
309,binance,btc,2024-03-23 16:30:00+00,2024-03-23 01:47:00+00,2024-03-23 16:30:00+00,64206.8,65500.0,63020.2,65486.1,152230.309,0.019925,9968969238.2,bullish,883,884,0.019925,0.038622,0.994395,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.2975034741432817,-1.0531927337926237,0.7152103559870551,0.951021193181974,0.1117850916781764,0.1121222379013535,0.1487378640776699,0.0147144626733673,0.0139937659437595,0.38,0.0868532697460884,3.479633593662919e-05,0.566101724505381,0.433898275494619,6.517100048993563e-06,0.4566222667586591,0.0889882237831018,0.0009662950806808,2026-04-24 09:29:09.321122+00
310,binance,btc,2024-03-23 23:56:00+00,2024-03-23 16:31:00+00,2024-03-23 23:56:00+00,65486.0,66050.0,63861.9,64029.3,68678.426,0.022244,4397431541.88,bearish,445,446,-0.022244,0.033413,0.076505,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3392180928159773,-1.0293570714733211,0.7741935483870968,1.0789677666706996,0.0242998564146077,0.0238356623193023,0.1593548387096774,0.0139593649780113,0.0150617049623628,0.39,-0.0218320572285204,3.920036270634943e-05,0.5366305928976364,0.4633694071023636,4.208076403315657e-06,0.5302051113578357,0.067801102717438,0.0006241467384135,2026-04-24 09:29:09.321122+00
311,binance,btc,2024-03-24 10:47:00+00,2024-03-23 23:57:00+00,2024-03-24 10:47:00+00,64029.2,65427.5,63822.0,65389.8,85987.914,0.02125,5622732498.88,bullish,650,651,0.02125,0.025074,0.976518,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3193997856270811,-0.9373809387164976,0.7395498392282959,0.9642606277716528,0.0922387030681538,0.0919761327568235,0.1531189710610932,0.0148183877159359,0.0142887879379581,0.4,0.0803511484943316,6.208744378457655e-05,0.4223593900462647,0.5776406099537352,5.910309287613962e-06,0.4869402701481626,0.0796033020029781,0.0008764040991234,2026-04-24 09:29:09.321122+00
312,binance,btc,2024-03-24 22:01:00+00,2024-03-24 10:48:00+00,2024-03-24 22:01:00+00,65389.8,66868.6,64635.0,66820.6,127835.804,0.021881,8542065124.76,bullish,673,674,0.021881,0.034158,0.97851,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3333333333222222,-0.7898013751850314,0.8525641025641025,0.8669565732679876,0.1557117004876963,0.1475795635314664,0.1734615384615384,0.0156357709225658,0.0135555344661265,0.41,0.1723160336448984,0.0001298492061375,0.2590344393428006,0.7409655606571993,8.117814295882897e-06,0.625467435406915,0.0468500342707762,0.00120335044809,2026-04-24 09:29:09.321122+00
313,binance,btc,2024-03-25 14:00:00+00,2024-03-24 22:02:00+00,2024-03-25 14:00:00+00,66820.6,68472.0,66427.6,68266.4,173185.28,0.021637,11822735598.59,bullish,958,959,0.021637,0.030595,0.899433,BEAR,LOW_VOL,STABLE,BEAR_LOW_VOL_STABLE,0.3333333333222222,-0.5992370310153287,0.8881789137380192,0.7887103345065661,0.2086248397162348,0.1905643441697027,0.1798722044728434,0.0163049835949426,0.0128599091441623,0.42,0.2550844302804086,0.0003366314510193,0.118802969264991,0.881197030735009,1.0576390229764892e-05,0.6661658984568279,0.0395098177617891,0.0015672320158823,2026-04-24 09:29:09.321122+00
