datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,vwap,duration_seconds,tick_count,bar_return,price_range,close_position,buy_dollar_volume,sell_dollar_volume,buy_sell_imbalance
2024-01-04 13:35:10.712000+00:00,2024-01-04 05:35:10.456000+00:00,2024-01-04 13:35:10.712000+00:00,43121.531,43423.949,42616.281,43218.0,13805.410188,594558578.85,43067.071,28800.3,459742,0.002237,0.01873,0.745008,282384636.32,312173942.53,-0.050103
2024-01-04 21:01:45.287000+00:00,2024-01-04 13:35:11.253000+00:00,2024-01-04 21:01:45.287000+00:00,43218.012,44690.0,43218.0,44454.281,21152.714203,930122424.25,43971.777,26794.0,601262,0.028605,0.03406,0.839865,468560989.91,461561434.34,0.007525
2024-01-05 05:01:45.520000+00:00,2024-01-04 21:01:45.294000+00:00,2024-01-05 05:01:45.520000+00:00,44458.039,44729.578,42450.0,43533.52,19577.303654,857629053.24,43807.312,28800.2,547997,-0.020795,0.051275,0.475316,418264354.66,439364698.58,-0.024603
2024-01-05 13:01:45.630000+00:00,2024-01-05 05:01:45.591000+00:00,2024-01-05 13:01:45.630000+00:00,43533.52,44324.801,43433.0,43845.578,12103.468221,531026067.26,43873.876,28800.0,478520,0.007168,0.020485,0.462635,269322666.45,261703400.81,0.014348
2024-01-05 21:01:45.677000+00:00,2024-01-05 13:01:45.661000+00:00,2024-01-05 21:01:45.677000+00:00,43845.578,44357.461,43100.0,43912.738,18161.060037,792498183.51,43637.221,28800.0,636269,0.001532,0.028679,0.646333,404648629.46,387849554.05,0.021198
2024-01-06 05:01:45.854000+00:00,2024-01-05 21:01:45.758000+00:00,2024-01-06 05:01:45.854000+00:00,43912.738,44318.609,43580.512,43864.84,7836.467046,344537614.05,43965.937,28800.1,285385,-0.001091,0.016808,0.385217,166081543.17,178456070.88,-0.035916
2024-01-06 13:01:46.348000+00:00,2024-01-06 05:01:46.142000+00:00,2024-01-06 13:01:46.348000+00:00,43864.84,43869.41,43397.051,43629.281,6794.872113,296493588.19,43634.903,28800.2,303546,-0.00537,0.010769,0.491639,150516920.87,145976667.32,0.015313
2024-01-06 21:01:47.231000+00:00,2024-01-06 13:01:46.527000+00:00,2024-01-06 21:01:47.231000+00:00,43629.281,44148.578,43542.0,43749.398,5793.86971,254209851.56,43875.659,28800.7,258099,0.002753,0.013903,0.341915,137184122.55,117025729.01,0.079298
2024-01-07 05:01:47.668000+00:00,2024-01-06 21:01:47.514000+00:00,2024-01-07 05:01:47.668000+00:00,43749.41,44259.289,43723.762,44039.469,5632.60286,247696074.26,43975.42,28800.2,217322,0.00663,0.012241,0.589526,125012890.4,122683183.85,0.009406
2024-01-07 13:01:48.658000+00:00,2024-01-07 05:01:48.571000+00:00,2024-01-07 13:01:48.658000+00:00,44039.469,44167.809,43843.52,44082.66,5460.670704,240376843.44,44019.656,28800.1,220088,0.000981,0.007364,0.73743,119217832.57,121159010.87,-0.008076
2024-01-07 21:01:48.959000+00:00,2024-01-07 13:01:48.927000+00:00,2024-01-07 21:01:48.959000+00:00,44082.672,44480.59,43700.0,44112.602,9461.95371,418075340.49,44184.885,28800.0,364573,0.000679,0.017707,0.528577,214563271.57,203512068.92,0.026434
2024-01-08 05:01:49.330000+00:00,2024-01-07 21:01:48.984000+00:00,2024-01-08 05:01:49.330000+00:00,44112.59,44249.0,43175.0,43560.781,12668.233647,553272558.97,43674.01,28800.3,426718,-0.012509,0.024347,0.3592,265655200.07,287617358.9,-0.039695
2024-01-08 12:09:29.501000+00:00,2024-01-08 05:01:49.743000+00:00,2024-01-08 12:09:29.501000+00:00,43560.77,45000.0,43475.0,44901.25,14827.90049,654550220.65,44143.149,25659.8,465663,0.030773,0.035009,0.935246,360950649.11,293599571.54,0.102897
2024-01-08 15:52:05.257000+00:00,2024-01-08 12:09:29.542000+00:00,2024-01-08 15:52:05.257000+00:00,44901.238,45333.0,44350.0,44960.68,14561.172328,654367761.39,44939.222,13355.7,401216,0.001324,0.021892,0.621241,343234685.88,311133075.51,0.049057
2024-01-08 18:39:56.116000+00:00,2024-01-08 15:52:05.257000+00:00,2024-01-08 18:39:56.116000+00:00,44960.781,46818.871,44793.969,46600.0,14344.556445,654428449.66,45622.076,10070.9,327112,0.036459,0.045037,0.89191,378802211.19,275626238.46,0.157658
2024-01-08 20:58:46.625000+00:00,2024-01-08 18:39:56.117000+00:00,2024-01-08 20:58:46.625000+00:00,46600.0,47248.988,46384.898,46793.988,13960.241789,654366666.62,46873.591,8330.5,280642,0.004163,0.018543,0.473434,339416369.38,314950297.24,0.037389
2024-01-09 02:13:44.657000+00:00,2024-01-08 20:58:46.650000+00:00,2024-01-09 02:13:44.657000+00:00,46793.988,47207.16,46230.0,46510.309,13980.75043,654375033.52,46805.43,18898.0,295106,-0.006062,0.020882,0.28686,319832051.4,334542982.12,-0.022481
2024-01-09 10:13:44.995000+00:00,2024-01-09 02:13:44.678000+00:00,2024-01-09 10:13:44.995000+00:00,46509.789,46974.422,46407.898,46557.441,10729.471727,501460513.77,46736.738,28800.3,353891,0.001025,0.012181,0.263966,249837634.37,251622879.4,-0.00356
2024-01-09 14:29:12.717000+00:00,2024-01-09 10:13:44.998000+00:00,2024-01-09 14:29:12.717000+00:00,46557.449,47051.211,45450.0,46751.102,13794.69458,642565769.5,46580.645,15327.7,464852,0.004159,0.034392,0.812573,323666953.45,318898816.05,0.00742
2024-01-09 21:11:41.170000+00:00,2024-01-09 14:29:12.733000+00:00,2024-01-09 21:11:41.170000+00:00,46751.191,47010.0,46429.309,46718.25,13749.716584,642577009.45,46733.837,24148.4,477101,-0.000705,0.012421,0.497582,314302126.9,328274882.55,-0.021745
2024-01-09 21:42:27.777000+00:00,2024-01-09 21:11:41.170000+00:00,2024-01-09 21:42:27.777000+00:00,46718.422,47972.0,44748.672,46150.0,13850.069735,642566923.64,46394.49,1846.6,384908,-0.012167,0.068995,0.434746,332481817.49,310085106.14,0.034855
2024-01-10 01:17:40.306000+00:00,2024-01-09 21:42:27.777000+00:00,2024-01-10 01:17:40.306000+00:00,46150.0,46261.09,45252.988,45638.441,14008.539312,642564576.27,45869.492,12912.5,329462,-0.011085,0.021844,0.382355,314943096.09,327621480.18,-0.019731
2024-01-10 09:17:40.402000+00:00,2024-01-10 01:17:40.376000+00:00,2024-01-10 09:17:40.402000+00:00,45638.441,46211.949,45320.531,45505.43,11012.462073,504830657.36,45841.761,28800.0,332280,-0.002914,0.019532,0.207421,238508931.54,266321725.83,-0.055093
2024-01-10 13:29:20.240000+00:00,2024-01-10 09:17:40.496000+00:00,2024-01-10 13:29:20.240000+00:00,45505.43,45731.102,44300.359,45328.738,13989.920198,631931565.38,45170.491,15099.7,523690,-0.003883,0.031441,0.718773,312903161.15,319028404.23,-0.009693
2024-01-10 17:39:37.228000+00:00,2024-01-10 13:29:20.240000+00:00,2024-01-10 17:39:37.228000+00:00,45328.398,45899.0,44800.0,45899.0,13959.078411,631951669.16,45271.733,15017.0,432322,0.012588,0.024245,1.0,335966515.81,295985153.35,0.063266
2024-01-10 20:11:02.793000+00:00,2024-01-10 17:39:37.228000+00:00,2024-01-10 20:11:02.793000+00:00,45899.0,46666.0,45409.129,45614.0,13652.621927,631934245.41,46286.658,9085.6,347875,-0.006209,0.027383,0.163001,349240603.58,282693641.84,0.105307
2024-01-10 21:30:08.846000+00:00,2024-01-10 20:11:02.793000+00:00,2024-01-10 21:30:08.846000+00:00,45613.922,46301.039,44800.0,45697.23,13813.784506,631932234.33,45746.496,4746.1,366020,0.001826,0.032907,0.59774,318013686.44,313918547.89,0.00648
2024-01-10 23:11:03.482000+00:00,2024-01-10 21:30:08.846000+00:00,2024-01-10 23:11:03.482000+00:00,45697.23,47483.941,45080.0,47270.289,13638.551398,631935918.12,46334.534,6054.6,260554,0.034423,0.052606,0.911124,369963265.6,261972652.53,0.170889
2024-01-11 03:27:53.072000+00:00,2024-01-10 23:11:03.482000+00:00,2024-01-11 03:27:53.072000+00:00,47272.891,47695.93,46200.0,46432.121,13513.512889,631945164.81,46763.944,15409.6,339477,-0.017785,0.031645,0.155168,322080163.54,309865001.27,0.019329
2024-01-11 11:00:27.953000+00:00,2024-01-11 03:27:53.072000+00:00,2024-01-11 11:00:27.953000+00:00,46432.121,46860.0,45618.102,46805.859,13666.538469,631946916.83,46240.452,27154.9,488226,0.008049,0.026747,0.956405,322454890.62,309492026.22,0.020513
2024-01-11 14:16:11.644000+00:00,2024-01-11 11:00:27.953000+00:00,2024-01-11 14:16:11.644000+00:00,46805.891,47825.0,46705.969,47778.559,13385.755232,632068804.9,47219.51,11743.7,383487,0.020781,0.023908,0.958499,345684965.98,286383838.91,0.093821
2024-01-11 14:59:15.465000+00:00,2024-01-11 14:16:11.644000+00:00,2024-01-11 14:59:15.465000+00:00,47779.852,48969.48,47485.789,48592.059,13090.740047,631952400.42,48274.765,2583.8,242646,0.016999,0.031053,0.74562,364052617.32,267899783.1,0.152152
2024-01-11 16:01:57.466000+00:00,2024-01-11 14:59:15.465000+00:00,2024-01-11 16:01:57.466000+00:00,48593.449,48657.98,46463.191,46681.102,13305.578176,631946561.25,47494.859,3762.0,277631,-0.039354,0.045166,0.099285,291558822.9,340387738.35,-0.077267
2024-01-11 17:47:58.875000+00:00,2024-01-11 16:01:57.466000+00:00,2024-01-11 17:47:58.875000+00:00,46681.109,47022.07,45606.059,46233.0,13691.459654,631954602.48,46156.847,6361.4,313271,-0.009599,0.030334,0.442752,299921469.26,332033133.21,-0.050813
2024-01-12 00:21:23.765000+00:00,2024-01-11 17:47:58.876000+00:00,2024-01-12 00:21:23.765000+00:00,46233.0,46975.0,46084.691,46204.578,13596.846125,631952064.8,46477.842,23604.9,454059,-0.000615,0.019257,0.134657,286321912.54,345630152.26,-0.093849
2024-01-12 08:21:23.984000+00:00,2024-01-12 00:21:23.858000+00:00,2024-01-12 08:21:23.984000+00:00,46207.031,46515.531,45742.488,45805.73,11027.657776,508180269.43,46082.339,28800.1,386912,-0.008685,0.01673,0.081809,250658326.84,257521942.59,-0.013506
2024-01-12 14:40:39.003000+00:00,2024-01-12 08:21:24.009000+00:00,2024-01-12 14:40:39.003000+00:00,45805.73,46267.0,45300.0,45324.512,13580.004123,622401166.89,45832.178,22755.0,487850,-0.010506,0.021111,0.025348,306636807.22,315764359.67,-0.014665
2024-01-12 16:09:59.502000+00:00,2024-01-12 14:40:39.036000+00:00,2024-01-12 16:09:59.502000+00:00,45324.512,45589.781,44293.0,44662.922,13864.063503,622440611.62,44895.972,5360.5,324432,-0.014597,0.028611,0.285262,310236835.94,312203775.68,-0.00316
2024-01-12 17:27:22.670000+00:00,2024-01-12 16:09:59.509000+00:00,2024-01-12 17:27:22.670000+00:00,44662.648,44675.879,43212.0,43336.82,14209.362594,622404082.38,43802.393,4643.2,352748,-0.029685,0.032776,0.085267,285028158.31,337375924.07,-0.084106
2024-01-12 20:41:20.099000+00:00,2024-01-12 17:27:22.671000+00:00,2024-01-12 20:41:20.099000+00:00,43336.828,43981.102,43250.0,43921.09,14271.473286,622401875.53,43611.606,11637.4,258134,0.013482,0.01687,0.917916,321429467.69,300972407.84,0.032868
2024-01-12 22:49:57.816000+00:00,2024-01-12 20:41:20.099000+00:00,2024-01-12 22:49:57.816000+00:00,43920.648,43968.121,41500.0,42467.219,14572.299577,622399384.96,42711.13,7717.7,298195,-0.033092,0.056195,0.391885,270107509.34,352291875.62,-0.132044
2024-01-13 04:14:41.953000+00:00,2024-01-12 22:49:57.816000+00:00,2024-01-13 04:14:41.953000+00:00,42467.262,42997.289,42353.25,42677.75,14568.844561,622401326.78,42721.393,19484.1,308904,0.004956,0.015166,0.503851,301372432.92,321028893.86,-0.031582
2024-01-13 12:14:42.172000+00:00,2024-01-13 04:14:41.953000+00:00,2024-01-13 12:14:42.172000+00:00,42677.691,43254.961,42509.109,42534.012,13259.221907,569027715.31,42915.619,28800.2,396393,-0.003367,0.017476,0.033388,280750340.76,288277374.55,-0.013228
2024-01-13 20:14:42.337000+00:00,2024-01-13 12:14:42.241000+00:00,2024-01-13 20:14:42.337000+00:00,42534.012,43257.0,42505.0,42823.988,10253.759734,439592382.24,42871.336,28800.1,399860,0.006818,0.01768,0.424187,222709084.61,216883297.63,0.013253
2024-01-14 04:14:43.271000+00:00,2024-01-13 20:14:42.692000+00:00,2024-01-14 04:14:43.271000+00:00,42823.988,43040.012,42636.801,42649.469,5315.88696,227588031.04,42812.805,28800.6,218507,-0.004075,0.009416,0.031418,115760501.36,111827529.68,0.017281
2024-01-14 12:14:44.493000+00:00,2024-01-14 04:14:43.968000+00:00,2024-01-14 12:14:44.493000+00:00,42649.469,43079.0,42562.559,42835.0,5940.556219,254692616.69,42873.53,28800.5,226295,0.00435,0.012109,0.527536,126506549.06,128186067.64,-0.006594
2024-01-14 20:14:45.058000+00:00,2024-01-14 12:14:45.008000+00:00,2024-01-14 20:14:45.058000+00:00,42834.988,43010.84,42183.68,42650.0,9123.996842,390438567.32,42792.493,28800.0,389716,-0.004319,0.01931,0.563761,191874615.89,198563951.43,-0.017133
2024-01-15 01:10:32.342000+00:00,2024-01-14 20:14:45.438000+00:00,2024-01-15 01:10:32.342000+00:00,42649.988,42745.98,41718.051,42211.441,12762.154029,538282304.89,42178.013,17746.9,318329,-0.010282,0.024102,0.479985,260971490.02,277310814.88,-0.030355
2024-01-15 09:10:32.453000+00:00,2024-01-15 01:10:32.407000+00:00,2024-01-15 09:10:32.453000+00:00,42211.441,42824.68,42176.281,42647.988,8899.04993,378705292.51,42555.699,28800.0,279615,0.010342,0.015361,0.727496,198779555.62,179925736.89,0.049785
2024-01-15 17:05:34.178000+00:00,2024-01-15 09:10:32.493000+00:00,2024-01-15 17:05:34.178000+00:00,42647.988,42958.031,42163.32,42622.012,12368.309374,525955775.02,42524.468,28501.7,470457,-0.000609,0.018634,0.57718,264315436.48,261640338.54,0.005086
2024-01-15 20:49:46.304000+00:00,2024-01-15 17:05:34.186000+00:00,2024-01-15 20:49:46.304000+00:00,42622.0,43400.43,42594.621,42893.121,12206.642651,525946777.2,43086.932,13452.1,416773,0.006361,0.018906,0.370435,240248169.41,285698607.79,-0.086416
2024-01-16 04:49:46.820000+00:00,2024-01-15 20:49:46.304000+00:00,2024-01-16 04:49:46.820000+00:00,42893.109,42960.0,42342.18,42777.441,9019.605463,384900720.72,42673.787,28800.5,339292,-0.002697,0.014404,0.704512,198744095.63,186156625.09,0.032703
2024-01-16 12:49:47.982000+00:00,2024-01-16 04:49:47.888000+00:00,2024-01-16 12:49:47.982000+00:00,42777.441,43153.66,42606.922,43071.102,8628.399178,369990480.67,42880.547,28800.1,319873,0.006865,0.012781,0.848998,193694768.01,176295712.65,0.047026
2024-01-16 15:01:17.685000+00:00,2024-01-16 12:49:47.982000+00:00,2024-01-16 15:01:17.685000+00:00,43071.109,43174.48,42050.0,42728.828,11849.486864,503877637.16,42523.161,7889.7,240800,-0.007947,0.026108,0.603682,290917968.76,212959668.4,0.154717
2024-01-16 18:56:10.484000+00:00,2024-01-16 15:01:17.687000+00:00,2024-01-16 18:56:10.484000+00:00,42728.828,43434.0,42543.012,43030.23,11696.753232,503859302.75,43076.852,14092.8,372430,0.007054,0.020852,0.54683,259607329.99,244251972.76,0.030475
2024-01-17 02:56:10.816000+00:00,2024-01-16 18:56:10.580000+00:00,2024-01-17 02:56:10.816000+00:00,43030.23,43578.012,42918.109,43021.09,10876.875973,470039892.22,43214.604,28800.2,349828,-0.000212,0.015336,0.156054,229150000.63,240889891.59,-0.024976
2024-01-17 10:56:11.420000+00:00,2024-01-17 02:56:10.860000+00:00,2024-01-17 10:56:11.420000+00:00,43021.102,43025.711,42564.0,42814.012,7757.784572,331942761.68,42788.345,28800.6,241614,-0.004814,0.010732,0.54149,162104106.5,169838655.19,-0.023301
2024-01-17 16:21:10.883000+00:00,2024-01-17 10:56:11.625000+00:00,2024-01-17 16:21:10.883000+00:00,42814.0,42926.02,42365.578,42411.109,11453.769054,488193210.37,42622.931,19499.3,401241,-0.00941,0.01309,0.081242,243756709.09,244436501.28,-0.001392
2024-01-18 00:03:53.697000+00:00,2024-01-17 16:21:10.931000+00:00,2024-01-18 00:03:53.697000+00:00,42411.109,42876.48,42200.691,42783.641,11468.485933,488314330.56,42578.797,27762.8,453017,0.008784,0.015934,0.86262,253870612.13,234443718.43,0.039784
2024-01-18 08:03:54.430000+00:00,2024-01-18 00:03:53.697000+00:00,2024-01-18 08:03:54.430000+00:00,42783.488,42930.0,42502.191,42903.078,5984.575073,255692613.39,42725.275,28800.7,201632,0.002795,0.009999,0.93707,119548366.65,136144246.73,-0.064906
2024-01-18 16:03:55.245000+00:00,2024-01-18 08:03:54.818000+00:00,2024-01-18 16:03:55.245000+00:00,42903.07,42910.82,42353.801,42581.078,10216.044948,435104507.23,42590.309,28800.4,358291,-0.007505,0.012983,0.408024,213435357.01,221669150.22,-0.018924
2024-01-18 18:26:59.977000+00:00,2024-01-18 16:03:55.592000+00:00,2024-01-18 18:26:59.977000+00:00,42581.078,42600.0,41370.0,41485.84,11163.565298,467527777.98,41879.791,8584.4,244125,-0.025721,0.028886,0.094179,217916806.61,249610971.37,-0.067791
2024-01-18 21:09:41.896000+00:00,2024-01-18 18:26:59.980000+00:00,2024-01-18 21:09:41.896000+00:00,41485.84,41637.949,40683.281,40937.301,11365.325305,467528010.21,41136.351,9761.9,229575,-0.013222,0.023012,0.266082,217745501.96,249782508.25,-0.068524
2024-01-19 04:41:01.173000+00:00,2024-01-18 21:09:41.897000+00:00,2024-01-19 04:41:01.173000+00:00,40937.301,41370.988,40752.262,41138.0,11362.99512,467527999.69,41144.786,27079.3,273512,0.004903,0.015114,0.623439,239711949.43,227816050.26,0.025444
2024-01-19 12:41:01.735000+00:00,2024-01-19 04:41:01.595000+00:00,2024-01-19 12:41:01.735000+00:00,41138.012,41576.0,41062.719,41357.641,9794.939671,405056668.75,41353.667,28800.1,255620,0.005339,0.012477,0.574581,214514168.79,190542499.96,0.059181
2024-01-19 16:34:42.895000+00:00,2024-01-19 12:41:02.259000+00:00,2024-01-19 16:34:42.895000+00:00,41357.648,41455.0,40480.0,40521.59,11292.980662,462707853.95,40973.049,14020.6,276772,-0.020215,0.023575,0.042656,216901290.96,245806562.98,-0.06247
2024-01-19 19:08:24.056000+00:00,2024-01-19 16:34:42.904000+00:00,2024-01-19 19:08:24.056000+00:00,40522.578,41979.0,40280.0,41678.0,11275.717385,462731648.14,41037.89,9221.2,325843,0.028513,0.041927,0.822837,238853214.28,223878433.86,0.032362
2024-01-20 01:32:05.783000+00:00,2024-01-19 19:08:24.938000+00:00,2024-01-20 01:32:05.783000+00:00,41678.0,42196.859,41456.301,41674.0,11083.592102,462711287.62,41747.412,23020.8,320522,-9.6e-05,0.017769,0.293966,237205959.92,225505327.7,0.025287
2024-01-20 09:32:05.918000+00:00,2024-01-20 01:32:05.794000+00:00,2024-01-20 09:32:05.918000+00:00,41673.879,41774.0,41500.0,41501.102,5059.29075,210550612.47,41616.626,28800.1,211262,-0.004146,0.006575,0.00402,99204853.25,111345759.22,-0.057663
2024-01-20 17:32:06.653000+00:00,2024-01-20 09:32:06.332000+00:00,2024-01-20 17:32:06.653000+00:00,41501.109,41700.0,41459.02,41576.141,5414.757067,225133249.17,41577.719,28800.3,228121,0.001808,0.005807,0.486019,107479604.85,117653644.32,-0.045191
2024-01-21 01:32:06.796000+00:00,2024-01-20 17:32:06.680000+00:00,2024-01-21 01:32:06.796000+00:00,41576.141,41872.559,41526.359,41655.289,4505.959402,187907418.57,41701.978,28800.1,186198,0.001904,0.008327,0.372415,87053012.76,100854405.81,-0.073448
2024-01-21 09:32:07.101000+00:00,2024-01-21 01:32:07.071000+00:00,2024-01-21 09:32:07.101000+00:00,41655.289,41737.398,41564.289,41706.23,2852.83194,118877167.98,41669.881,28800.0,150160,0.001223,0.004156,0.819952,55835536.27,63041631.7,-0.060618
2024-01-21 17:32:11.800000+00:00,2024-01-21 09:32:08.432000+00:00,2024-01-21 17:32:11.800000+00:00,41706.23,41881.391,41525.0,41674.41,5249.0014,219076037.0,41736.708,28803.4,215973,-0.000763,0.008545,0.419231,109691825.8,109384211.21,0.001404
2024-01-22 01:32:12.489000+00:00,2024-01-21 17:32:12.457000+00:00,2024-01-22 01:32:12.489000+00:00,41674.41,41811.102,41263.602,41364.48,5299.738849,220428903.6,41592.409,28800.0,208181,-0.007437,0.013138,0.184254,100565759.52,119863144.07,-0.087545
2024-01-22 07:10:39.887000+00:00,2024-01-22 01:32:12.997000+00:00,2024-01-22 07:10:39.887000+00:00,41364.488,41471.102,40684.0,41116.52,8782.09316,361045463.54,41111.55,20306.9,309497,-0.005995,0.019028,0.549509,176704188.4,184341275.14,-0.021153
2024-01-22 11:30:51.489000+00:00,2024-01-22 07:10:39.888000+00:00,2024-01-22 11:30:51.489000+00:00,41116.52,41189.82,40364.629,40812.891,8851.183801,361049391.9,40791.085,15611.6,333359,-0.007385,0.02007,0.543222,178967808.57,182081583.33,-0.008624
2024-01-22 15:35:54.652000+00:00,2024-01-22 11:30:51.521000+00:00,2024-01-22 15:35:54.652000+00:00,40812.898,41244.059,40350.0,40598.012,8856.121691,361075573.3,40771.298,14703.1,372671,-0.005265,0.021906,0.2774,176938564.07,184137009.23,-0.019936
2024-01-22 19:01:19.809000+00:00,2024-01-22 15:35:54.652000+00:00,2024-01-22 19:01:19.809000+00:00,40598.012,40874.988,40119.109,40417.219,8907.809991,361049506.98,40531.793,12325.2,292974,-0.004453,0.018619,0.394388,175214572.44,185834934.54,-0.029415
2024-01-22 20:18:49.711000+00:00,2024-01-22 19:01:19.809000+00:00,2024-01-22 20:18:49.711000+00:00,40417.219,40570.828,39431.578,40114.012,9048.205594,361051890.13,39903.148,4649.9,179767,-0.007502,0.028187,0.59902,161623916.77,199427973.36,-0.104705
2024-01-23 00:06:17.029000+00:00,2024-01-22 20:18:49.725000+00:00,2024-01-23 00:06:17.029000+00:00,40114.012,40343.18,39480.0,39561.109,9039.725261,361057832.85,39941.24,13647.3,180135,-0.013783,0.021518,0.093966,179170743.22,181887089.62,-0.007523
2024-01-23 08:06:17.040000+00:00,2024-01-23 00:06:17.029000+00:00,2024-01-23 08:06:17.040000+00:00,39561.109,40176.738,39523.551,39855.699,8395.305865,335143636.87,39920.361,28800.0,208236,0.007446,0.016511,0.508504,180090973.68,155052663.18,0.074709
2024-01-23 09:59:31.421000+00:00,2024-01-23 08:06:17.042000+00:00,2024-01-23 09:59:31.421000+00:00,39855.711,39855.711,38907.672,38965.578,9148.108895,359053183.27,39248.897,6794.4,202873,-0.022334,0.023787,0.06108,165808055.89,193245127.38,-0.076415
2024-01-23 12:49:33.094000+00:00,2024-01-23 09:59:31.910000+00:00,2024-01-23 12:49:33.094000+00:00,38965.578,39150.0,38657.0,38910.012,9228.362766,359054966.74,38907.765,10201.2,296727,-0.001426,0.012652,0.513208,184170667.73,174884299.01,0.025863
2024-01-23 15:40:42.509000+00:00,2024-01-23 12:49:33.094000+00:00,2024-01-23 15:40:42.509000+00:00,38910.07,39211.0,38555.0,39211.0,9242.328822,359297394.5,38875.201,10269.4,371810,0.007734,0.016859,1.0,197044196.95,162253197.55,0.096831
2024-01-23 17:37:37.931000+00:00,2024-01-23 15:40:42.509000+00:00,2024-01-23 17:37:37.931000+00:00,39211.0,39634.289,38925.199,39486.93,9146.621785,359141745.62,39264.961,7015.4,250580,0.007037,0.018084,0.792185,220645237.53,138496508.09,0.228736
2024-01-23 22:35:31.373000+00:00,2024-01-23 17:37:37.931000+00:00,2024-01-23 22:35:31.373000+00:00,39486.93,39654.34,38981.102,39462.129,9139.597175,359092694.46,39289.773,17873.4,272648,-0.000628,0.01705,0.714498,178981394.34,180111300.11,-0.003147
2024-01-24 02:16:49.786000+00:00,2024-01-23 22:35:31.373000+00:00,2024-01-24 02:16:49.786000+00:00,39462.16,40250.0,39419.988,39838.23,9008.911777,359076386.88,39857.909,13278.4,202030,0.00953,0.021033,0.503899,202108415.14,156967971.74,0.125713
2024-01-24 08:25:48.306000+00:00,2024-01-24 02:16:49.786000+00:00,2024-01-24 08:25:48.306000+00:00,39838.23,40191.969,39557.012,39968.0,9017.545132,359076747.9,39819.789,22138.5,269670,0.003257,0.015938,0.647269,202541926.0,156534821.91,0.128126
2024-01-24 13:58:32.430000+00:00,2024-01-24 08:25:48.312000+00:00,2024-01-24 13:58:32.430000+00:00,39968.148,40555.0,39859.512,39964.84,8946.4913,359083740.25,40136.823,19964.1,393785,-8.3e-05,0.017401,0.151445,178035201.43,181048538.82,-0.008392
