,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,vwap,bar_volatility,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
177,binance,btc,2024-03-20 17:20:00+00,2024-03-20 12:43:00+00,2024-03-20 17:20:00+00,64056.5,64872.0,62057.7,64657.8,146325.315,9296034300.23,63529.91,0.35195655,277,278,0.009387,0.043935,0.923889,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.1679134679077346,-1.605858708236064,0.615819209039548,1.068382391131194,0.0551841305818653,0.0594342659235684,0.1308474576271186,0.0154959714581749,0.0165556231462239,0.05,-0.0805837050236796,2.195071942704479e-06,0.9538801037884048,0.046119896211595,4.910748136278206e-06,0.3382944597537532,0.1383459951291667,0.000728292427095,2026-04-24 09:31:24.260589+00
178,binance,btc,2024-03-20 22:07:00+00,2024-03-20 17:21:00+00,2024-03-20 22:07:00+00,64657.9,68056.2,63889.9,67843.2,158761.177,10465533007.55,65919.98,0.35239128,286,287,0.049264,0.064436,0.948876,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3428571953176982,-1.4235011276289578,0.9213483146067416,0.7425536278704168,0.2143232185780074,0.1823575806071062,0.1858426966292135,0.0211513923087675,0.0157060431676411,0.06,0.0274746654786883,5.463007470021229e-06,0.8925930273326034,0.1074069726673966,1.0882062252499378e-05,0.7019794263180689,0.0336750950596272,0.0016124546026006,2026-04-24 09:31:24.260589+00
179,binance,btc,2024-03-21 05:39:00+00,2024-03-20 22:08:00+00,2024-03-21 05:39:00+00,67843.2,68293.9,66129.0,66487.8,109283.496,7362751502.52,67372.95,0.35401765,451,452,-0.019978,0.03191,0.165735,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.340864766754108,-1.3315372228025109,0.8938547486033519,0.8077948622798258,0.1019517002301115,0.0919639048264469,0.1808938547486033,0.0200659726138418,0.0162091896648886,0.07,-0.0752728010691805,8.652218756513522e-06,0.8399271468050957,0.1600728531949043,6.2044256670444975e-06,0.6724470702852517,0.0384468252560185,0.0009199769898396,2026-04-24 09:31:24.260589+00
180,binance,btc,2024-03-21 14:24:00+00,2024-03-21 05:40:00+00,2024-03-21 14:24:00+00,66487.9,67774.3,66381.0,67313.5,111008.293,7455034327.63,67157.45,0.35288077,524,525,0.012417,0.020956,0.669274,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3384441981136593,-1.222721841321934,0.85,0.7913334269305243,0.1163951963808455,0.1088153814805767,0.173,0.0194322480354789,0.0153773875100128,0.08,0.0322544790377375,1.4907827989484084e-05,0.7528013666437774,0.2471986333562226,6.6690663377382896e-06,0.6224593312018545,0.0474258731775667,0.0009888051011074,2026-04-24 09:31:24.260589+00
181,binance,btc,2024-03-21 20:29:00+00,2024-03-21 14:25:00+00,2024-03-21 20:29:00+00,67313.5,67353.3,64550.1,65638.8,127879.087,8422921124.44,65866.29,0.35265154,364,365,-0.024879,0.041644,0.388378,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3379201653528304,-1.197876947681642,0.7734806629834254,0.9016514760630436,0.0251931595903035,0.024844893640292,0.1592265193370166,0.0184350491548337,0.0166219893719157,0.09,-0.0709709688660362,1.6879653129568108e-05,0.7289663795373686,0.2710336204626313,4.226913801394232e-06,0.5293171619438052,0.0680267365254918,0.0006269389831355,2026-04-24 09:31:24.260589+00
182,binance,btc,2024-03-22 05:46:00+00,2024-03-21 20:30:00+00,2024-03-22 05:46:00+00,65638.7,66356.0,65012.8,66291.9,78137.653,5133572905.13,65699.09,0.35280183,556,557,0.009951,0.020464,0.952278,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.2818628242806054,-1.148386648355831,0.7087912087912088,0.887541579528472,0.0484206450724896,0.049490299325811,0.1475824175824175,0.0177670590003604,0.0157690036975096,0.1,0.0361261280205674,2.161863549902796e-05,0.67741845825164,0.32258154174836,4.747456665751188e-06,0.4486704783981237,0.0916247573664338,0.0007040922912181,2026-04-24 09:31:24.260589+00
183,binance,btc,2024-03-22 14:02:00+00,2024-03-22 05:47:00+00,2024-03-22 14:02:00+00,66291.9,66691.9,62850.0,63364.0,146487.558,9477028040.26,64695.11,0.35384696,495,496,-0.044167,0.057954,0.133788,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3384632842283189,-1.2168821106759145,0.9016393442622952,1.2271745873858688,0.0774802802322134,-0.0684954623200835,0.1822950819672131,0.01685531212912,0.0206844108300303,0.11,-0.0674864847814893,1.534952693420846e-05,0.7473277318359649,0.2526722681640351,5.489880394562211e-06,0.6809620944962395,0.0370334641361711,0.0008141116476797,2026-04-24 09:31:24.260589+00
184,binance,btc,2024-03-22 19:52:00+00,2024-03-22 14:03:00+00,2024-03-22 19:52:00+00,63364.1,64413.3,62614.5,64144.5,142574.121,9052333428.53,63492.12,0.354226,349,350,0.012316,0.028388,0.850567,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3389334026082655,-1.234378370024774,0.8532608695652174,1.192715759294089,0.0187072880320847,-0.0174962593488594,0.1735869565217391,0.0164523314228758,0.019622955084465,0.12,0.0392621636966595,1.4063807366589176e-05,0.7634868062739133,0.2365131937260867,4.092037065462458e-06,0.6262831939586444,0.0466947086100749,0.0006069460260009,2026-04-24 09:31:24.260589+00
185,binance,btc,2024-03-23 04:11:00+00,2024-03-22 19:53:00+00,2024-03-23 04:11:00+00,64144.6,64418.0,62294.0,63887.7,109969.256,6974502322.16,63422.29,0.35368359,498,499,-0.004005,0.033113,0.75033,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.339399019957478,-1.2513145211477936,0.7891891891891892,1.1954817140289753,0.0172046203631318,-0.0169361511230197,0.162054054054054,0.015608052034874,0.0186591409188527,0.13,-0.0646640526730063,1.2921919174262712e-05,0.7784355367401807,0.2215644632598192,4.061407540417126e-06,0.5488303503555247,0.0632130007704332,0.0006024056602461,2026-04-24 09:31:24.260589+00
186,binance,btc,2024-03-23 15:25:00+00,2024-03-23 04:12:00+00,2024-03-23 15:25:00+00,63887.7,65473.8,63750.0,64838.2,110637.226,7151088619.21,64635.47,0.3533419,673,674,0.014878,0.026982,0.63128,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.2634603160325028,-1.2213131053892496,0.6935483870967742,1.1401198760521367,0.0289655558319921,0.0300014157585439,0.1448387096774193,0.0155261000211394,0.0177016153456865,0.14,0.0418023525942942,1.5013203056283268e-05,0.7514882652003256,0.2485117347996743,4.307398087034617e-06,0.4299002686189643,0.0981685327621362,0.0006388688968404,2026-04-24 09:31:24.260589+00
187,binance,btc,2024-03-24 03:05:00+00,2024-03-23 15:26:00+00,2024-03-24 03:05:00+00,64838.3,66050.0,63861.9,64134.6,99451.756,6465341173.59,65009.82,0.35362297,699,700,-0.010853,0.033747,0.124629,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.1729340719654373,-1.218290850962201,0.6256684491978609,1.1639356006433212,0.0028351971434076,0.0030222544270486,0.1326203208556149,0.0147293517739167,0.017144017020454,0.15,-0.0623778826651351,1.5241790972679044e-05,0.7486554683418696,0.2513445316581304,3.779844094085881e-06,0.3494045151108925,0.1325794026487013,0.0005606662004075,2026-04-24 09:31:24.260589+00
188,binance,btc,2024-03-24 14:22:00+00,2024-03-24 03:06:00+00,2024-03-24 14:22:00+00,64134.6,65900.0,63822.0,65896.7,100976.307,6554572059.51,64911.98,0.35397507,676,677,0.027475,0.032401,0.998412,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.0886548162443495,-1.1426316895984152,0.5638297872340425,0.9921591829418072,0.0682175422394449,0.0756591613637858,0.1214893617021276,0.0163927752614839,0.0162642426087985,0.16,0.0438599056013783,2.2249729694907525e-05,0.6710986853668642,0.3289013146331357,5.241423007198456e-06,0.282752084009691,0.172337751459217,0.0007772955656007,2026-04-24 09:31:24.260589+00
189,binance,btc,2024-03-24 23:26:00+00,2024-03-24 14:23:00+00,2024-03-24 23:26:00+00,65896.7,67700.0,64635.0,67459.8,117728.272,7778010574.8,66067.48,0.35353978,543,544,0.02372,0.046512,0.921631,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.1733391616979714,-1.0198822801855223,0.6296296296296297,0.8956027808094784,0.1166220408650638,0.1227494094128927,0.1333333333333333,0.0172281903980942,0.0154296153184086,0.17,0.1394739150412405,4.110205228263776e-05,0.5248324028191098,0.4751675971808901,6.676634783141716e-06,0.3539201336244165,0.1303182110421003,0.0009899261514364,2026-04-24 09:31:24.260589+00
190,binance,btc,2024-03-25 10:58:00+00,2024-03-24 23:27:00+00,2024-03-25 10:58:00+00,67460.0,67780.0,66427.6,67059.3,105486.026,7076909841.3,67088.6,0.35370563,691,692,-0.00594,0.020047,0.467096,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.0771929824535671,-0.9352577230251928,0.5578947368421052,0.9029826178591068,0.0766525919990573,0.0846245571603296,0.1204210526315789,0.0163440964863062,0.0147584351220449,0.18,0.0255265235371164,6.275003845441009e-05,0.4197715221615578,0.5802284778384421,5.467207918467538e-06,0.2767728300617841,0.1766117986322476,0.0008107521823412,2026-04-24 09:31:24.260589+00
191,binance,btc,2024-03-25 18:32:00+00,2024-03-25 10:59:00+00,2024-03-25 18:32:00+00,67059.3,70888.0,66802.9,70430.9,214229.134,14821088090.88,69183.35,0.35431947,453,454,0.050278,0.060918,0.888106,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3333333333222222,-0.7413055923998956,0.93717277486911,0.6383586818066345,0.2332414287356317,0.1939521306252972,0.1886910994764398,0.0219329371415227,0.0140010809056461,0.19,0.1229738711834048,0.0001654745005586,0.2152657121725518,0.7847342878274481,1.1961650490993208e-05,0.718263422684449,0.0311932367029802,0.0017721415120151,2026-04-24 09:31:24.260589+00
192,binance,btc,2024-03-26 05:35:00+00,2024-03-25 18:33:00+00,2024-03-26 05:35:00+00,70431.0,71228.3,69608.9,70455.2,121659.29,8569144023.46,70435.59,0.35390388,662,663,0.000344,0.022993,0.522601,BEAR,NORMAL_VOL,STABLE,BEAR_NORMAL_VOL_STABLE,0.3333333333222222,-0.5871243004200568,0.9114583333333334,0.63834990909673,0.1746713538320108,0.1541812919798387,0.1840625,0.0208076970901435,0.0132825916098404,0.2,0.2106764840650643,0.0003576415938026,0.1126075567990884,0.8873924432009116,8.92501851404173e-06,0.6915320748037723,0.0353218875874574,0.0013228497653509,2026-04-24 09:31:24.260589+00
193,binance,btc,2024-03-26 14:50:00+00,2024-03-26 05:36:00+00,2024-03-26 14:50:00+00,70455.2,71649.0,69320.0,70124.3,165624.482,11699789486.32,70640.46,0.35372352,554,555,-0.004697,0.033056,0.345341,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4773232267480215,0.8549222797927462,0.6427893088268493,0.1175702640430982,0.1098010736720352,0.1738860103626943,0.0197399147003135,0.0126886061907944,0.01,0.0896088356585579,0.0006191051489679,0.0682820088356124,0.9317179911643876,6.708364427579043e-06,0.6282254318452093,0.0463263152888123,0.0009946259703,2026-04-24 09:31:24.260589+00
194,binance,btc,2024-03-27 00:33:00+00,2024-03-26 14:51:00+00,2024-03-27 00:33:00+00,70124.3,70580.0,69420.0,70296.6,104902.71,7343465663.24,70002.63,0.35506884,582,583,0.002457,0.016542,0.75569,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.3847643176938104,0.7938144329896907,0.642238102359188,0.0940244694768532,0.0925589090542111,0.1628865979381443,0.018742999925269,0.012037468768747,0.02,0.1806479520927021,0.0009830946391002,0.0441006370150886,0.9558993629849114,5.963317430103506e-06,0.5545500489267078,0.061857287542106,0.0008842574530418,2026-04-24 09:31:24.260589+00
195,binance,btc,2024-03-27 13:35:00+00,2024-03-27 00:34:00+00,2024-03-27 13:35:00+00,70296.6,71888.0,69466.4,71050.0,157880.642,11135603846.62,70531.79,0.35761445,781,782,0.010717,0.034448,0.653948,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2837606837512251,-0.2853320378639162,0.7128205128205128,0.6309978800322873,0.0976236528650851,0.0994322798298941,0.1483076923076923,0.0180979142244199,0.0114197455717149,0.03,0.2625831568834319,0.0016152319228532,0.0272959957556241,0.972704004244376,6.071603575548835e-06,0.4536590179754793,0.0899617080423206,0.000900300068057,2026-04-24 09:31:24.260589+00
196,binance,btc,2024-03-27 19:14:00+00,2024-03-27 13:36:00+00,2024-03-27 19:14:00+00,71050.0,71170.0,68364.8,68983.4,210118.976,14598391129.57,69476.79,0.35475864,338,339,-0.029087,0.039482,0.220519,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1496598639405895,-0.2842270028485859,0.6122448979591837,0.8329087479354845,0.0010328007611063,0.0011050350153303,0.130204081632653,0.017169188954258,0.0143003677582496,0.04,0.1363248411950887,0.0016241665271381,0.027149679766308,0.972850320233692,3.7459333660236434e-06,0.3343055224346832,0.1404902001797359,0.0005556389808656,2026-04-24 09:31:24.260589+00
197,binance,btc,2024-03-28 07:54:00+00,2024-03-27 19:15:00+00,2024-03-28 07:54:00+00,68983.5,70564.0,68502.9,70396.9,104731.049,7287421593.85,69582.25,0.35471348,759,760,0.020489,0.029878,0.918927,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2064297800269599,-0.2343727856858793,0.6548223350253807,0.7749839067525465,0.0476202266966433,0.0498542171627065,0.1378680203045685,0.017505550570181,0.0135665200482315,0.05,0.2226923570755798,0.0020829937968937,0.0212871211273524,0.9787128788726476,4.728494966362722e-06,0.383223506354637,0.1166945037586553,0.000701282052447,2026-04-24 09:31:24.260589+00
198,binance,btc,2024-03-28 18:14:00+00,2024-03-28 07:55:00+00,2024-03-28 18:14:00+00,70396.8,71636.2,70344.9,70980.9,143989.919,10214172749.15,70936.72,0.35514545,619,620,0.008297,0.018343,0.492527,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1144781144742985,-0.1761573425490712,0.5858585858585859,0.7655687834084818,0.0536236849420075,0.0582154431368081,0.1254545454545454,0.0168114625162304,0.0128703309824247,0.06,0.3004231213680218,0.0027848106193073,0.0159972275220392,0.9840027724779608,4.872582626997522e-06,0.3056135890229939,0.157189119403783,0.0007226363234206,2026-04-24 09:31:24.260589+00
199,binance,btc,2024-03-29 11:20:00+00,2024-03-28 18:15:00+00,2024-03-29 11:20:00+00,70980.9,71138.0,69612.8,70276.1,110460.848,7773427740.34,70372.7,0.35501026,1025,1026,-0.009929,0.021487,0.434894,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.003350083751982,-0.159565390553045,0.5025125628140703,0.7907243509026183,0.0145909997050416,0.0165919519960261,0.1104522613065326,0.0159487537049501,0.0126110680001248,0.07,0.1703808092312196,0.0030249627550127,0.0147424346688836,0.9852575653311164,4.008678146919308e-06,0.2248823956331121,0.220533033545658,0.0005945892258631,2026-04-24 09:31:24.260589+00
200,binance,btc,2024-03-30 03:33:00+00,2024-03-29 11:21:00+00,2024-03-30 03:33:00+00,70276.1,70704.8,69000.0,69990.7,121831.272,8506531446.5,69822.23,0.35485583,972,973,-0.004061,0.024259,0.581124,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0866666666637777,-0.1612141051649248,0.435,0.7952853236113111,0.0013869729467675,-0.0016487146118797,0.0983,0.0151303162646074,0.0120329185463683,0.08,0.0533427283080976,0.0030002032616729,0.0148626535787272,0.9851373464212728,3.752572745142262e-06,0.1715047699754008,0.2839402061842902,0.0005566232637892,2026-04-24 09:31:24.260589+00
201,binance,btc,2024-03-31 03:14:00+00,2024-03-30 03:34:00+00,2024-03-31 03:14:00+00,69990.7,70388.0,69577.2,69924.9,89897.116,6295169997.54,70026.38,0.354998,1420,1421,-0.00094,0.011584,0.428836,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1890547263618574,-0.1694429029006218,0.3582089552238806,0.7955552304730509,0.0066341788241833,-0.0082287977356969,0.0844776119402985,0.014353878334455,0.011419303066105,0.09,-0.051991544522712,0.0028796161219834,0.0154772548256393,0.9845227451743608,3.852327841546138e-06,0.1235801607916684,0.3679445741986375,0.0005714116494341,2026-04-24 09:31:24.260589+00
202,binance,btc,2024-03-31 23:36:00+00,2024-03-31 03:15:00+00,2024-03-31 23:36:00+00,69924.8,71405.6,69790.4,71388.0,114172.894,8070356362.2,70685.4,0.35493932,1221,1222,0.020925,0.023099,0.989104,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0990099009867987,-0.1246367499471284,0.4257425742574257,0.7169618132320731,0.0383161859477415,0.0448061529534934,0.0966336633663366,0.0151100125872228,0.0108333020941909,0.1,0.0532076099295591,0.0036001118750182,0.0124093722929644,0.9875906277070357,4.513563498049214e-06,0.1650274358963051,0.2934445745850226,0.0006694268086351,2026-04-24 09:31:24.260589+00
203,binance,btc,2024-04-01 14:04:00+00,2024-03-31 23:37:00+00,2024-04-01 14:04:00+00,71388.0,71495.5,68895.5,69778.8,146217.299,10222386795.42,69912.29,0.35622954,867,868,-0.022542,0.036421,0.339731,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2003284072182813,-0.1549647966032568,0.3497536945812808,0.8757915527176771,0.0248386489479763,-0.0303280466561284,0.0829556650246305,0.0143346165748313,0.0125541361952632,0.11,-0.0521131510633967,0.0030951344976829,0.0144120171518501,0.9855879828481496,4.219428039789406e-06,0.1190736802028655,0.3778301258538263,0.000625829379607,2026-04-24 09:31:24.260589+00
204,binance,btc,2024-04-02 01:11:00+00,2024-04-01 14:05:00+00,2024-04-02 01:11:00+00,69778.8,69949.0,68103.3,69490.3,153916.507,10627906194.38,69049.81,0.3553624,666,667,-0.004134,0.026451,0.751476,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2810457516246187,-0.1954065628885979,0.2892156862745098,0.8810746661300616,0.03177643115589,-0.040441766285341,0.0720588235294117,0.0135990113285005,0.011981744454065,0.12,-0.1469018359570571,0.0025299241819738,0.0175850064701735,0.9824149935298264,4.368363026148703e-06,0.0907986987496488,0.4511368443987637,0.0006479053354596,2026-04-24 09:31:24.260589+00
205,binance,btc,2024-04-02 09:07:00+00,2024-04-02 01:12:00+00,2024-04-02 09:07:00+00,69490.0,69600.0,65600.0,65910.9,186688.537,12502217348.69,66968.32,0.35652796,475,476,-0.051505,0.057562,0.077725,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.3740803751159838,0.8926829268292683,1.5673444508916554,0.2070055324648142,-0.1786738122273859,0.1806829268292683,0.0129011549173481,0.0202205537265337,0.13,-0.2322116523613514,0.0010369833591419,0.0419027381460626,0.9580972618539376,1.0491104725663297e-05,0.671155229638394,0.03866401542402,0.0015546137428546,2026-04-24 09:31:24.260589+00
206,binance,btc,2024-04-02 15:44:00+00,2024-04-02 09:08:00+00,2024-04-02 15:44:00+00,65910.9,66577.0,64650.0,65637.0,182305.181,11961500630.09,65612.51,0.35612912,396,397,-0.004156,0.029236,0.512195,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.5342994897656943,0.8252427184466019,1.5710331438188423,0.1756203120816065,-0.1602191146497104,0.1685436893203883,0.0122391101956504,0.0192280479253213,0.14,-0.3089904871252162,0.0004657026303015,0.0887897414557338,0.911210258544266,8.967466106874928e-06,0.5929595437957166,0.0533420142359426,0.0013291329632863,2026-04-24 09:31:24.260589+00
207,binance,btc,2024-04-03 00:02:00+00,2024-04-02 15:45:00+00,2024-04-03 00:02:00+00,65637.0,66225.2,64603.2,65619.6,117781.256,7718160621.23,65529.62,0.35556243,497,498,-0.000265,0.024712,0.626634,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2995169082025765,-0.6669127758748232,0.7246376811594203,1.5710497373256025,0.137628386164822,-0.1326132861091289,0.1504347826086956,0.0116110394256133,0.018241520596792,0.15,-0.3780914384126946,0.0002400162509954,0.1590336114297858,0.8409663885702141,7.41603889300577e-06,0.4683395182420019,0.0852401967103051,0.0010994358330048,2026-04-24 09:31:24.260589+00
208,binance,btc,2024-04-03 11:10:00+00,2024-04-03 00:03:00+00,2024-04-03 11:10:00+00,65619.6,66696.5,64500.0,65744.0,126548.65,8339378727.6,65898.6,0.35700825,667,668,0.001896,0.033473,0.566356,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1666666666611111,-0.7690733745502909,0.625,1.5687325314250633,0.1006609597527977,-0.1021605986754676,0.1325,0.0110314699400204,0.017305425921221,0.16,-0.2402822945714252,0.0001440268366739,0.239643841223371,0.760356158776629,6.164513326858719e-06,0.3486451353339457,0.1329642401978292,0.0009140642592039,2026-04-24 09:31:24.260589+00
209,binance,btc,2024-04-03 20:44:00+00,2024-04-03 11:11:00+00,2024-04-03 20:44:00+00,65744.0,66940.0,65451.1,65569.6,129600.216,8569927160.08,66125.87,0.35586097,573,574,-0.002653,0.022647,0.079589,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0606060606040403,-0.8574007275999399,0.5454545454545454,1.5707844577244392,0.0829381237823563,-0.088327353049649,0.1181818181818182,0.0104653712850437,0.0164388427159408,0.17,-0.3162540651142826,9.261159076664089e-05,0.3289370920946765,0.6710629079053234,5.64175696211164e-06,0.2644965014150398,0.1858397111843156,0.000836615186539,2026-04-24 09:31:24.260589+00
210,binance,btc,2024-04-04 11:42:00+00,2024-04-03 20:45:00+00,2024-04-04 11:42:00+00,65569.5,66500.0,65100.0,66447.1,110458.071,7280448150.74,65911.42,0.35646029,897,898,0.013384,0.021351,0.962214,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0444444444429629,-0.8885761208423608,0.4666666666666667,1.4464591693402693,0.0279235048904286,-0.0311753932424209,0.104,0.0107816768767551,0.0155952555238923,0.18,-0.1846286586028544,7.924550604607567e-05,0.3642142375761051,0.6357857624238948,4.285013906319829e-06,0.1951846770138402,0.2528757327293304,0.0006355509937682,2026-04-24 09:31:24.260589+00
211,binance,btc,2024-04-04 20:32:00+00,2024-04-04 11:43:00+00,2024-04-04 20:32:00+00,66447.1,69329.7,66317.8,67952.9,204350.984,13888462969.17,67963.77,0.35721145,529,530,0.022662,0.045328,0.54288,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1484992101056345,-0.846687385772661,0.3886255924170616,1.1889927630198545,0.035863440804702,0.0418887350696998,0.0899526066350711,0.0124432702919659,0.0147949584443467,0.19,-0.0661657927425689,9.77072650480246e-05,0.3172230515055627,0.6827769484944373,4.458548672980655e-06,0.1410165933549555,0.3333376041191545,0.0006612726729353,2026-04-24 09:31:24.260589+00
212,binance,btc,2024-04-05 07:10:00+00,2024-04-04 20:33:00+00,2024-04-05 07:10:00+00,67953.1,68787.1,66376.0,66992.2,113211.299,7654203781.18,67609.89,0.3564318,637,638,-0.014141,0.035482,0.255568,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1572327043972746,-0.8520480666217783,0.3820754716981132,1.248675645362724,0.0046064918955856,-0.0053606808491173,0.0887735849056604,0.0118047226991162,0.0147402698595145,0.2,-0.159549213468312,9.512340959363268e-05,0.3230567002306622,0.6769432997693378,3.813468734553666e-06,0.1370959282112414,0.3406548482933029,0.0005656509582518,2026-04-24 09:31:24.260589+00
213,binance,btc,2024-04-05 15:14:00+00,2024-04-05 07:11:00+00,2024-04-05 15:14:00+00,66992.2,68585.9,65966.0,67950.3,159683.458,10710006837.5,67070.23,0.35679072,483,484,0.014302,0.039108,0.757395,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2472613458446531,-0.8129639521590739,0.3145539906103286,1.1589743028538284,0.0321590432514363,0.0390841144627044,0.0766197183098591,0.0120657098903296,0.0139838478244788,0.21,-0.0435942921214808,0.0001156507807584,0.2818749390997691,0.7181250609002309,4.376727930963591e-06,0.1018139549743548,0.4200008377921294,0.0006491451985347,2026-04-24 09:31:24.260589+00
214,binance,btc,2024-04-06 04:35:00+00,2024-04-05 15:15:00+00,2024-04-06 04:35:00+00,67950.3,68388.1,67326.6,67728.7,90154.655,6109012549.28,67761.48,0.35661823,800,801,-0.003261,0.015622,0.378804,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3115264797403946,-0.7893240034437994,0.2663551401869158,1.1624823553922712,0.0187120784337629,0.0236399487152745,0.0679439252336448,0.0114465374520786,0.0133063979346264,0.22,-0.1392348629093328,0.000130159467633,0.2585765797439772,0.7414234202560228,4.0921350787413086e-06,0.0817935175323959,0.4795674599820751,0.0006069605549275,2026-04-24 09:31:24.260589+00
215,binance,btc,2024-04-06 23:00:00+00,2024-04-06 04:36:00+00,2024-04-06 23:00:00+00,67728.6,69175.4,67525.0,69171.1,88062.065,5999571167.69,68128.89,0.35654669,1104,1105,0.021298,0.024368,0.997395,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.7068715731066794,0.2372093023255814,0.9907960975516156,0.0632564937291567,0.08245243033712,0.0626976744186046,0.0127408226676596,0.0126235574777939,0.23,-0.0253113766183995,0.0001965577173974,0.1876058918933129,0.8123941081066871,5.113008167977779e-06,0.0714946521680851,0.5159829248859388,0.0007582661707949,2026-04-24 09:31:24.260589+00
216,binance,btc,2024-04-07 15:11:00+00,2024-04-06 23:01:00+00,2024-04-07 15:11:00+00,69171.1,69839.3,68801.6,69710.5,103613.522,7187054301.22,69364.06,0.35681048,970,971,0.007798,0.015002,0.875879,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.6171476725560345,0.2037037037037037,0.9709484399432854,0.0675060524825531,0.0897239005506448,0.0566666666666666,0.0123340823790483,0.0119757581411638,0.24,0.0772197610434404,0.000307804346798,0.1285028359378247,0.8714971640621754,5.222810137472564e-06,0.0611410662700401,0.55761333862055,0.0007745374270553,2026-04-24 09:31:24.260589+00
217,binance,btc,2024-04-08 05:33:00+00,2024-04-07 15:12:00+00,2024-04-08 05:33:00+00,69710.5,70395.0,68881.3,69610.0,118893.16,8273521132.1,69587.86,0.35663468,861,862,-0.001442,0.021714,0.481403,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.5495961310876175,0.1382488479262673,0.971730976500738,0.0489160618395207,0.067551541468417,0.0448847926267281,0.0117011379497823,0.0113703583032849,0.25,-0.0305022150609036,0.0004314270273889,0.0951754226621536,0.9048245773378464,4.75923103497745e-06,0.0448409639766861,0.6361645983898827,0.0007058373161977,2026-04-24 09:31:24.260589+00
