datetime,datetime_start,datetime_end,open,high,low,close,volume,dollar_volume,vwap,bar_size,bar_volatility,duration_seconds,duration_minutes,tick_count,buy_dollar_volume,sell_dollar_volume,buy_sell_imbalance,bar_return,price_range,close_position
2024-01-01 08:00:00.001000+00:00,2024-01-01 00:00:00+00:00,2024-01-01 08:00:00.001000+00:00,42283.578,42775.0,42180.77,42492.461,6655.083191,282461814.57,42443.018,282461785.39,0.34273263,28800.0,480.0,233460,145414533.68,137047280.89,0.029623,0.00494,0.014053,0.524529
2024-01-01 16:00:00.005000+00:00,2024-01-01 08:00:00.005000+00:00,2024-01-01 16:00:00.005000+00:00,42492.461,42847.07,42452.578,42783.039,5885.254089,251104921.69,42666.794,251104921.69,0.26397291,28800.0,480.0,231396,128837210.32,122267711.37,0.026162,0.006838,0.009284,0.837687
2024-01-02 00:00:00.006000+00:00,2024-01-01 16:00:00.005000+00:00,2024-01-02 00:00:00.006000+00:00,42783.039,44184.102,42664.422,44179.551,14633.98183,636429832.52,43489.861,636429832.52,0.74131531,28800.0,480.0,398560,343100635.35,293329197.17,0.078204,0.032642,0.035521,0.997005
2024-01-02 03:58:09.389000+00:00,2024-01-02 00:00:00.006000+00:00,2024-01-02 03:58:09.389000+00:00,44179.539,45500.0,44148.34,45373.422,17044.236382,765741434.38,44926.708,765741434.38,1.32504507,14289.4,238.1564,404793,436435994.31,329305440.06,0.139904,0.027023,0.030595,0.906354
2024-01-02 11:32:29.646000+00:00,2024-01-02 03:58:09.399000+00:00,2024-01-02 11:32:29.646000+00:00,45373.012,45879.629,45121.961,45529.102,16832.775172,765738369.47,45490.916,765738369.47,1.00203083,27260.2,454.3374,444244,377243420.49,388494948.98,-0.014694,0.00344,0.016699,0.53736
2024-01-02 16:39:13.043000+00:00,2024-01-02 11:32:29.646000+00:00,2024-01-02 16:39:13.043000+00:00,45529.0,45800.0,44833.328,45091.109,16901.077687,765739579.65,45307.145,765739579.65,1.13753094,18403.4,306.7233,438048,379295152.49,386444427.15,-0.009336,-0.009618,0.021232,0.266669
2024-01-03 00:39:13.304000+00:00,2024-01-02 16:39:13.100000+00:00,2024-01-03 00:39:13.304000+00:00,45091.102,45399.84,44600.0,45006.25,15278.859367,688070386.58,45034.146,688070386.58,1.10300654,28800.2,480.0034,480593,352851647.64,335218738.94,0.025627,-0.001882,0.017738,0.507914
2024-01-03 08:39:13.859000+00:00,2024-01-03 00:39:13.365000+00:00,2024-01-03 08:39:13.859000+00:00,45006.262,45410.91,44940.93,45150.301,9522.48268,430493778.59,45208.145,430493778.59,0.42433275,28800.5,480.0082,284820,198749577.97,231744200.62,-0.076644,0.0032,0.010443,0.445489
2024-01-03 12:09:27.627000+00:00,2024-01-03 08:39:14.125000+00:00,2024-01-03 12:09:27.627000+00:00,45150.309,45500.0,41500.0,41500.0,17373.280084,765871468.54,44083.297,765871468.54,15.71951201,12613.5,210.225,461517,325283316.98,440588151.56,-0.150554,-0.080848,0.088593,0.0
2024-01-03 13:28:33.366000+00:00,2024-01-03 12:09:27.628000+00:00,2024-01-03 13:28:33.366000+00:00,41500.0,42820.922,40750.0,42477.012,18169.48349,765772273.79,42146.067,765772273.79,25.34507728,4745.7,79.0956,449985,376538518.6,389233755.18,-0.016578,0.023542,0.049902,0.833934
2024-01-03 16:40:47.698000+00:00,2024-01-03 13:28:33.366000+00:00,2024-01-03 16:40:47.698000+00:00,42476.52,43567.922,42050.0,43036.0,17931.809241,765761617.24,42704.091,765761617.24,2.49265427,11534.3,192.2389,401939,394289003.08,371472614.17,0.029796,0.013172,0.035736,0.649572
2024-01-04 00:12:06.427000+00:00,2024-01-03 16:40:47.699000+00:00,2024-01-04 00:12:06.427000+00:00,43035.879,43080.0,42000.0,42909.051,17929.966685,765787318.47,42709.913,765787318.47,3.40072403,27078.7,451.3121,454741,389429550.03,376357768.44,0.01707,-0.002947,0.025095,0.841714
2024-01-04 08:12:06.599000+00:00,2024-01-04 00:12:06.427000+00:00,2024-01-04 08:12:06.599000+00:00,42909.051,43273.078,42613.77,42869.801,10710.436187,460550759.69,43000.187,460550759.69,0.87717011,28800.2,480.0029,333869,210585491.72,249965267.97,-0.085506,-0.000915,0.015365,0.388333
2024-01-04 15:53:02.990000+00:00,2024-01-04 08:12:06.884000+00:00,2024-01-04 15:53:02.990000+00:00,42869.801,44329.988,42616.281,44022.691,17647.170296,765765908.98,43393.127,765765908.98,1.46381324,27656.1,460.9351,563699,383304218.43,382461690.55,0.0011,0.026893,0.039975,0.820683
2024-01-04 22:47:07.281000+00:00,2024-01-04 15:53:02.996000+00:00,2024-01-04 22:47:07.281000+00:00,44022.57,44729.578,43777.859,44224.75,17331.123378,765766827.28,44184.489,765766827.28,2.74395527,24844.3,414.0714,466156,386834099.51,378932727.77,0.010318,0.004593,0.021619,0.469562
2024-01-05 06:47:08.192000+00:00,2024-01-04 22:47:07.333000+00:00,2024-01-05 06:47:08.192000+00:00,44224.762,44366.078,42450.0,43700.0,16892.967555,737047099.0,43630.41,737047099.0,6.16642172,28800.9,480.0143,502300,353284716.03,383762382.97,-0.041351,-0.011866,0.043326,0.652374
2024-01-05 14:47:08.426000+00:00,2024-01-05 06:47:08.328000+00:00,2024-01-05 14:47:08.426000+00:00,43700.0,44324.801,43100.0,43571.82,15162.727475,665114953.95,43865.126,665114953.95,2.29697584,28800.1,480.0016,608443,332122264.15,332992689.8,-0.001309,-0.002933,0.028027,0.385222
2024-01-05 22:47:08.567000+00:00,2024-01-05 14:47:08.459000+00:00,2024-01-05 22:47:08.567000+00:00,43571.828,44357.461,43100.461,43824.719,15859.235151,691892295.1,43627.091,691892295.1,2.72097009,28800.1,480.0018,516368,354433847.69,337458447.41,0.024535,0.005804,0.028849,0.57618
2024-01-06 06:47:08.873000+00:00,2024-01-05 22:47:08.679000+00:00,2024-01-06 06:47:08.873000+00:00,43824.719,44318.609,43504.0,43611.102,7847.400932,344617738.39,43914.889,344617738.39,0.75173065,28800.2,480.0032,291360,167577438.88,177040299.51,-0.027459,-0.004874,0.018588,0.131476
2024-01-06 14:47:09.319000+00:00,2024-01-06 06:47:09.059000+00:00,2024-01-06 14:47:09.319000+00:00,43611.102,43920.078,43397.051,43804.281,5721.069698,249777950.02,43659.309,249777950.02,0.37999036,28800.3,480.0043,280058,132137477.2,117640472.82,0.05804,0.00443,0.011993,0.778603
2024-01-06 22:47:09.764000+00:00,2024-01-06 14:47:09.411000+00:00,2024-01-06 22:47:09.764000+00:00,43804.281,44148.578,43611.191,43825.871,5407.002191,237346857.59,43896.201,237346857.59,0.39779432,28800.4,480.0059,241644,125832581.67,111514275.92,0.060327,0.000493,0.012268,0.399488
2024-01-07 06:47:10.909000+00:00,2024-01-06 22:47:10.141000+00:00,2024-01-07 06:47:10.909000+00:00,43825.871,44259.289,43732.5,43988.141,5775.95742,254111877.69,43994.763,254111877.69,0.40059142,28800.8,480.0128,225083,128103470.19,126008407.5,0.008245,0.003703,0.01202,0.485281
2024-01-07 14:47:12.213000+00:00,2024-01-07 06:47:12.192000+00:00,2024-01-07 14:47:12.213000+00:00,43988.148,44480.59,43880.648,44374.898,7802.156478,344587568.7,44165.683,344587568.7,0.45489869,28800.0,480.0004,294404,179638541.5,164949027.2,0.042629,0.008792,0.013639,0.82383
2024-01-07 22:47:12.476000+00:00,2024-01-07 14:47:12.250000+00:00,2024-01-07 22:47:12.476000+00:00,44374.898,44431.102,43700.0,43936.871,7743.900115,341399577.65,44086.258,341399577.65,0.69163667,28800.2,480.0038,305401,166130858.03,175268719.63,-0.026766,-0.009871,0.016476,0.323992
2024-01-08 06:47:12.788000+00:00,2024-01-07 22:47:12.476000+00:00,2024-01-08 06:47:12.788000+00:00,43936.871,44341.801,43175.0,43992.379,15093.637104,659420283.32,43688.627,659420283.32,2.20350444,28800.3,480.0052,499939,327506422.56,331913860.76,-0.006684,0.001263,0.026556,0.70053
2024-01-08 13:15:45.027000+00:00,2024-01-08 06:47:13.050000+00:00,2024-01-08 13:15:45.027000+00:00,43992.371,45200.0,43641.73,45110.73,17208.854173,765771194.13,44498.674,765771194.13,1.75043295,23312.0,388.5329,514220,420591748.9,345179445.23,0.098479,0.025422,0.035421,0.942712
2024-01-08 18:05:09.460000+00:00,2024-01-08 13:15:45.027000+00:00,2024-01-08 18:05:09.460000+00:00,45110.719,46000.0,44667.219,46000.0,16961.486931,765772131.71,45147.7,765772131.71,2.31705264,17364.4,289.4072,432004,416545535.94,349226595.78,0.08791,0.019713,0.029545,1.0
2024-01-08 20:06:51.218000+00:00,2024-01-08 18:05:09.460000+00:00,2024-01-08 20:06:51.218000+00:00,46000.0,47248.988,45790.27,46899.98,16426.48512,765788081.89,46619.108,765788081.89,2.67281056,7301.8,121.696,332631,419743559.26,346044522.63,0.096239,0.019565,0.031711,0.760744
2024-01-09 01:52:56.585000+00:00,2024-01-08 20:06:51.399000+00:00,2024-01-09 01:52:56.585000+00:00,46899.988,47207.16,46230.0,46560.0,16352.600043,765874299.67,46835.017,765874299.67,1.25408592,20765.2,346.0864,336173,374003726.53,391870573.14,-0.023329,-0.007249,0.020835,0.337713
2024-01-09 09:52:56.793000+00:00,2024-01-09 01:52:56.585000+00:00,2024-01-09 09:52:56.793000+00:00,46560.0,46974.422,46407.898,46608.352,10767.772109,503238580.77,46735.627,503238580.77,0.68043668,28800.2,480.0035,350065,248873590.13,254364990.64,-0.010912,0.001038,0.012168,0.35383
2024-01-09 15:14:07.881000+00:00,2024-01-09 09:52:56.794000+00:00,2024-01-09 15:14:07.881000+00:00,46608.359,47051.211,45450.0,46592.422,16439.653301,765789528.89,46581.854,765789528.89,5.34770772,19271.1,321.1848,545010,390124753.76,375664775.13,0.018882,-0.000342,0.034355,0.713474
2024-01-09 21:17:15.067000+00:00,2024-01-09 15:14:07.881000+00:00,2024-01-09 21:17:15.067000+00:00,46592.199,47972.0,45930.0,46100.988,16317.716129,765787900.35,46929.846,765787900.35,9.23285046,21787.2,363.1198,555230,389688956.07,376098944.28,0.017746,-0.010543,0.043827,0.083736
2024-01-09 22:58:09.448000+00:00,2024-01-09 21:17:15.067000+00:00,2024-01-09 22:58:09.448000+00:00,46100.012,46604.66,44748.672,46229.762,16707.778086,765788097.39,45834.227,765788097.39,11.71783028,6054.4,100.9064,428772,377497283.43,388290813.95,-0.014095,0.002815,0.04026,0.798006
