,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,vwap,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
1910,binance,btc,2024-04-14 22:29:00+00,2024-04-14 22:06:00+00,2024-04-14 22:29:00+00,65040.3,65400.0,64650.0,65273.6,15680.536,1019471832.67,65015.11,23,24,0.003587,0.011531,0.831467,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.5262039685855484,0.946,0.7409014497177797,0.1769986647951047,0.1629642617209562,0.19028,0.0090107655882912,0.0066760893615222,0.16,0.0428374229298427,0.08556890522914,0.0004849305413055,0.91443109477086,9.029480654390244e-06,0.7271082163411294,0.0298866798036362,0.0013383123691991,2026-04-24 09:30:05.518293+00
1911,binance,btc,2024-04-14 23:20:00+00,2024-04-14 22:30:00+00,2024-04-14 23:20:00+00,65273.7,65697.0,64893.3,65629.3,15451.967,1007718024.78,65216.16,50,51,0.005448,0.012313,0.915765,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.7014916398341221,0.942,0.7263679916306389,0.1837587181151517,0.1752876712485737,0.18956,0.0087194018375092,0.0063334944735688,0.17,0.1385536806368585,0.183540523497366,0.0002019157280893,0.8164594765026338,9.339893117037769e-06,0.7231218051243897,0.0304720332646441,0.0013842571658683,2026-04-24 09:30:05.518293+00
1912,binance,btc,2024-04-15 00:23:00+00,2024-04-14 23:21:00+00,2024-04-15 00:23:00+00,65629.3,65842.8,65348.7,65400.1,15367.367,1007724201.95,65575.59,62,63,-0.003492,0.007529,0.104028,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.8148815977292287,0.938,0.738577974971084,0.1128005528370285,0.1133899578951066,0.18884,0.0082719508922359,0.0061094808129056,0.18,0.0246983125731726,0.2838198549194985,0.0001145473203101,0.7161801450805014,6.550273286160256e-06,0.7190996574163838,0.0310684841596674,0.0009712089554373,2026-04-24 09:30:05.518293+00
1913,binance,btc,2024-04-15 01:48:00+00,2024-04-15 00:24:00+00,2024-04-15 01:48:00+00,65400.1,65734.5,65005.8,65098.4,15355.721,1004551619.87,65418.72,84,85,-0.004613,0.011142,0.127076,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.8682257096860225,0.924,0.7617181011019243,0.0504855984371921,0.0533441119567937,0.18632,0.0078474616537582,0.0059775536655427,0.19,-0.0777715186841446,0.3409931698448694,8.773266324967142e-05,0.6590068301551305,4.796726726973427e-06,0.7047456979980912,0.0332463088394741,0.000711394339509,2026-04-24 09:30:05.518293+00
1914,binance,btc,2024-04-15 04:09:00+00,2024-04-15 01:49:00+00,2024-04-15 04:09:00+00,65098.3,65339.8,64752.0,64795.5,15402.911,1003053036.4,65121.0,140,141,-0.004651,0.009029,0.074005,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.872737216219924,0.898,0.7870573196535732,0.0040714375284962,0.0045115065339014,0.18164,0.0074447558030123,0.0058594496265,0.2,-0.1699943668157301,0.346080257700139,8.577595283587936e-05,0.653919742299861,3.803280342290102e-06,0.6769958562385231,0.0376878905086059,0.0005641405631311,2026-04-24 09:30:05.518293+00
1915,binance,btc,2024-04-15 06:12:00+00,2024-04-15 04:10:00+00,2024-04-15 06:12:00+00,64795.5,65705.0,64649.2,65608.6,16333.753,1063248512.95,65095.18,122,123,0.012549,0.016294,0.908695,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.9708505166265502,0.934,0.6871912839681724,0.0962999998707601,0.0981133004066262,0.18812,0.0080891042383582,0.0055587619964288,0.21,-0.0529949301341571,0.4636275093082635,5.252059891096814e-05,0.5363724906917364,6.031553015450698e-06,0.7150421057009898,0.0316762283790563,0.0008943666288627,2026-04-24 09:30:05.518293+00
1916,binance,btc,2024-04-15 06:37:00+00,2024-04-15 06:13:00+00,2024-04-15 06:37:00+00,65608.4,66477.0,65556.1,66232.6,15226.31,1006049148.82,66073.08,24,25,0.009514,0.014036,0.734607,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.393644269224362,1.1185358603545008,0.942,0.6402092427771656,0.1476127890692207,0.1476853437279506,0.18956,0.0082371578656895,0.00527350466385,0.22,0.0523045628792585,0.643979665518347,2.509845166107168e-05,0.3560203344816531,7.79565640649843e-06,0.7231218051243897,0.0304720332646441,0.0011556499420641,2026-04-24 09:30:05.518293+00
1917,binance,btc,2024-04-15 07:33:00+00,2024-04-15 06:38:00+00,2024-04-15 07:33:00+00,66232.6,66550.0,66051.7,66354.1,15216.019,1009275784.83,66329.82,55,56,0.001834,0.007523,0.606863,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.4573439360397697,1.242146148792698,0.924,0.6384556835448788,0.1178210409824713,0.1236102884381971,0.18632,0.0078359169819948,0.005002885796786,0.23,0.1470741065913327,0.7704282202321051,1.3528063233398604e-05,0.2295717797678949,6.716781162282141e-06,0.7047456979980912,0.0332463088394741,0.0009958726560211,2026-04-24 09:30:05.518293+00
1918,binance,btc,2024-04-15 09:16:00+00,2024-04-15 07:34:00+00,2024-04-15 09:16:00+00,66354.2,66436.5,66047.0,66329.3,15123.477,1001602566.34,66228.33,102,103,-0.000375,0.00587,0.724775,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.5014592666927263,1.3266644428364436,0.898,0.6386536898169034,0.0767934795704391,0.0845182940437456,0.18164,0.0074338035657288,0.0047476261404921,0.24,0.0323666959321994,0.8366242406809173,8.865607615590838e-06,0.1633757593190827,5.471060562440971e-06,0.6769958562385231,0.0376878905086059,0.0008113230445494,2026-04-24 09:30:05.518293+00
1919,binance,btc,2024-04-15 10:28:00+00,2024-04-15 09:17:00+00,2024-04-15 10:28:00+00,66329.2,66874.9,66326.9,66524.0,15078.976,1004093965.84,66589.0,71,72,0.002937,0.008262,0.359672,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.542095710608788,1.4042805296921794,0.88,0.6332082081816085,0.0679220852507322,0.0776160868557358,0.1784,0.0071129740634384,0.0045039936248729,0.01,0.1291300263389795,0.8830259680931057,6.01407103085888e-06,0.1169740319068942,5.233685688950906e-06,0.6570104626734988,0.041091278200465,0.0007761490169049,2026-04-24 09:30:05.518293+00
1920,binance,btc,2024-04-15 11:57:00+00,2024-04-15 10:29:00+00,2024-04-15 11:57:00+00,66523.9,66688.0,65825.0,65876.9,15137.017,1002065905.91,66199.69,88,89,-0.009726,0.012973,0.060139,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5293878548884019,1.3780944494410226,0.86,0.7815305603035896,0.0219257273829128,-0.0261860802511568,0.1748,0.0067479596934505,0.0052737367982815,0.02,0.0162170237050815,0.868809366508747,6.85536430053763e-06,0.1311906334912531,4.158419343032879e-06,0.6341355910108007,0.0452174734832874,0.0006167860581835,2026-04-24 09:30:05.518293+00
1921,binance,btc,2024-04-15 13:27:00+00,2024-04-15 11:58:00+00,2024-04-15 13:27:00+00,65876.9,66244.0,65767.0,66160.0,15249.724,1006826025.82,66022.57,89,90,0.004297,0.007241,0.823899,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5311028033119033,1.379761861534457,0.84,0.7645654820118317,0.0013667261059767,0.0016674120934341,0.1712,0.0065437245861827,0.005003106018844,0.03,0.1145953213345734,0.8697567034072282,6.798448686520168e-06,0.1302432965927717,3.7521928770811785e-06,0.6106392339492219,0.0497365115585567,0.0005565669486889,2026-04-24 09:30:05.518293+00
1922,binance,btc,2024-04-15 14:08:00+00,2024-04-15 13:28:00+00,2024-04-15 14:08:00+00,66160.1,66369.7,65550.0,65665.2,15384.316,1014818017.2,65964.45,40,41,-0.00748,0.01239,0.140539,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4981520204659154,1.314631133604416,0.77,0.8548622983593078,0.0512155683642303,-0.0651307279300406,0.1586,0.0062079222219541,0.0053069187441817,0.04,0.003135789201116,0.8282330084700267,9.415388964278498e-06,0.1717669915299732,4.8142659622982655e-06,0.52497918747894,0.0691384203433468,0.0007139937087753,2026-04-24 09:30:05.518293+00
1923,binance,btc,2024-04-15 14:39:00+00,2024-04-15 14:09:00+00,2024-04-15 14:39:00+00,65665.1,65686.3,64932.5,64966.5,16371.193,1069277516.0,65314.58,30,31,-0.010639,0.011479,0.045105,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4215855803691158,1.1771777681241564,0.746,1.0299108262984225,0.1068446454712813,-0.1374533654802596,0.15428,0.0058893521275645,0.0060655076190534,0.05,-0.0971777897189955,0.7080410455712043,1.8720197046292644e-05,0.2919589544287957,6.358086245110385e-06,0.4950001666600003,0.0772722021366598,0.0009427400676678,2026-04-24 09:30:05.518293+00
1924,binance,btc,2024-04-15 14:52:00+00,2024-04-15 14:40:00+00,2024-04-15 14:52:00+00,64966.4,65028.0,64233.1,64624.2,16293.883,1052818479.78,64614.34,12,13,-0.005267,0.012236,0.492012,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3201690444203466,1.0253145838498277,0.73,1.0724360096186198,0.1179812301856815,-0.1518631842743287,0.1514,0.0055871299997587,0.0059918395094053,0.06,-0.187460010747096,0.5316010518152113,4.000072732956529e-05,0.4683989481847886,6.722163060248147e-06,0.47502081252106,0.0831726964939223,0.0009966698204737,2026-04-24 09:30:05.518293+00
1925,binance,btc,2024-04-15 15:08:00+00,2024-04-15 14:53:00+00,2024-04-15 15:08:00+00,64624.1,64675.0,63800.0,64220.0,15585.342,1000770397.2,64212.28,15,16,-0.006253,0.01354,0.48,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3146666666561777,0.8557293533110409,0.736,1.1358876566977063,0.1338515950255162,-0.1695852305387867,0.15248,0.005300416914808,0.0060206782624709,0.07,-0.2687140096723864,0.3270950613350835,9.338870424349068e-05,0.6729049386649164,7.277309762217552e-06,0.4825071423336102,0.0809134672154653,0.0010788911282248,2026-04-24 09:30:05.518293+00
1926,binance,btc,2024-04-15 15:54:00+00,2024-04-15 15:09:00+00,2024-04-15 15:54:00+00,64220.1,64770.0,64192.4,64555.8,15590.926,1005887251.56,64517.48,45,46,0.005227,0.008994,0.629155,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1973333333267556,0.7557502973115966,0.648,1.0793187839936478,0.0758150521942252,-0.0999790559994443,0.13664,0.0052919646051891,0.005711716910542,0.08,-0.1418426087051478,0.227716810033398,0.000153946495936,0.772283189966602,5.444360893472069e-06,0.3751935255315707,0.1202568624677508,0.0008073668307432,2026-04-24 09:30:05.518293+00
1927,binance,btc,2024-04-15 16:38:00+00,2024-04-15 15:55:00+00,2024-04-15 16:38:00+00,64555.9,64848.8,63876.9,64018.4,15905.609,1022815104.34,64305.31,43,44,-0.008326,0.015055,0.145591,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3199999999893333,0.6124387863910172,0.74,1.200908855630032,0.1158681933341957,-0.1433115109205793,0.1532,0.0050203984348173,0.0060290410592542,0.09,-0.227658347834633,0.1258890809385497,0.000315135101725,0.8741109190614502,6.651516495439885e-06,0.4875026035157896,0.0794385491839783,0.0009862055805704,2026-04-24 09:30:05.518293+00
1928,binance,btc,2024-04-15 17:25:00+00,2024-04-15 16:39:00+00,2024-04-15 17:25:00+00,64018.0,64722.0,63600.0,63792.1,16127.162,1035276747.81,64194.6,46,47,-0.003529,0.017526,0.171212,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.239999999992,0.4700711466029715,0.68,1.223708850215427,0.1125000748741362,-0.1423676397880457,0.1424,0.0047627681446701,0.0058282416525279,0.01,-0.3048925130511697,0.066010938288936,0.000641951443317,0.933989061711064,6.540439675466014e-06,0.41338242108267,0.1043312231190012,0.0009697523304772,2026-04-24 09:30:05.518293+00
1929,binance,btc,2024-04-15 17:50:00+00,2024-04-15 17:26:00+00,2024-04-15 17:50:00+00,63792.0,64167.8,63313.2,63499.9,15738.058,1003497853.64,63762.5,24,25,-0.004579,0.013397,0.218465,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1999999999933333,0.3209958190091642,0.65,1.265190024767802,0.1168579321353963,-0.1490753275938072,0.137,0.0045183585913356,0.0057165823446007,0.02,-0.3744032617460527,0.0324514366019507,0.0013517816833527,0.9675485633980492,6.684514175591523e-06,0.3775406687981454,0.1192029220221175,0.0009910932570878,2026-04-24 09:30:05.518293+00
1930,binance,btc,2024-04-15 18:25:00+00,2024-04-15 17:51:00+00,2024-04-15 18:25:00+00,63500.0,64036.9,63078.0,63288.8,15839.057,1006922591.66,63572.13,34,35,-0.003326,0.015101,0.219835,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1279999999957333,0.1761568504959548,0.596,1.288819264205577,0.1110688616705465,-0.1448389685132093,0.12728,0.0042864913302031,0.0055245127310979,0.03,-0.4369629355714475,0.0159971887942668,0.0027848174516096,0.9840028112057332,6.493803227066627e-06,0.3164791062636843,0.1505875797458439,0.0009628441477299,2026-04-24 09:30:05.518293+00
1931,binance,btc,2024-04-15 19:02:00+00,2024-04-15 18:26:00+00,2024-04-15 19:02:00+00,63289.1,63863.4,62822.2,62898.6,16278.881,1031613716.46,63371.29,36,37,-0.00617,0.016451,0.073377,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1519999999949333,0.0137914775788295,0.614,1.3756257365508495,0.1275001219289101,-0.1623653729171253,0.13052,0.004066522732202,0.0055940134662488,0.04,-0.4932666420143028,0.0071672327102001,0.0062496696757779,0.9928327672897996,7.049834333471035e-06,0.3362613025956473,0.1394338729616501,0.0010452019706086,2026-04-24 09:30:05.518293+00
1932,binance,btc,2024-04-15 19:14:00+00,2024-04-15 19:03:00+00,2024-04-15 19:14:00+00,62899.5,63125.8,62242.5,62994.9,15961.379,1000148535.09,62660.53,11,12,0.001517,0.014043,0.851806,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0266666666657778,-0.1037823868867387,0.52,1.3649351424195673,0.0887202513569501,-0.1175738644655682,0.1136,0.003888058005891,0.0053069471444999,0.05,-0.3439399778128725,0.003994191397348,0.0111943560701189,0.988805643929881,5.807243440923405e-06,0.2404890830508889,0.2058703718009473,0.0008611341587054,2026-04-24 09:30:05.518293+00
1933,binance,btc,2024-04-15 19:49:00+00,2024-04-15 19:15:00+00,2024-04-15 19:49:00+00,62995.0,63629.0,62564.3,63503.0,15851.683,1001401850.93,63173.22,34,35,0.008064,0.016901,0.881657,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0933333333302222,-0.1330865974658784,0.43,1.124121885961206,0.021280279866857,-0.0293042105791397,0.0974,0.0044787065086868,0.0050346121196239,0.06,-0.2095459800315852,0.0034516922862523,0.0129379632690265,0.9870620367309734,4.145020823213733e-06,0.1679816148660755,0.289050497374996,0.0006147999733138,2026-04-24 09:30:05.518293+00
1934,binance,btc,2024-04-15 21:08:00+00,2024-04-15 19:50:00+00,2024-04-15 21:08:00+00,63503.0,63610.3,62915.0,63258.8,15888.974,1005235258.99,63266.22,78,79,-0.003845,0.010949,0.494463,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1493333333283555,-0.1821517626710327,0.388,1.160120489371271,0.0353959252945763,-0.0490651652051543,0.08984,0.0042488740616613,0.0049292059717034,0.07,-0.2885913820284267,0.0027028046733785,0.0164759364289968,0.9835240635710032,4.448138687867713e-06,0.1406381257341341,0.3340330732481797,0.0006597297206626,2026-04-24 09:30:05.518293+00
1935,binance,btc,2024-04-15 22:23:00+00,2024-04-15 21:09:00+00,2024-04-15 22:23:00+00,63258.8,63454.7,62606.0,62743.4,16034.288,1009442241.38,62955.23,74,75,-0.008147,0.013416,0.161895,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0479999999984,-0.2812850272364634,0.536,1.3258182839866013,0.0783895896569849,-0.0991332645654306,0.11648,0.0040308358578181,0.0053441560126259,0.08,-0.3597322438255841,0.0016481947339294,0.0267638446743124,0.9732361553256876,5.514897083512697e-06,0.255403084172524,0.1930986842332164,0.0008178184377418,2026-04-24 09:30:05.518293+00
1936,binance,btc,2024-04-16 00:13:00+00,2024-04-15 22:24:00+00,2024-04-16 00:13:00+00,62743.5,63540.0,62730.5,63532.6,16007.821,1013462882.73,63310.48,109,110,0.012577,0.012902,0.990859,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1333333333288888,-0.2559268028385383,0.6,0.9218433628244966,0.0208297835373524,0.025358224397925,0.128,0.0054997537148134,0.0050699115513544,0.09,-0.2237590194430257,0.0018705807279102,0.0236521250806692,0.9763478749193308,4.1356947858012535e-06,0.320821300824607,0.1480471980316894,0.0006134175546542,2026-04-24 09:30:05.518293+00
1937,binance,btc,2024-04-16 01:35:00+00,2024-04-16 00:14:00+00,2024-04-16 01:35:00+00,63532.5,63879.6,62899.9,63746.0,15908.453,1008260267.98,63378.9,81,82,0.00336,0.01542,0.863632,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0426666666652444,-0.2017320954201485,0.532,0.9033748851275096,0.0435414885172958,0.0541947074183898,0.11576,0.0053241908760248,0.0048097404113633,0.1,-0.1013831174987231,0.0024513537883127,0.0181398176954735,0.9818601823045264,4.633040590191574e-06,0.2516182783929358,0.1962340563657791,0.0006871348969302,2026-04-24 09:30:05.518293+00
1938,binance,btc,2024-04-16 02:57:00+00,2024-04-16 01:36:00+00,2024-04-16 02:57:00+00,63746.0,63811.2,62711.0,63355.2,15978.267,1008810430.6,63136.41,81,82,-0.006131,0.017259,0.58553,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0773333333307555,-0.2020534297130264,0.442,0.981993702163426,0.000247867440163,-0.0003213342928778,0.09956,0.0050509709597176,0.0049600217704524,0.11,-0.1912448057488508,0.0024474280618975,0.0181684559081772,0.9818315440918226,3.731260692802696e-06,0.1765352747791167,0.2768781948756101,0.000553463761348,2026-04-24 09:30:05.518293+00
1939,binance,btc,2024-04-16 04:12:00+00,2024-04-16 02:58:00+00,2024-04-16 04:12:00+00,63355.2,63525.0,62383.6,62429.2,16423.834,1033340736.22,62917.14,74,75,-0.014616,0.018016,0.039951,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.3172448896812498,0.858,1.3814793371613228,0.1163886727337643,-0.1151914599682234,0.17444,0.0047917717884223,0.0066197338522459,0.12,-0.2721203251739658,0.0013773378520036,0.0318677074741134,0.9681322925258866,6.668848809560948e-06,0.6318124177361016,0.0456511707844437,0.0009887728804463,2026-04-24 09:30:05.518293+00
1940,binance,btc,2024-04-16 04:45:00+00,2024-04-16 04:13:00+00,2024-04-16 04:45:00+00,62429.1,62666.0,61651.8,61688.2,17824.997,1109274269.04,62231.39,32,33,-0.011868,0.016246,0.03589,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.5025782835859129,0.902,1.6119608123734512,0.2060680404465257,-0.185333393904663,0.18236,0.0045458738637459,0.0073277706875471,0.13,-0.3449082926565692,0.0005457021362868,0.0767668722831226,0.9232331277168774,1.0442043680129576e-05,0.6813537337890256,0.036969209296677,0.0015473548550107,2026-04-24 09:30:05.518293+00
1941,binance,btc,2024-04-16 05:42:00+00,2024-04-16 04:46:00+00,2024-04-16 05:42:00+00,61688.2,62796.5,61655.6,62755.1,16284.947,1015852286.65,62379.83,56,57,0.017295,0.018495,0.963713,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.5020863632249979,0.882,1.003385153794886,0.0005174688957398,0.000491920360915,0.17876,0.0069282802686382,0.0069517336632201,0.14,-0.2104174633909123,0.0005470452630978,0.0765927325191565,0.9234072674808436,3.736293832171692e-06,0.6592603884513855,0.0406990535714664,0.0005542099238485,2026-04-24 09:30:05.518293+00
1942,binance,btc,2024-04-16 07:23:00+00,2024-04-16 05:43:00+00,2024-04-16 07:23:00+00,62755.1,63395.0,62556.1,63330.5,16178.074,1018933387.06,62982.37,100,101,0.009169,0.013368,0.923114,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4154231924719528,0.888,0.9187087417057782,0.0937342679339566,0.086663170753045,0.17984,0.0071785466138882,0.0065949936187924,0.15,-0.089375717051821,0.0008434922781307,0.0510338477316622,0.9489661522683376,5.954670936614642e-06,0.6659669267518202,0.0395437795509529,0.0008829764511681,2026-04-24 09:30:05.518293+00
1943,binance,btc,2024-04-16 08:26:00+00,2024-04-16 07:24:00+00,2024-04-16 08:26:00+00,63330.7,63786.3,63165.0,63278.0,15797.578,1002747611.03,63474.77,62,63,-0.000832,0.00981,0.181877,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.34427164124792,0.862,0.919515490805951,0.0729127194021986,0.0711515512240328,0.17516,0.0068101672768728,0.0062620543980159,0.16,-0.180438145346639,0.0012034505602885,0.0363112137706165,0.9636887862293836,5.365925075238751e-06,0.6364525402815664,0.0447877030497867,0.000795744451723,2026-04-24 09:30:05.518293+00
1944,binance,btc,2024-04-16 10:19:00+00,2024-04-16 08:27:00+00,2024-04-16 10:19:00+00,63278.0,63556.0,62590.7,62600.0,17770.765,1122153136.66,63146.02,112,113,-0.010715,0.015255,0.009634,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.3718086789831076,0.868,1.0599645696262792,0.0283326897059648,-0.0275370377351876,0.17624,0.0064606919524994,0.0068481046709155,0.17,-0.2623943308119751,0.0010488166378424,0.0414490956836505,0.9585509043163496,4.293789655998768e-06,0.6433651456944017,0.0435216349552721,0.0006368517849638,2026-04-24 09:30:05.518293+00
1945,binance,btc,2024-04-16 10:29:00+00,2024-04-16 10:20:00+00,2024-04-16 10:29:00+00,62600.0,62676.9,61693.7,61862.0,16239.295,1009723951.43,62177.82,9,10,-0.011789,0.015706,0.171176,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4887127863473621,0.908,1.2238878768850154,0.1309247713576716,-0.1169041073642544,0.18344,0.0061291505491856,0.0075013931751401,0.18,-0.3361548977307776,0.0005848536245679,0.0719952926545424,0.9280047073454576,7.171588965776234e-06,0.6878313305828405,0.0359158458827617,0.001063234137329,2026-04-24 09:30:05.518293+00
1946,binance,btc,2024-04-16 10:46:00+00,2024-04-16 10:30:00+00,2024-04-16 10:46:00+00,61862.1,62631.9,61521.0,62510.7,17547.686,1089045121.96,62062.04,16,17,0.010485,0.017958,0.890899,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4839559142427102,0.88,1.064509294484905,0.005038259784702,0.0047568721046519,0.1784,0.0066851894556338,0.0071164464173656,0.19,-0.2025394079576998,0.0005989223068937,0.0704222995968608,0.9295777004031393,3.8217102626865926e-06,0.6570104626734988,0.041091278200465,0.0005668727339508,2026-04-24 09:30:05.518293+00
1947,binance,btc,2024-04-16 11:41:00+00,2024-04-16 10:47:00+00,2024-04-16 11:41:00+00,62510.7,62832.0,62251.0,62365.7,16052.205,1003829621.59,62535.31,54,55,-0.00232,0.009294,0.197418,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.4915812720079222,0.852,1.0707885356835007,0.0077030356627512,-0.007625357765212,0.17336,0.0063421275808632,0.0067910776125093,0.2,-0.2822854671619298,0.0005765300721116,0.0729594405678458,0.9270405594321542,3.872970808407013e-06,0.6248064744684292,0.0469761456782835,0.0005744718513763,2026-04-24 09:30:05.518293+00
1948,binance,btc,2024-04-16 12:31:00+00,2024-04-16 11:42:00+00,2024-04-16 12:31:00+00,62365.6,63249.3,62362.6,63178.5,16156.552,1016742492.52,62930.66,49,50,0.013034,0.014218,0.920153,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.3728801383887838,0.896,0.8852325515788717,0.1279766135549945,0.1187011336191383,0.18128,0.0072778410675684,0.0064425819067523,0.21,-0.1540569204457369,0.0010432186855808,0.0416624704817762,0.9583375295182238,7.066650173469272e-06,0.6748052725823135,0.0380522470709921,0.0010476924772159,2026-04-24 09:30:05.518293+00
1949,binance,btc,2024-04-16 13:21:00+00,2024-04-16 12:32:00+00,2024-04-16 13:21:00+00,63178.5,63399.7,62631.4,63000.4,16039.964,1010594266.71,63004.77,49,50,-0.002819,0.012161,0.480281,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.2939240871729238,0.87,0.894625068452856,0.0806653991597533,0.07895605121586,0.1766,0.0069043662666682,0.0061768192334042,0.22,-0.2386512284011632,0.0015474156687907,0.0284600908198645,0.9715399091801356,5.57800940748778e-06,0.6456563062257954,0.0431072549410861,0.0008271698390809,2026-04-24 09:30:05.518293+00
1950,binance,btc,2024-04-16 13:47:00+00,2024-04-16 13:22:00+00,2024-04-16 13:47:00+00,63000.4,63314.7,62100.6,62160.0,16686.934,1045877355.8,62676.42,25,26,-0.01334,0.019271,0.048925,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.3436670301848682,0.892,1.1048591400084815,0.0530793594289209,-0.0497429430119444,0.18056,0.0065500569608115,0.0072368904112147,0.23,-0.3147861055610469,0.0012070897643771,0.0362055770315638,0.9637944229684362,4.859339366033191e-06,0.6704011598088686,0.038791134460236,0.0007206736658887,2026-04-24 09:30:05.518293+00
1951,binance,btc,2024-04-16 14:21:00+00,2024-04-16 13:48:00+00,2024-04-16 14:21:00+00,62160.0,63079.4,62120.0,62817.0,16342.122,1023537349.95,62631.85,33,34,0.010569,0.015434,0.726496,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.2799041691449904,0.872,0.974176166009073,0.0661296852101526,0.0637628610398777,0.17696,0.0070475107122049,0.0068655170629413,0.24,-0.1833074950049422,0.001659594772857,0.0265845912809447,0.9734154087190554,5.186991190620035e-06,0.6479408020806503,0.0426966442183139,0.0007692295722465,2026-04-24 09:30:05.518293+00
1952,binance,btc,2024-04-16 14:56:00+00,2024-04-16 14:22:00+00,2024-04-16 14:56:00+00,62817.1,62847.9,61987.1,62281.2,16092.176,1003094073.28,62334.27,34,35,-0.008531,0.013703,0.341659,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.299341407794696,0.872,1.0550707935927388,0.0201390946049936,-0.0194372386497055,0.17696,0.0066858557055009,0.0070540511905565,0.25,-0.264976745504448,0.0015061262818893,0.0292186811350022,0.9707813188649976,4.12143708484514e-06,0.6479408020806503,0.0426966442183139,0.0006113040975176,2026-04-24 09:30:05.518293+00
