,exchange,symbol,datetime,datetime_start,datetime_end,open,high,low,close,volume,bar_size,vwap,duration_minutes,tick_count,bar_return,price_range,close_position,regime_trend,regime_volatility,regime_momentum,regime_label,regime_confidence,trend_strength_z,vol_percentile,volatility_skew,transition_pressure,trend_acceleration,adaptive_alpha,up_vol,down_vol,regime_stability,directional_persistence,score_bull,score_bear,score_range,score_transition,score_high_vol,score_low_vol,score_accelerating,created_at
2870,binance,btc,2024-06-18 14:35:00+00,2024-06-18 14:11:00+00,2024-06-18 14:35:00+00,64506.6,65307.6,64469.8,65279.1,15953.66,1036969410.67,64998.84,24,25,0.011976,0.012988,0.965982,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2879999999903999,-0.4737224342720399,0.716,0.9832521402551456,0.0956684253216444,0.0954949148918021,0.14888,0.0045845411149107,0.0045077599616489,0.37,0.0298971057609216,0.0006303453491854,0.0671454689895006,0.9328545310104992,6.012536295084355e-06,0.4576020592256489,0.0886686632547332,0.0008915493015817,2026-04-24 09:30:05.518293+00
2871,binance,btc,2024-06-18 15:06:00+00,2024-06-18 14:36:00+00,2024-06-18 15:06:00+00,65279.1,65382.0,64500.0,64593.6,15954.909,1035033702.45,64872.43,30,31,-0.010501,0.013511,0.106122,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.5777962583004861,0.908,1.2473641188228215,0.1222460427101207,-0.1040738240284461,0.18344,0.0043492775849417,0.005425132926993,0.38,-0.0730926048151705,0.0003747107838925,0.1080304649260167,0.8919695350739832,6.8670451493522885e-06,0.6878313305828405,0.0359158458827617,0.0010181292194175,2026-04-24 09:30:05.518293+00
2872,binance,btc,2024-06-18 15:41:00+00,2024-06-18 15:07:00+00,2024-06-18 15:41:00+00,64593.6,64791.0,64212.0,64755.1,15731.779,1014247970.51,64471.28,34,35,0.0025,0.008964,0.937997,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.603425388929268,0.858,1.2251293134326506,0.0283970227989787,-0.0256291306287819,0.17444,0.0042009711290058,0.0051467329975422,0.39,0.0342166556663465,0.0003296573895238,0.1210129015925033,0.8789870984074967,4.295171036072268e-06,0.6318124177361016,0.0456511707844437,0.000637056540616,2026-04-24 09:30:05.518293+00
2873,binance,btc,2024-06-18 17:01:00+00,2024-06-18 15:42:00+00,2024-06-18 17:01:00+00,64755.0,64909.7,64306.8,64767.3,15675.669,1012285662.72,64576.87,79,80,0.00019,0.00931,0.763808,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.6075367824924105,0.802,1.2249924674202517,0.0043106244433495,-0.0041113935631424,0.16436,0.0039858363554487,0.0048826196342937,0.4,0.1307949900997118,0.0003229519793292,0.1232166122848283,0.8767833877151716,3.8078315203403935e-06,0.5646362918030292,0.0595243659765014,0.0005648152606351,2026-04-24 09:30:05.518293+00
2874,binance,btc,2024-06-18 18:16:00+00,2024-06-18 17:02:00+00,2024-06-18 18:16:00+00,64767.2,64887.4,64288.0,64777.9,15565.516,1005836307.16,64619.53,74,75,0.000165,0.009255,0.817317,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3039999999898666,-0.5945625461510565,0.728,1.2248777587261737,0.012908336535248,0.0129742363413539,0.15104,0.0037816504890393,0.004632059697788,0.41,0.2177154910897407,0.0003445892674151,0.116377854606739,0.883622145393261,3.975093482894752e-06,0.4725276956554062,0.0839384318975581,0.0005896106808162,2026-04-24 09:30:05.518293+00
2875,binance,btc,2024-06-18 19:49:00+00,2024-06-18 18:17:00+00,2024-06-18 19:49:00+00,64777.9,64844.0,64009.8,64186.7,15600.234,1004966326.1,64419.95,92,93,-0.009127,0.012878,0.212059,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.7425123766390025,0.88,1.4674600192840228,0.166213706652064,-0.1479498304879459,0.1784,0.0035875886580161,0.0052646430680215,0.42,0.0959439419807666,0.000164479210459,0.21628675178332,0.78371324821668,8.55546735852619e-06,0.6570104626734988,0.041091278200465,0.001268144568968,2026-04-24 09:30:05.518293+00
2876,binance,btc,2024-06-18 20:50:00+00,2024-06-18 19:50:00+00,2024-06-18 20:50:00+00,64186.8,64888.0,64053.9,64844.0,15991.038,1030612555.53,64449.38,60,61,0.010239,0.012995,0.947249,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.6545191390633982,0.826,1.0656991610371314,0.0934752299153239,0.0879932375756042,0.16868,0.0046865748091599,0.0049944789488294,0.43,0.1863495477826899,0.000255356210375,0.1509198988434539,0.849080101156546,5.946963544021732e-06,0.5938731029341426,0.0531511363980637,0.0008818345769335,2026-04-24 09:30:05.518293+00
2877,binance,btc,2024-06-18 22:32:00+00,2024-06-18 20:51:00+00,2024-06-18 22:32:00+00,64843.9,65279.9,64771.6,65111.9,15405.372,1001969860.65,65040.29,101,102,0.004133,0.007839,0.669487,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.491237572621103,0.758,1.0226362722401108,0.1644889052937837,0.1632815664422951,0.15644,0.0046332980626402,0.0047381787612194,0.44,0.267714593004421,0.0005775211163945,0.0728432929551095,0.9271567070448904,8.482002810443406e-06,0.5099986668799655,0.0731011734223782,0.0012572687954749,2026-04-24 09:30:05.518293+00
2878,binance,btc,2024-06-19 00:53:00+00,2024-06-18 22:33:00+00,2024-06-19 00:53:00+00,65111.9,65281.6,64834.6,65068.0,15442.689,1004881180.59,65071.65,140,141,-0.000674,0.006865,0.522148,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2159999999928,-0.359836543207571,0.662,1.0237867608505924,0.1259933036540283,0.131401029413532,0.13916,0.0043955324869166,0.0045000880693726,0.45,0.1409431337039789,0.0011134446495573,0.0391349785365284,0.9608650214634716,6.996920189356516e-06,0.3917409692534856,0.1130458300720789,0.0010373650514438,2026-04-24 09:30:05.518293+00
2879,binance,btc,2024-06-19 01:50:00+00,2024-06-19 00:54:00+00,2024-06-19 01:50:00+00,65067.9,65490.0,64810.0,64846.0,15489.043,1009866085.3,65198.74,56,57,-0.00341,0.010451,0.052941,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1573333333280888,-0.3077586608942059,0.618,1.0560830913689456,0.0490176994843045,0.0520778823133651,0.13124,0.0041699682563762,0.0044038330727125,0.46,0.026848820333581,0.0014441440407234,0.0304364034605788,0.9695635965394211,4.761650223277323e-06,0.3407396115486145,0.1370512925754596,0.0007061958521927,2026-04-24 09:30:05.518293+00
2880,binance,btc,2024-06-19 04:07:00+00,2024-06-19 01:51:00+00,2024-06-19 04:07:00+00,64846.0,65596.9,64777.1,65420.0,15339.653,1001623067.96,65296.33,136,137,0.008852,0.012642,0.784216,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.0814402255903627,0.786,0.8633619517725346,0.2336709168944143,0.2263184353038431,0.16148,0.0048390397429157,0.0041778428834848,0.47,0.1241639383002229,0.0044641552454875,0.0100230038345126,0.9899769961654872,1.1987364719311109e-05,0.5448788923735801,0.0641638764051739,0.0017759444042932,2026-04-24 09:30:05.518293+00
2881,binance,btc,2024-06-19 06:33:00+00,2024-06-19 04:08:00+00,2024-06-19 06:33:00+00,65420.0,65711.9,65287.6,65477.3,15270.816,1000134415.48,65493.19,145,146,0.000876,0.006486,0.447089,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2853333333238221,0.1299563240142456,0.714,0.8617961834331167,0.2076341768584546,0.2113965496046083,0.14852,0.0045990568947202,0.0039634497654412,0.48,0.2117475444702006,0.0127396025408433,0.0035059500822222,0.9872603974591566,1.0524132128502253e-05,0.4551211076264199,0.0894800593335614,0.0015595002941657,2026-04-24 09:30:05.518293+00
2882,binance,btc,2024-06-19 08:52:00+00,2024-06-19 06:34:00+00,2024-06-19 08:52:00+00,65477.2,65625.4,65075.2,65109.9,15332.617,1001151042.36,65295.51,138,139,-0.00561,0.008403,0.063068,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1439999999951999,0.1981168213587381,0.608,0.9534245260263986,0.0637291974651852,0.0681604973444925,0.12944,0.0043630484628051,0.0041598375080226,0.49,0.0905727900231806,0.0178206524276636,0.0024959566820625,0.9821793475723364,5.125107088739532e-06,0.3295988401911314,0.1430727234800808,0.0007600591028738,2026-04-24 09:30:05.518293+00
2883,binance,btc,2024-06-19 11:35:00+00,2024-06-19 08:53:00+00,2024-06-19 11:35:00+00,65110.0,65519.6,65035.7,65168.1,16459.89,1074206205.08,65262.05,162,163,0.000892,0.007432,0.27361,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0079999999997333,0.2793643725694767,0.494,0.9512110065742986,0.0726377168205692,0.0812475512107385,0.10892,0.0041487832290298,0.0039463683664651,0.5,0.1815155110208625,0.0265148365754884,0.0016640725770292,0.9734851634245116,5.358551968752669e-06,0.2175502235768875,0.2279364505732162,0.0007946519136049,2026-04-24 09:30:05.518293+00
2884,binance,btc,2024-06-19 13:46:00+00,2024-06-19 11:36:00+00,2024-06-19 13:46:00+00,65168.0,65279.9,64955.9,65157.3,15366.53,1000341710.55,65098.74,130,131,-0.000164,0.004972,0.621605,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1893333333270222,0.3492570101971049,0.358,0.9513042099054048,0.0597330279479593,0.0698926376276282,0.08444,0.0039358813566126,0.0037442205993642,0.51,0.0633639599187763,0.0371936250916628,0.001173857906669,0.9628063749083372,5.023719893712409e-06,0.1234670475652239,0.3681875822638983,0.0007450343953974,2026-04-24 09:30:05.518293+00
2885,binance,btc,2024-06-19 15:47:00+00,2024-06-19 13:47:00+00,2024-06-19 15:47:00+00,65157.3,65157.4,64792.2,64806.6,15519.532,1007719967.99,64932.37,120,121,-0.005382,0.005605,0.03943,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1839999999938666,0.3023630225557702,0.362,1.055410276925337,0.0404191767347005,-0.0468939876413346,0.08516,0.0037339049061268,0.0039408017165292,0.52,-0.0429724360731013,0.0296502824879702,0.0014835761466255,0.9703497175120298,4.561273588954292e-06,0.1256478565153456,0.3635474597184336,0.0006764981510926,2026-04-24 09:30:05.518293+00
2886,binance,btc,2024-06-19 18:53:00+00,2024-06-19 15:48:00+00,2024-06-19 18:53:00+00,64806.7,65269.5,64708.2,65009.2,15500.668,1007279754.28,64982.99,185,186,0.003125,0.008661,0.536255,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3013333333232889,0.3355588881864383,0.274,1.0166779131922723,0.0273938073871762,0.033195865630668,0.06932,0.003677243912965,0.0037385727694001,0.53,0.0613248075342088,0.0348172146797297,0.0012569687627204,0.9651827853202704,4.273680164245333e-06,0.0847105657307357,0.4700359482354282,0.0006338710375116,2026-04-24 09:30:05.518293+00
2887,binance,btc,2024-06-19 22:57:00+00,2024-06-19 18:54:00+00,2024-06-19 22:57:00+00,65009.2,65060.4,64600.0,64824.9,15504.945,1005576964.45,64855.24,243,244,-0.002835,0.007082,0.488488,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.3102621552254806,0.24,1.0487433840039233,0.0206271355785425,-0.0252967329609576,0.0632,0.0034885398830878,0.0036585832270965,0.54,-0.044807673219212,0.0308079735537975,0.0014262052982652,0.9691920264462024,4.1315064748211296e-06,0.0724264853615177,0.5124973964842103,0.0006127967110394,2026-04-24 09:30:05.518293+00
2888,binance,btc,2024-06-20 02:00:00+00,2024-06-19 22:58:00+00,2024-06-20 02:00:00+00,64824.9,65378.0,64766.8,65117.6,15410.815,1002402056.66,65045.36,182,183,0.004515,0.009428,0.573953,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.3914182453619437,0.212,0.9632857999940037,0.0658202731051915,0.0811560901364631,0.05816,0.0036031224645554,0.0034708368020742,0.55,0.0596730941027091,0.0455246112016772,0.0009509561219118,0.9544753887983226,5.178972846896416e-06,0.0635660183350552,0.5473576181430894,0.0007680413608987,2026-04-24 09:30:05.518293+00
2889,binance,btc,2024-06-20 05:42:00+00,2024-06-20 02:01:00+00,2024-06-20 05:42:00+00,65117.6,65428.0,64927.0,65382.3,15431.262,1005849511.3,65182.58,221,222,0.004065,0.007694,0.908782,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.5500014422113321,0.238,0.9018647699153204,0.1314974470769163,0.1585831968493883,0.06284,0.0036510183389352,0.0032927249043869,0.56,0.1537057846924382,0.0953500869118492,0.000430553977901,0.9046499130881508,7.192153220003358e-06,0.0717575422637513,0.5149955016194101,0.0010662796911801,2026-04-24 09:30:05.518293+00
2890,binance,btc,2024-06-20 07:18:00+00,2024-06-20 05:43:00+00,2024-06-20 07:18:00+00,65382.2,65977.0,65349.8,65894.5,16709.381,1095992350.63,65591.44,95,96,0.007835,0.009593,0.868463,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0666666666644445,0.8509259577228893,0.55,0.7345180884945502,0.2911518687792249,0.3009245155115572,0.119,0.0042527925415933,0.0031237531218668,0.57,0.2383352062231944,0.3218309443417727,9.565855248092632e-05,0.6781690556582273,1.5978657460538653e-05,0.2689414213699951,0.1824255238063563,0.0023658703087097,2026-04-24 09:30:05.518293+00
2891,binance,btc,2024-06-20 08:59:00+00,2024-06-20 07:19:00+00,2024-06-20 08:59:00+00,65894.6,65939.2,65579.2,65668.2,15225.399,1001857573.23,65801.73,100,101,-0.003436,0.005463,0.247222,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1170519690893711,1.0184076656332,0.424,0.7824470335910081,0.1543610247506102,0.1674817079103107,0.09632,0.0040345532542834,0.0031568243039237,0.58,0.1145016856008749,0.5229933528384919,4.140620806014229e-05,0.4770066471615081,8.063176765515652e-06,0.1638303612233589,0.295254302001909,0.0011952608272091,2026-04-24 09:30:05.518293+00
2892,binance,btc,2024-06-20 11:04:00+00,2024-06-20 09:00:00+00,2024-06-20 11:04:00+00,65668.3,66290.0,65552.6,66187.5,15430.279,1017275889.89,65927.25,124,125,0.007906,0.011229,0.860998,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.5342663492697508,1.319736069770766,0.702,0.6558035484376349,0.3136717836532045,0.3013284041375661,0.14636,0.0045666517565615,0.0029948264920123,0.59,0.2030515170407875,0.8318338648652168,9.178107520791162e-06,0.1681661351347831,1.788301881553105e-05,0.440286350732807,0.0944903689501593,0.0026470970598229,2026-04-24 09:30:05.518293+00
2893,binance,btc,2024-06-20 11:52:00+00,2024-06-20 11:05:00+00,2024-06-20 11:52:00+00,66187.6,66467.0,66125.8,66132.9,15287.409,1013741669.69,66312.2,47,48,-0.000826,0.005155,0.020809,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.4613333333179555,1.5285759764755589,0.596,0.6585643572314289,0.2063672042321717,0.2088399067047928,0.12728,0.0043323062494629,0.0028531025463637,0.6,0.0827463653367087,0.9335707874432676,3.230469378545111e-06,0.0664292125567324,1.0457674610979682e-05,0.3164791062636843,0.1505875797458439,0.0015496675601517,2026-04-24 09:30:05.518293+00
2894,binance,btc,2024-06-20 12:47:00+00,2024-06-20 11:53:00+00,2024-06-20 12:47:00+00,66132.9,66289.4,65840.0,66046.1,15262.669,1008136559.47,66052.44,54,55,-0.001313,0.006795,0.458611,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3759999999874666,1.6480981816314475,0.468,0.6662721756030074,0.1123976963631894,0.1195222051558886,0.10424,0.0041099865809053,0.0027383697675862,0.01,-0.0255282711969621,0.9623299094694616,1.7771622892176462e-06,0.0376700905305385,6.537092551734607e-06,0.1962340563657791,0.2516182783929357,0.0009692565295362,2026-04-24 09:30:05.518293+00
2895,binance,btc,2024-06-20 13:24:00+00,2024-06-20 12:48:00+00,2024-06-20 13:24:00+00,66046.1,66105.0,65307.4,65436.0,15619.557,1025150258.39,65632.48,36,37,-0.009237,0.012076,0.161234,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.5439999999818667,1.5318482857726847,0.342,1.005203436124835,0.1047909789402925,-0.1162498958587627,0.08156,0.0038990756245166,0.003919364315995,0.02,-0.1229754440772659,0.934578301532546,3.1780441202805376e-06,0.0654216984674541,6.293133758931226e-06,0.1150667320455498,0.3869858238606645,0.0009331182167002,2026-04-24 09:30:05.518293+00
2896,binance,btc,2024-06-20 13:51:00+00,2024-06-20 13:25:00+00,2024-06-20 13:51:00+00,65436.2,65466.0,65121.9,65151.3,15639.974,1020989143.53,65280.74,26,27,-0.004354,0.005259,0.08544,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.4235681243862835,1.3467551359897794,0.368,1.0720947484154075,0.1695647405746774,-0.1850931497829053,0.08624,0.0036989879228148,0.0039656656337112,0.03,-0.2106778996695393,0.8498947342281528,8.018303450636065e-06,0.1501052657718471,8.700022055547797e-06,0.1289808521462356,0.3566348543055982,0.0012895439203682,2026-04-24 09:30:05.518293+00
2897,binance,btc,2024-06-20 14:22:00+00,2024-06-20 13:52:00+00,2024-06-20 14:22:00+00,65151.4,65230.6,64625.2,64744.5,16018.809,1039856951.06,64914.75,30,31,-0.006245,0.009292,0.19706,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1222252889156606,1.0740589111734198,0.552,1.2115992511078917,0.2680763376526904,-0.2726962248163596,0.11936,0.0035091680620649,0.0042517055171695,0.04,-0.2896101097025854,0.5915301515970122,3.1349071597769415e-05,0.4084698484029878,1.4237481204688116e-05,0.2709120776506935,0.1809387931521419,0.0021086040417842,2026-04-24 09:30:05.518293+00
2898,binance,btc,2024-06-20 15:28:00+00,2024-06-20 14:23:00+00,2024-06-20 15:28:00+00,64744.4,65123.6,64700.0,64831.9,15414.478,1000488235.24,64905.75,65,66,0.001351,0.006543,0.311379,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1039999999965333,0.8872441750933889,0.422,1.2017727070861417,0.1748145359901616,-0.1868147360800308,0.09596,0.0033563101145561,0.004033522012368,0.05,-0.1606490987323268,0.3626734949410871,7.977497863403966e-05,0.6373265050589129,8.93141026172379e-06,0.162465062580696,0.2973393456552685,0.0013237958927126,2026-04-24 09:30:05.518293+00
2899,binance,btc,2024-06-20 16:25:00+00,2024-06-20 15:29:00+00,2024-06-20 16:25:00+00,64831.9,65108.2,64526.0,64635.5,15517.984,1005031827.78,64765.62,56,57,-0.003029,0.00898,0.18808,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.1893333333270222,0.6785036385458796,0.358,1.2389719163137916,0.1918573383201776,-0.2087405365475093,0.08444,0.0031840753487574,0.0039449800604346,0.06,-0.2445841888590941,0.1669385251139268,0.0002265047316172,0.8330614748860731,9.725852279560334e-06,0.1234670475652239,0.3681875822638983,0.0014413779314109,2026-04-24 09:30:05.518293+00
2900,binance,btc,2024-06-20 18:08:00+00,2024-06-20 16:26:00+00,2024-06-20 18:08:00+00,64635.5,65089.7,64536.7,65054.4,15447.613,1000879757.11,64791.87,102,103,0.006481,0.008556,0.936166,BULL,NORMAL_VOL,STABLE,BULL_NORMAL_VOL_STABLE,0.3066666666564444,0.6448570252043155,0.27,1.0263072676169274,0.0295272964582092,-0.033646613341564,0.0686,0.0036466043941558,0.0037425366944766,0.07,-0.1201257699731847,0.1448330672520899,0.0002679920735996,0.8551669327479101,4.319513243244232e-06,0.0831726964939223,0.47502081252106,0.0006406646610108,2026-04-24 09:30:05.518293+00
2901,binance,btc,2024-06-20 21:24:00+00,2024-06-20 18:09:00+00,2024-06-20 21:24:00+00,65054.4,65198.5,64810.0,65096.0,15396.848,1001190766.79,65025.7,195,196,0.000639,0.005972,0.736165,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.6332173761964306,0.184,1.024559542326484,0.0097722638997002,-0.0116396490078849,0.05312,0.0034653739536436,0.0035504820543912,0.01,-0.0081131929758662,0.1377727689270654,0.0002840469637109,0.8622272310729346,3.913248956805823e-06,0.0557243979286654,0.5817593768418363,0.0005804428032501,2026-04-24 09:30:05.518293+00
2902,binance,btc,2024-06-21 01:38:00+00,2024-06-20 21:25:00+00,2024-06-21 01:38:00+00,65096.0,65164.1,64600.1,64932.9,15475.522,1003789354.34,64863.04,253,254,-0.002506,0.008664,0.590071,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,0.5744716942400903,0.15,1.0525930483364414,0.048510966067473,-0.0587456819563403,0.047,0.003287542391321,0.0034604443724751,0.02,-0.1073018736782796,0.1064390973176104,0.0003809891987435,0.8935609026823896,4.7496011148020985e-06,0.0474258731775667,0.6224593312018546,0.0007044101105762,2026-04-24 09:30:05.518293+00
2903,binance,btc,2024-06-21 04:04:00+00,2024-06-21 01:39:00+00,2024-06-21 04:04:00+00,64932.9,65055.5,64300.0,64418.4,15703.732,1015201105.03,64647.12,145,146,-0.007924,0.011635,0.156717,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0026666666665777,0.3654534141973929,0.498,1.3261009597483753,0.2064280714639552,-0.2090182800426973,0.10964,0.0031188365582792,0.0041358922858425,0.03,-0.1965716863104517,0.0402048234569005,0.0010826426806713,0.9597951765430994,1.0460857710550324e-05,0.2209738922201878,0.2244359857309265,0.0015501385206099,2026-04-24 09:30:05.518293+00
2904,binance,btc,2024-06-21 07:50:00+00,2024-06-21 04:05:00+00,2024-06-21 07:50:00+00,64418.4,64715.9,64358.3,64358.3,15590.509,1006581983.47,64563.77,225,226,-0.000933,0.005551,0.0,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1919999999936,0.1811643186118167,0.356,1.3298479853023224,0.1736780370535187,-0.1842890955855762,0.08408,0.0029587881521889,0.0039347385961096,0.04,-0.2769145176794065,0.0163961220419201,0.0027161456769277,0.9836038779580798,8.880801948040853e-06,0.1223888868230488,0.3705168880326052,0.0013163046361147,2026-04-24 09:30:05.518293+00
2905,binance,btc,2024-06-21 08:49:00+00,2024-06-21 07:51:00+00,2024-06-21 08:49:00+00,64358.3,64387.1,63500.0,63858.5,20169.734,1293305945.91,64121.12,58,59,-0.007766,0.013784,0.404126,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2079999999930667,-0.1265652775830723,0.656,1.5937145444948453,0.3285454079583894,-0.3077295961948891,0.13808,0.0028069529024513,0.0044734818257202,0.05,-0.3492230659114659,0.0035656873186298,0.0125281038010715,0.9874718961989284,1.9263619825329407e-05,0.3846162436088178,0.1160889220689948,0.0028508790014136,2026-04-24 09:30:05.518293+00
2906,binance,btc,2024-06-21 09:17:00+00,2024-06-21 08:50:00+00,2024-06-21 09:17:00+00,63858.5,63937.8,63485.0,63652.4,15858.098,1009919525.6,63684.78,27,28,-0.003227,0.007091,0.3697,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1599999999946666,-0.4381199507593569,0.62,1.6392974465591397,0.3239079623004965,-0.3115546731762846,0.1316,0.00266290933697,0.0043653006404431,0.06,-0.4143007593203193,0.0007530694472877,0.0568183130684666,0.9431816869315336,1.8822096910137003e-05,0.3429895373265011,0.1358728970090942,0.0027857175424825,2026-04-24 09:30:05.518293+00
2907,binance,btc,2024-06-21 10:26:00+00,2024-06-21 09:18:00+00,2024-06-21 10:26:00+00,63652.4,64287.3,63587.0,63888.8,15665.464,1002620213.3,64001.95,68,69,0.003714,0.011002,0.430958,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0026666666665777,-0.6014560944648476,0.498,1.4870004023298724,0.1612087166922026,-0.1633361437054906,0.10964,0.0027849943102698,0.0041412878085576,0.07,-0.2728706833882873,0.0003329182991271,0.1199694466285241,0.8800305533714758,8.344025696775244e-06,0.2209738922201878,0.2244359857309265,0.0012368418740543,2026-04-24 09:30:05.518293+00
2908,binance,btc,2024-06-21 12:19:00+00,2024-06-21 10:27:00+00,2024-06-21 12:19:00+00,63888.8,64035.0,63505.0,63537.7,15952.823,1017620816.87,63789.39,112,113,-0.005495,0.008296,0.061698,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1173333333294221,-0.8394213686312492,0.588,1.6267126798599796,0.2434520739162337,-0.2379652741664015,0.12584,0.0026420775873186,0.0042979012751364,0.08,-0.3455836150494586,0.0001013218807862,0.3094069849636999,0.6905930150363002,1.2588180766026292e-05,0.3078904956982118,0.1557758401237474,0.0018647912497939,2026-04-24 09:30:05.518293+00
2909,binance,btc,2024-06-21 13:45:00+00,2024-06-21 12:20:00+00,2024-06-21 13:45:00+00,63537.8,63860.0,63380.0,63637.4,16395.338,1044221590.48,63690.15,85,86,0.001568,0.007555,0.53625,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.0719999999975999,-0.9805173860829204,0.446,1.5957904314533704,0.1371436536260214,-0.1410960174516711,0.10028,0.0025550641966811,0.0040773471563919,0.09,-0.2110252535445127,5.004254700833381e-05,0.4756659723141641,0.5243340276858359,7.398086812857765e-06,0.1794615194073268,0.2728917836588705,0.0010967773169068,2026-04-24 09:30:05.518293+00
2910,binance,btc,2024-06-21 14:33:00+00,2024-06-21 13:46:00+00,2024-06-21 14:33:00+00,63637.3,64214.2,63361.2,64208.8,15782.553,1006626421.26,63780.96,47,48,0.008981,0.013404,0.993669,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.2346666666588444,-0.8800115264873555,0.324,1.0387810644322597,0.093039695860603,0.1005058595955648,0.07832,0.0037237019196713,0.0038681111476228,0.1,-0.0899227281900614,8.2712456188215e-05,0.3543568792781607,0.6456431207218393,5.934027185816125e-06,0.1062149916751755,0.4085410215672199,0.0008799180093187,2026-04-24 09:30:05.518293+00
2911,binance,btc,2024-06-21 15:38:00+00,2024-06-21 14:34:00+00,2024-06-21 15:38:00+00,64208.7,64342.1,63510.2,63616.7,15698.252,1004730641.51,64002.71,64,65,-0.00922,0.012956,0.12802,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.3333333333222222,-0.986604974557866,0.754,1.3292153788465948,0.1190477229049546,-0.1065934480705104,0.15572,0.0035326138181108,0.0046956047474805,0.11,-0.1809304553710553,4.85423756699328e-05,0.4832624743111143,0.5167375256888856,6.758104250184224e-06,0.5049998333399998,0.074467945166028,0.0010019933819434,2026-04-24 09:30:05.518293+00
2912,binance,btc,2024-06-21 17:10:00+00,2024-06-21 15:39:00+00,2024-06-21 17:10:00+00,63616.8,63878.0,63420.0,63871.4,15905.121,1012272345.96,63644.43,91,92,0.004002,0.007199,0.98559,RANGE,NORMAL_VOL,STABLE,RANGE_NORMAL_VOL_STABLE,0.1999999999933333,-0.9658543717107948,0.65,1.2437523304543123,0.0219205714696507,0.0207506028470711,0.137,0.0035816147352898,0.0044546417981814,0.12,-0.0628374098339498,5.384905468788024e-05,0.4574213383477067,0.5425786616522932,4.158312142613252e-06,0.3775406687981454,0.1192029220221175,0.0006167701677182,2026-04-24 09:30:05.518293+00
